[[ 1.00000000e+00  9.45874490e-11 -1.81898940e-11]
 [ 1.00000000e+00  3.72892828e-11 -2.54658516e-11]
 [ 1.78260962e-10  7.82165444e-11  1.00000000e+00]
 [ 1.00000000e+00  7.54880602e-11  0.00000000e+00]
 [ 1.67347025e-10  5.36601874e-11  1.00000000e+00]
 [ 1.89174898e-10  1.37333700e-10  1.00000000e+00]
 [ 1.81898940e-10  6.63931132e-11  1.00000000e+00]
 [ 1.00000000e+00  1.01863407e-10 -7.09405867e-11]
 [ 1.00000000e+00 -9.09494702e-12  3.27418093e-11]
 [ 1.38243195e-10  1.00000000e+00  6.18456397e-11]
 [ 1.00000000e+00  1.22781785e-10 -1.16415322e-10]
 [ 2.18278728e-10  1.00000000e+00 -8.18545232e-11]
 [ 1.60071068e-10  1.00000000e+00 -1.18234311e-10]
 [ 1.92812877e-10  1.32786226e-10  1.00000000e+00]
 [ 2.18278728e-10  1.00000000e+00 -1.05501385e-10]
 [ 1.52795110e-10  1.00000000e+00 -4.72937245e-11]
 [ 1.00000000e+00 -1.81898940e-12 -7.27595761e-12]
 [ 2.32830644e-10  8.09450285e-11  1.00000000e+00]
 [ 2.18278728e-10  1.00000000e+00 -1.41881173e-10]
 [ 2.18278728e-10  7.59428076e-11  1.00000000e+00]
 [ 1.00000000e+00  7.45785655e-11 -2.54658516e-11]
 [ 1.00000000e+00  5.09317033e-11 -2.54658516e-11]
 [ 1.96450856e-10  1.34605216e-10  1.00000000e+00]
 [ 1.78260962e-10  1.00000000e+00 -1.16415322e-10]
 [ 1.85536919e-10  1.00953912e-10  1.00000000e+00]
 [ 2.18278728e-10  1.00000000e+00 -1.09139364e-10]
 [ 1.81898940e-10  1.00000000e+00 -5.82076609e-11]
 [ 1.00000000e+00  9.54969437e-11 -6.54836185e-11]
 [ 1.00000000e+00  5.91171556e-11 -4.91127139e-11]
 [ 1.63709046e-10  3.63797881e-11  1.00000000e+00]
 [ 1.89174898e-10  1.00000000e+00  4.00177669e-11]
 [ 1.00000000e+00  9.41327016e-11 -8.18545232e-11]
 [ 1.74622983e-10  1.00000000e+00 -1.78260962e-10]
 [ 1.96450856e-10  2.91038305e-11  1.00000000e+00]
 [ 1.00000000e+00  1.24600774e-10 -1.09139364e-10]
 [ 1.49157131e-10  1.00000000e+00  2.36468622e-11]
 [ 1.63709046e-10  1.00000000e+00 -5.82076609e-11]
 [ 1.56433089e-10  8.18545232e-11  1.00000000e+00]
 [ 1.00000000e+00  6.36646291e-12  3.45607987e-11]
 [ 1.74622983e-10  1.00000000e+00 -1.38243195e-10]
 [ 1.67347025e-10  2.91038305e-11  1.00000000e+00]
 [ 1.00000000e+00  4.82032192e-11 -3.27418093e-11]
 [ 1.70985004e-10  1.00000000e+00 -6.73026079e-11]
 [ 1.00000000e+00  7.68523023e-11 -5.45696821e-12]
 [ 1.00000000e+00  6.73026079e-11  0.00000000e+00]
 [ 1.67347025e-10 -5.82076609e-11  1.00000000e+00]
 [ 1.41881173e-10  1.00000000e+00 -1.09139364e-11]
 [ 1.00000000e+00  5.63886715e-11 -4.18367563e-11]
 [ 1.60071068e-10 -7.27595761e-12  1.00000000e+00]
 [ 2.11002771e-10  7.63975549e-11  1.00000000e+00]]
