[[ 1.00000000e+00 -1.16415322e-10 -1.34605216e-10]
 [ 2.83762347e-10  1.00000000e+00 -1.50066626e-10]
 [ 2.21916707e-10 -1.00044417e-10  1.00000000e+00]
 [ 1.00000000e+00 -1.23691279e-10 -1.52795110e-10]
 [ 1.00000000e+00 -1.34605216e-10 -1.23691279e-10]
 [ 1.00000000e+00 -1.41881173e-10 -1.40062184e-10]
 [ 2.34649633e-10 -1.85536919e-10  1.00000000e+00]
 [ 2.60115485e-10 -1.32786226e-10  1.00000000e+00]
 [ 2.52839527e-10  1.00000000e+00 -1.73713488e-10]
 [ 2.60115485e-10 -1.10958354e-10  1.00000000e+00]
 [ 3.20142135e-10 -1.09139364e-10  1.00000000e+00]
 [ 2.58296495e-10 -1.23691279e-10  1.00000000e+00]
 [ 3.00133252e-10  1.00000000e+00 -1.89174898e-10]
 [ 3.01952241e-10  1.00000000e+00 -1.63709046e-10]
 [ 2.41925591e-10 -1.47338142e-10  1.00000000e+00]
 [ 3.01952241e-10  1.00000000e+00 -1.65528036e-10]
 [ 2.80124368e-10 -1.56433089e-10  1.00000000e+00]
 [ 2.52839527e-10  1.00000000e+00 -1.83717930e-10]
 [ 2.63753464e-10 -7.09405867e-11  1.00000000e+00]
 [ 2.94676283e-10 -1.61890057e-10  1.00000000e+00]
 [ 2.58296495e-10  1.00000000e+00 -1.35969458e-10]
 [ 2.63753464e-10  1.00000000e+00 -1.79170456e-10]
 [ 2.65572453e-10  1.00000000e+00 -1.68256520e-10]
 [ 2.05545803e-10 -1.27329258e-10  1.00000000e+00]
 [ 2.52839527e-10  1.00000000e+00 -1.70075509e-10]
 [ 1.00000000e+00 -1.45519152e-10 -1.14596332e-10]
 [ 1.00000000e+00 -7.27595761e-11 -1.76441972e-10]
 [ 3.07409209e-10  1.00000000e+00 -2.00088834e-10]
 [ 2.92857294e-10 -1.92812877e-10  1.00000000e+00]
 [ 2.51020538e-10 -1.07320375e-10  1.00000000e+00]
 [ 3.05590220e-10  1.00000000e+00 -2.05545803e-10]
 [ 1.00000000e+00 -1.60071068e-10 -1.27329258e-10]
 [ 1.00000000e+00 -1.12777343e-10 -1.81898940e-10]
 [ 2.69210432e-10  1.00000000e+00 -1.79170456e-10]
 [ 1.83717930e-10 -9.45874490e-11  1.00000000e+00]
 [ 2.63753464e-10 -1.23691279e-10  1.00000000e+00]
 [ 2.89219315e-10 -1.05501385e-10  1.00000000e+00]
 [ 1.00000000e+00 -1.20053301e-10 -1.60071068e-10]
 [ 2.16459739e-10 -9.82254278e-11  1.00000000e+00]
 [ 2.52839527e-10  1.00000000e+00 -1.53704605e-10]
 [ 2.23735697e-10 -1.12777343e-10  1.00000000e+00]
 [ 2.43744580e-10 -1.23691279e-10  1.00000000e+00]
 [ 2.43744580e-10 -9.45874490e-11  1.00000000e+00]
 [ 1.00000000e+00 -1.12777343e-10 -1.63709046e-10]
 [ 1.00000000e+00 -1.49157131e-10 -1.12777343e-10]
 [ 1.00000000e+00 -1.78260962e-10 -1.16415322e-10]
 [ 2.69210432e-10  1.00000000e+00 -1.54614099e-10]
 [ 2.12821760e-10  1.00000000e+00 -1.63709046e-10]
 [ 2.52839527e-10 -1.14596332e-10  1.00000000e+00]
 [ 3.03771230e-10  1.00000000e+00 -1.78260962e-10]
 [ 1.00000000e+00 -7.63975549e-11 -1.92812877e-10]
 [ 2.31011654e-10 -1.40062184e-10  1.00000000e+00]
 [ 1.00000000e+00 -8.73114914e-11 -1.72803993e-10]
 [ 2.67391442e-10  1.00000000e+00 -1.45519152e-10]
 [ 2.51020538e-10  1.00000000e+00 -1.52795110e-10]
 [ 3.27418093e-10  1.00000000e+00 -1.74622983e-10]
 [ 2.56477506e-10  1.00000000e+00 -1.14141585e-10]
 [ 1.94631866e-10  1.00000000e+00 -1.98269845e-10]
 [ 2.61934474e-10  1.00000000e+00 -1.42790668e-10]
 [ 1.00000000e+00 -1.56433089e-10 -1.67347025e-10]
 [ 1.00000000e+00 -1.20053301e-10 -1.14596332e-10]
 [ 2.61934474e-10 -1.60071068e-10  1.00000000e+00]
 [ 2.52839527e-10 -9.27684596e-11  1.00000000e+00]
 [ 2.56477506e-10 -1.36424205e-10  1.00000000e+00]
 [ 1.00000000e+00 -1.34605216e-10 -1.23691279e-10]
 [ 2.23735697e-10  1.00000000e+00 -1.60980562e-10]
 [ 2.83762347e-10  1.00000000e+00 -1.85536919e-10]
 [ 1.00000000e+00 -1.27329258e-10 -1.67347025e-10]
 [ 2.60115485e-10 -9.82254278e-11  1.00000000e+00]
 [ 2.91038305e-10 -1.87355909e-10  1.00000000e+00]
 [ 2.91038305e-10  1.00000000e+00 -1.89174898e-10]
 [ 1.00000000e+00 -1.74622983e-10 -1.05501385e-10]
 [ 2.78305379e-10 -8.00355338e-11  1.00000000e+00]
 [ 2.56477506e-10  1.00000000e+00 -1.47338142e-10]
 [ 2.63753464e-10 -1.05501385e-10  1.00000000e+00]
 [ 2.74667400e-10 -1.10958354e-10  1.00000000e+00]
 [ 2.45563569e-10 -1.61890057e-10  1.00000000e+00]
 [ 2.52839527e-10 -1.07320375e-10  1.00000000e+00]
 [ 1.00000000e+00 -1.56433089e-10 -8.18545232e-11]
 [ 1.00000000e+00 -1.74622983e-10 -1.49157131e-10]
 [ 1.00000000e+00 -9.09494702e-11 -1.56433089e-10]
 [ 2.61934474e-10 -1.00044417e-10  1.00000000e+00]
 [ 2.54658516e-10  1.00000000e+00 -1.63709046e-10]
 [ 1.00000000e+00 -1.23691279e-10 -1.49157131e-10]
 [ 2.41925591e-10  1.00000000e+00 -1.78260962e-10]
 [ 1.00000000e+00 -1.20053301e-10 -1.52795110e-10]
 [ 2.54658516e-10 -9.27684596e-11  1.00000000e+00]
 [ 2.58296495e-10  1.00000000e+00 -1.74622983e-10]
 [ 1.94631866e-10 -1.41881173e-10  1.00000000e+00]
 [ 1.00000000e+00 -1.05501385e-10 -1.74622983e-10]
 [ 2.27373675e-10  1.00000000e+00 -1.81444193e-10]
 [ 1.00000000e+00 -1.27329258e-10 -1.45519152e-10]
 [ 1.00000000e+00 -1.20053301e-10 -1.74622983e-10]
 [ 2.49201548e-10  1.00000000e+00 -1.97360350e-10]
 [ 2.61934474e-10  1.00000000e+00 -1.56433089e-10]]
