[[-3.89804861e-01 -9.98566004e-01  1.39453344e+00]
 [-2.38510025e-02  8.91881436e-02 -6.01119235e-02]
 [ 4.09160107e-01 -1.21669493e+00  8.12578774e-01]
 [-5.43959754e-01  4.08271524e-01  1.41552195e-01]
 [-2.09033744e-01  1.88910084e+00 -1.67533861e+00]
 [ 1.51415710e-01 -7.19267582e-01  5.72770927e-01]
 [-5.73360014e-02  1.48256861e+00 -1.42077438e+00]
 [-3.82721022e-01  2.53783084e+00 -2.15036806e+00]
 [ 7.01680196e-02 -3.16351809e+00  3.09901401e+00]
 [ 2.75802780e-01  9.07988231e-02 -3.62270340e-01]
 [ 7.12605212e-01 -3.31687714e+00  2.61015749e+00]
 [ 1.07469629e-02  1.83786418e+00 -1.84459262e+00]
 [-3.15874180e-01  2.74495372e+00 -2.42408705e+00]
 [-3.66225220e-01  1.36838117e+00 -9.97349715e-01]
 [ 1.30824980e-01  1.02624851e+00 -1.15187039e+00]
 [ 2.09441798e-01 -2.36945200e+00  2.16598298e+00]
 [ 1.22272083e-01 -1.78754799e+00  1.67072910e+00]
 [ 4.05909932e-01 -1.84284058e+00  1.44143330e+00]
 [ 3.78363481e-01 -1.12342043e+00  7.49555266e-01]
 [ 2.23815753e-01  8.95583233e-01 -1.11621497e+00]
 [-3.34204444e-01  1.26875178e+00 -9.28427709e-01]
 [-2.67196549e-01 -4.07376388e+00  4.34801510e+00]
 [ 4.58355863e-01 -1.22438213e+00  7.72990713e-01]
 [-4.84688937e-01 -4.45043016e-01  9.36445902e-01]
 [ 2.94673872e-01 -2.70595215e+00  2.41567107e+00]
 [-2.27527507e-01  2.15321209e+00 -1.92044209e+00]
 [ 9.10635831e-01 -1.47776425e+00  5.72424357e-01]
 [ 3.68762180e-01 -1.16778066e+00  8.04071586e-01]
 [ 1.58781109e-01 -7.47657586e-01  5.93576256e-01]
 [-2.15902143e-01 -1.58646289e-01  3.79749899e-01]
 [-7.00391692e-02  2.67563880e-01 -1.92954219e-01]
 [-3.81762366e-01  1.58148717e+00 -1.19422738e+00]
 [ 3.96155650e-01 -1.35658525e+00  9.65267220e-01]
 [ 2.57604486e-01  5.40349539e-01 -7.91749459e-01]
 [ 4.10779283e-01 -2.28603334e+00  1.88015332e+00]
 [-1.13862536e-01  1.21380351e+00 -1.09582537e+00]
 [-2.84682285e-01  6.52624742e-04  2.89533464e-01]
 [-8.10769204e-01  2.52734521e+00 -1.71110026e+00]
 [ 2.87115972e-01  8.55613584e-02 -3.69235494e-01]
 [ 2.17759137e-01  1.74694367e+00 -1.96132779e+00]
 [-1.14474277e+00  1.14449333e+00  4.99456130e-03]
 [-3.12560398e-01  1.82305089e+00 -1.50572229e+00]
 [-9.40395649e-01 -4.84858556e-01  1.43166781e+00]
 [ 4.66159392e-01 -1.20830230e+00  7.46835730e-01]
 [-3.18735170e-01  6.05790378e-01 -2.82767676e-01]
 [ 2.05148212e-01 -2.22684117e+00  2.02738111e+00]
 [-5.09647862e-01  2.63905563e+00 -2.12537199e+00]
 [-1.02572163e-01  9.24673084e-02  1.53723084e-02]
 [-3.71027549e-01  5.93312889e-01 -2.17570267e-01]
 [ 1.31281299e+00 -4.15483654e+00  2.84593704e+00]
 [ 7.32969927e-02  9.68910754e-01 -1.03719017e+00]
 [ 3.21436517e-01 -1.99891537e-01 -1.16741960e-01]
 [ 4.79807459e-02  5.23526023e-01 -5.66893817e-01]
 [-3.59209224e-01  1.89590293e+00 -1.53123486e+00]
 [ 1.11226575e+00 -6.85563819e+00  5.74820252e+00]
 [ 3.19816243e-01 -6.95266295e-01  3.81126150e-01]
 [ 4.65304581e-01 -1.65946430e+00  1.19892137e+00]
 [-1.05356136e-01  2.92764194e-01 -1.82839164e-01]
 [-1.01250622e-01  2.71613167e-01 -1.65206151e-01]
 [ 1.34425463e-01 -2.35076667e+00  2.22154445e+00]
 [-4.76664268e-02 -1.32301871e+00  1.37662413e+00]
 [-1.93153104e-01  2.33796428e+00 -2.13991881e+00]
 [ 4.38004227e-02 -2.75246869e-01  2.37496245e-01]
 [-1.90709812e-01 -1.36278625e+00  1.55978866e+00]
 [ 2.46733592e-01 -9.90493507e-01  7.49967504e-01]
 [ 2.70559341e-01 -7.89633694e-01  5.24350630e-01]
 [ 7.31724758e-02 -6.70373443e-02 -1.70246632e-03]
 [ 4.49593935e-01 -1.68652681e+00  1.24195729e+00]
 [-4.02682971e-01  1.28531346e+00 -8.78293679e-01]
 [ 2.48762363e-01 -3.74563491e-01  1.30900769e-01]
 [-2.43894114e-01  2.84266535e+00 -2.59483120e+00]
 [ 4.53323016e-01 -1.32862058e+00  8.80193596e-01]
 [-1.14604153e-01  8.25404891e-01 -7.04624463e-01]
 [-6.23308092e-01  3.25468190e+00 -2.62724224e+00]
 [ 2.20022045e-01 -9.74373953e-01  7.59614206e-01]
 [-7.16602675e-02  2.95423172e-01 -2.18360009e-01]
 [-1.27641915e-01  9.46898453e-02  3.84429828e-02]
 [ 4.51346655e-01 -2.30515970e+00  1.85872560e+00]
 [ 5.70103696e-01 -2.69108442e+00  2.12583527e+00]
 [ 3.87278356e-01 -2.47149050e+00  2.08848148e+00]
 [-2.05362103e-01  4.89006905e-01 -2.78665263e-01]
 [ 1.16508818e-01 -2.20993674e-01  1.09642813e-01]
 [ 5.57707847e-01  2.29448254e+00 -2.84742059e+00]
 [ 3.15114804e-01 -4.72939238e-02 -2.63033252e-01]
 [-9.36758884e-02  1.07098823e+00 -9.71964784e-01]
 [ 7.60009913e-02 -1.14248526e+00  1.07062614e+00]
 [ 4.78390955e-01 -8.06440653e-01  3.33590461e-01]
 [ 1.43151069e-01  9.15641612e+00 -9.29583991e+00]
 [-4.78635180e-02 -1.74178596e-02  7.04159451e-02]
 [-1.74556921e-01  5.13630959e-01 -3.33321089e-01]
 [ 3.20470499e-01 -2.54801658e+00  2.23289419e+00]
 [ 4.13338469e-01  1.50209409e+00 -1.91060081e+00]
 [ 2.47250625e-01 -7.93278855e-01  5.50932843e-01]
 [-2.43239458e-01  5.73854615e-01 -3.25493154e-01]
 [-2.05160249e-02 -1.31772601e+00  1.34389093e+00]
 [ 4.29889997e-01  1.95004117e+00 -2.37646381e+00]
 [-8.38625594e-02  7.15767771e-01 -6.27354969e-01]
 [-3.16647928e-01  1.71170312e+00 -1.38965676e+00]
 [-1.68244988e-02 -3.72403147e-01  3.94200235e-01]
 [-4.05859683e-01  1.06817483e+00 -6.57049868e-01]
 [ 2.90162233e-02 -1.18525597e+00  1.16184213e+00]
 [ 4.46828601e-01 -9.72377427e-01  5.28892586e-01]
 [-4.29815701e-01  3.22272584e+00 -2.78837370e+00]
 [ 1.46837755e-01 -2.49704924e-01  1.08482645e-01]
 [ 6.58979321e-02 -1.31916394e+00  1.25804574e+00]
 [ 4.51510370e-01 -2.25401626e+00  1.80784317e+00]
 [ 1.93545696e-01  4.42948511e-01 -6.31859078e-01]
 [ 9.22432245e-02 -6.67660553e-01  5.80442030e-01]
 [ 3.50302628e-02  2.62630096e-01 -2.92714467e-01]
 [ 2.35767599e-01 -9.53935511e-01  7.23204807e-01]
 [ 3.95698776e-01 -2.27673665e+00  1.88629844e+00]
 [-2.64915001e-01 -5.38686243e-01  8.09031297e-01]
 [ 2.49671427e-01  5.63075860e-02 -3.00769897e-01]
 [ 9.00669749e-02 -5.53586931e-01  4.67862800e-01]
 [ 2.36924740e-01 -3.21341442e-01  8.96426872e-02]
 [ 7.53332987e-01  4.98708525e-01 -1.24798416e+00]
 [ 2.64936198e-01 -1.52424150e+00  1.26420889e+00]
 [ 4.05644586e-01 -3.03018289e+00  2.62988925e+00]
 [ 4.54039868e-01 -2.36961252e+00  1.92109891e+00]
 [-9.19864393e-02  5.51316040e-01 -4.53534308e-01]
 [ 1.18806561e-01 -2.12943002e+00  2.01672096e+00]
 [ 5.95845252e-01 -1.27313480e+00  6.83437037e-01]
 [-7.24297425e-03 -8.56411937e-01  8.68585969e-01]
 [-2.81875344e-01 -7.62926408e-01  1.05014794e+00]
 [ 2.41169386e-01  2.18918767e-01 -4.56225766e-01]
 [-5.17227936e-01  2.78841782e-01  2.43711728e-01]
 [ 4.88677166e-01 -3.18466278e+00  2.70109662e+00]
 [-1.06828288e-01 -2.43123119e+00  2.54493728e+00]
 [-2.51963111e-01  7.36702907e-01 -4.79581523e-01]
 [-1.11231856e-01  6.37766465e-01 -5.21763922e-01]
 [ 5.08874138e-02 -6.01876410e-03 -3.95161029e-02]
 [-3.43193263e-01  1.45589045e+00 -1.10746121e+00]
 [ 1.81148624e-01 -1.40001386e+00  1.22446306e+00]
 [ 3.52132877e-01 -2.87385776e+00  2.52635403e+00]
 [ 3.92609180e-01 -2.96535806e+00  2.57746614e+00]
 [-3.18841542e-01  1.29581246e+00 -9.72219197e-01]
 [-2.59841371e-01  1.46971767e+00 -1.20474671e+00]
 [ 3.17317692e-01  2.59778144e+00 -2.91141019e+00]
 [-4.22455659e-01 -1.90522018e-02  4.48182866e-01]
 [ 2.14553937e-01 -1.36216989e+00  1.15331627e+00]
 [-1.51858981e-01 -1.43919210e+00  1.59811668e+00]
 [ 7.08628335e-02  3.56600148e-01 -4.23174574e-01]
 [-1.98679549e-01 -1.24085339e-02  2.16365702e-01]
 [ 2.04946027e-01 -1.56286105e+00  1.36335191e+00]
 [-1.03233410e-01  1.41885142e+00 -1.31037609e+00]
 [ 2.45071201e-01 -2.24857503e+00  2.00882806e+00]
 [-3.61062026e-01  1.19451105e-01  2.47149884e-01]
 [-2.02337929e-01  3.92660940e-01 -1.85312916e-01]
 [-1.22017473e-02 -7.49386178e-01  7.66662726e-01]
 [ 3.51812913e-01  2.17064496e+00 -2.51840200e+00]
 [ 1.27963806e-01 -7.84920929e-01  6.61866656e-01]
 [-2.12178602e-02 -4.91808224e-01  5.18184835e-01]
 [ 3.46679619e-03 -1.96030619e-01  1.98259465e-01]
 [-1.23599586e-01 -4.51568310e-01  5.81067080e-01]
 [-7.97323457e-02  1.33122840e+00 -1.24709608e+00]
 [ 1.25538643e-01  2.26049975e+00 -2.38154761e+00]
 [ 5.79294902e-01 -2.27817646e+00  1.70352655e+00]
 [ 6.41701836e-01 -1.84842828e+00  1.21184088e+00]
 [ 6.77068069e-02 -9.22266396e-01  8.59881667e-01]
 [-1.15043215e-02  2.67251359e-01 -2.50449533e-01]
 [-7.94003891e-02 -3.28446242e-01  4.12837464e-01]
 [ 9.95546169e-01 -3.42722979e+00  2.43591221e+00]
 [-3.59171922e-01  3.00722071e+00 -2.64347894e+00]
 [-9.76713461e-01  3.10216138e+00 -2.12302219e+00]
 [-2.22735904e-01  3.83351982e-01 -1.55503438e-01]
 [-2.10915255e-01  1.57129561e+00 -1.35734353e+00]
 [-1.54388576e-01 -1.47608262e-01  3.08961018e-01]
 [ 2.11340811e-01 -1.09157553e+00  8.84326812e-01]
 [ 1.16399689e-01 -1.25921337e+00  1.14809156e+00]
 [-4.40395561e-01  1.36239057e+00 -9.17523978e-01]
 [ 2.51845115e-01 -1.16886447e+00  9.21481214e-01]
 [ 4.66466971e-02 -2.39245967e+00  2.35177306e+00]
 [ 4.20820078e-01 -1.03049835e+00  6.13561751e-01]
 [-7.07822783e-01  9.29835406e-01 -2.18113686e-01]
 [ 4.91587942e-01 -1.92631042e+00  1.43891824e+00]
 [ 8.56647304e-02 -3.77447033e-01  2.96607213e-01]
 [-3.91491815e-01 -8.93446983e-02  4.86592885e-01]
 [-1.89304248e-01  1.17854743e+00 -9.84297345e-01]
 [ 1.52524414e-01  8.11639972e-02 -2.28960053e-01]
 [-2.17948642e-01  1.86993374e+00 -1.64705242e+00]
 [-7.13638908e-02 -3.83022407e-01  4.59756380e-01]
 [ 1.25412415e-02  2.33555971e+00 -2.34407985e+00]
 [-1.35006962e-01 -1.27767824e-01  2.67165854e-01]
 [ 4.63297935e-01 -1.04308905e+00  5.84802523e-01]
 [-5.12362847e-01  1.52622816e+00 -1.00919591e+00]
 [ 7.87539411e-01 -1.87400861e+00  1.09110472e+00]
 [-4.64777422e-01  2.29633242e+00 -1.82723474e+00]
 [ 7.20954843e-02  1.07471815e+00 -1.14158772e+00]
 [ 8.50573992e-01 -5.82584426e+00  4.98014247e+00]
 [-2.00026778e-01 -8.06837095e-01  1.01335696e+00]
 [ 2.17363778e-02  1.04901052e+00 -1.06712939e+00]
 [-3.84230842e-01  1.84161233e+00 -1.45109543e+00]
 [ 2.78515745e-01 -5.50970653e-02 -2.18771095e-01]
 [-3.64133463e-01  2.25957445e+00 -1.88954285e+00]
 [-2.44745733e-01  3.20459846e-01 -7.00197178e-02]
 [-2.78566260e-01  1.07465153e+00 -7.92980774e-01]
 [-7.02756556e-01  2.67779961e+00 -1.97154458e+00]
 [-4.16566387e-01 -1.29084228e+00  1.71344604e+00]
 [-1.84888229e-01  3.39440583e+00 -3.20535288e+00]
 [-1.76419575e-01  8.31546971e-01 -6.49803773e-01]
 [ 2.19513072e-01  8.12188185e-01 -1.02941695e+00]
 [-2.94063987e-01  1.21212015e+00 -9.14244747e-01]
 [ 2.90058238e-01  2.97801469e-01 -5.84012647e-01]
 [ 5.21676414e-01 -1.82071454e+00  1.30419901e+00]
 [ 4.31194137e-01 -1.41057215e+00  9.84709804e-01]
 [-2.18244572e+00  7.85182735e+00 -5.66393448e+00]
 [-4.54013144e-01  4.49796806e+00 -4.04006181e+00]
 [-2.05768884e-02  8.67319236e-01 -8.41815918e-01]
 [ 4.83731208e-02  1.27319703e+00 -1.31650082e+00]
 [ 3.11148426e-01 -3.50417090e+00  3.19923544e+00]
 [-8.62352254e-01  1.52517563e-01  7.15354821e-01]
 [-2.98153422e-01 -4.44583799e-01  7.47204804e-01]
 [-3.13852673e-01 -2.21369987e-01  5.41473624e-01]
 [-5.38898605e-01  1.40668184e+00 -8.62741875e-01]
 [ 4.45130746e-01 -6.67476947e-01  2.26845691e-01]
 [-9.99129104e-03  6.66726865e-01 -6.51724981e-01]
 [-5.12116151e-01  2.65200942e+00 -2.13416340e+00]
 [ 1.34921574e-01 -1.50081853e+00  1.36934648e+00]
 [-5.22536510e-01  9.10975212e-01 -3.82892890e-01]
 [-3.16367077e-02  1.82663036e-01 -1.45434672e-01]
 [ 1.50728328e-01 -3.07143387e-01  1.61512148e-01]
 [-5.18469676e-01  2.30783098e+00 -1.78496131e+00]
 [-9.82157574e-02  1.02706285e+00 -9.23945345e-01]
 [ 1.70666763e-01  1.38684842e+00 -1.55256772e+00]
 [-5.00319769e-01  6.84310261e-01 -1.78627806e-01]
 [-1.82911979e-01  1.03603760e+00 -8.48239111e-01]
 [-6.68290909e-02 -1.39093942e+00  1.46381206e+00]
 [ 6.14601815e-02  1.46836022e-01 -2.03025414e-01]
 [ 1.46571181e+00 -3.79158758e+00  2.32998877e+00]
 [ 1.33830327e+00 -1.24366626e+00 -9.04718347e-02]
 [ 5.39770582e-02 -7.41803257e-01  6.93021493e-01]
 [-3.00187816e-01  1.26165630e+00 -9.55926070e-01]
 [ 1.87282530e-01 -8.83071251e-01  7.02009745e-01]
 [ 3.82908984e-01 -1.20897110e+00  8.31521408e-01]
 [ 4.88637209e-01 -1.13363279e+00  6.50167149e-01]
 [ 5.32138831e-03  2.74609874e+00 -2.74847220e+00]
 [ 7.83147610e-01  1.60690744e-02 -7.94887843e-01]
 [-9.45267944e-02  8.50540343e-01 -7.51187615e-01]
 [ 1.87183966e-01  1.16539513e-01 -2.99585377e-01]
 [-5.15628993e-01  1.23574501e+00 -7.14683240e-01]
 [-9.04090380e-01  1.19065436e+00 -2.80538803e-01]
 [ 2.99544158e-01 -1.01661234e+00  7.22740278e-01]
 [ 1.49552667e-01  5.41232437e-01 -6.85037436e-01]
 [-2.05689991e-01  9.35375354e-01 -7.24908760e-01]
 [ 4.24526346e-01 -1.03004051e+00  6.10655780e-01]
 [ 6.59882680e-01 -2.34128975e+00  1.68620651e+00]
 [ 3.44166059e-01  2.95691334e-01 -6.35590942e-01]
 [-4.20138051e-01  6.11235176e-01 -1.85255713e-01]
 [ 5.25322853e-01 -3.45516354e+00  2.93517190e+00]
 [ 4.07275118e-01 -3.39925308e+00  2.99724878e+00]
 [-3.70088525e-01  6.84690146e-01 -3.09304940e-01]
 [ 2.30051617e-01  2.32263304e-01 -4.57906934e-01]
 [-1.81668662e-01 -9.04407626e-01  1.09152564e+00]
 [-4.19622032e-01  1.91333540e+00 -1.48842115e+00]
 [-1.84661456e-01 -6.25791809e-01  8.16370551e-01]
 [ 2.25632636e-01  3.03451729e-01 -5.24683817e-01]
 [ 4.35965273e-01 -2.29498814e+00  1.86445885e+00]
 [-2.23442102e-01  5.90984038e-01 -3.61818444e-01]
 [-3.32490856e-01  5.66883653e-01 -2.28681723e-01]
 [ 1.65598496e-01  1.56528169e+00 -1.72752238e+00]
 [ 8.77927102e-03 -1.22486179e+00  1.22139509e+00]
 [ 2.23743644e-01  2.78397598e-02 -2.45426380e-01]
 [ 6.23303205e-02  1.30792349e-01 -1.88488919e-01]
 [-1.64363438e+00  5.83013211e+00 -4.18072071e+00]
 [ 4.12789463e-01 -1.07804636e+00  6.70179789e-01]
 [-3.33190768e-01 -2.49314941e-01  5.87829937e-01]
 [-5.03691347e-01  1.85863967e+00 -1.34958732e+00]
 [ 5.64146414e-01 -1.06662554e+00  5.08024015e-01]
 [-2.48604729e-01  3.36597973e-01 -8.19849827e-02]
 [-5.01615524e-01  1.39622221e+00 -8.92223582e-01]
 [-2.28673393e-01  2.15097133e+00 -1.91732162e+00]
 [-1.17054301e-02 -4.38249269e-01  4.55141755e-01]
 [ 4.30334790e-01 -1.73788381e+00  1.31293189e+00]
 [-2.08679431e-01  1.34639949e+00 -1.13328775e+00]
 [-2.15114428e-01  1.26972064e+00 -1.04974026e+00]
 [-3.82076173e-01  1.38023637e+00 -9.92565564e-01]
 [ 1.56509759e-01  9.40373133e-01 -1.09273578e+00]
 [-2.58383602e-02  1.36257033e+00 -1.33396908e+00]
 [ 1.38597173e-01 -2.61224704e+00  2.47926277e+00]
 [-1.11500880e-01  1.34238013e+00 -1.22531156e+00]
 [-2.98791578e-01  1.09176511e+00 -7.87877567e-01]
 [ 1.49748708e-01  1.03506202e+00 -1.18061031e+00]
 [ 4.15816790e-01  9.43201558e-01 -1.35531867e+00]
 [-4.31137551e-01 -2.69274599e-01  7.04415869e-01]
 [ 3.08573556e-01 -1.74759943e+00  1.44336952e+00]
 [ 1.56759925e-01 -6.49758051e-03 -1.45059704e-01]
 [-2.57942051e-01  1.69181284e+00 -1.42843487e+00]
 [-7.96118728e-01 -1.37153972e-02  8.15978589e-01]
 [-4.67218565e-02  1.19540267e+00 -1.14335268e+00]
 [ 2.22680187e-01 -2.42087926e+00  2.20441797e+00]
 [-1.89881576e-01 -5.97756715e-01  7.92496572e-01]
 [-4.01427800e-01  2.86526333e+00 -2.45883325e+00]
 [ 4.00622742e-01  1.06297875e+00 -1.45906675e+00]
 [ 2.26664823e-01 -2.82772804e+00  2.60762346e+00]
 [-2.37112110e-01  1.60991231e+00 -1.36750578e+00]
 [ 5.19184812e-02 -4.11535728e+00  4.06980642e+00]
 [-5.35151811e-01  3.05729813e+00 -2.51787981e+00]
 [-2.55684332e-01  3.84476618e-01 -1.23424347e-01]
 [ 1.90848996e-01 -1.23599168e+00  1.04944973e+00]
 [-5.12328144e-01  1.58593344e+00 -1.06831477e+00]
 [-4.70438441e-01  3.92175667e+00 -3.44778903e+00]
 [ 1.90174423e-01  1.20477378e+00 -1.38902685e+00]
 [-4.06010547e-01  7.26053848e-01 -3.15133653e-01]
 [-1.58770792e-01  1.53595209e+00 -1.37262934e+00]
 [ 6.18246776e-02 -4.11891577e-01  3.55714119e-01]
 [-1.02012428e-01  1.20265955e+00 -1.09606903e+00]
 [-1.61109510e-01  2.60794506e-02  1.41042096e-01]
 [-2.34080053e-01  4.55309956e-01 -2.15726632e-01]
 [-2.15223018e-03  1.64053303e+00 -1.63306193e+00]
 [ 7.31774312e-01 -2.04380905e+00  1.31597318e+00]
 [ 1.58463198e-01  2.13654070e-01 -3.67003705e-01]
 [-1.84118846e-01  4.44339770e-01 -2.55660101e-01]
 [-7.63089951e-01  1.39272864e+00 -6.24130292e-01]
 [ 2.97336887e-01 -1.59129776e+00  1.29844840e+00]
 [-5.93252371e-02  5.49390885e-01 -4.85915652e-01]
 [ 3.99365000e-01 -2.35056759e+00  1.95593862e+00]
 [ 5.42055810e-01  3.07692646e+00 -3.61513511e+00]
 [ 8.49179951e-02  2.27132085e+00 -2.35277233e+00]
 [-2.54735264e-01 -1.11879150e+00  1.37963049e+00]
 [ 1.43101186e-01  6.79078133e-01 -8.17588795e-01]
 [-3.40192792e-01  8.52578226e-01 -5.08550900e-01]
 [ 2.11510062e-01 -9.56430441e-01  7.50593046e-01]
 [ 2.11592094e-02  7.02781656e-02 -8.63533315e-02]
 [ 1.30224495e+00 -2.45825542e+00  1.16021874e+00]
 [-3.04457839e-01 -1.23368107e-01  4.32629252e-01]
 [ 1.00412053e-02  1.39486018e+00 -1.40065963e+00]
 [-6.10760484e-02  1.42239233e-01 -7.61955915e-02]
 [ 3.05500903e-01 -2.26589226e+00  1.96570400e+00]
 [-2.19604164e-01  2.05309587e+00 -1.82827747e+00]
 [ 4.46865765e-01 -1.48797431e+00  1.04864329e+00]
 [ 1.50880248e-01 -4.06726536e-01  2.60780930e-01]
 [-1.26228164e+00  5.80301491e+00 -4.53678863e+00]
 [ 6.87936554e-01 -1.02560725e+00  3.41722033e-01]
 [-2.04636349e-01  2.07139355e+00 -1.86221654e+00]
 [-4.18864716e-01 -1.77452774e+00  2.19983772e+00]
 [-3.92633952e-01  2.11956292e+00 -1.72148864e+00]
 [ 2.51318109e-01 -1.69944309e+00  1.45286542e+00]
 [-9.81898968e-01  3.15995304e+00 -2.17425937e+00]
 [-1.16514119e+00  2.38536864e+00 -1.21433513e+00]
 [-8.81588905e-02 -1.56604171e-02  1.08768539e-01]
 [-2.46215217e-01 -5.15329194e-01  7.66433044e-01]
 [-1.26405925e-01 -5.30985835e-01  6.62023949e-01]
 [ 1.20111735e-01 -5.11207444e-01  3.93835824e-01]
 [-1.40719639e-01  3.85342195e-01 -2.39663546e-01]
 [ 4.17824363e-01 -9.54010203e-01  5.41266351e-01]
 [-3.99866881e-02  3.15948241e-02  1.39790048e-02]
 [ 5.01207934e-01 -3.23285740e+00  2.73689467e+00]
 [ 3.67592667e-01 -1.07709531e+00  7.14578240e-01]
 [-3.18751359e-01 -4.97275244e-01  8.21408730e-01]
 [-3.53622151e-01  4.68586416e-01 -1.09880014e-01]
 [ 1.35452869e-01 -1.05114331e+00  9.20805094e-01]
 [ 3.53223222e-01 -1.07415953e+00  7.26259035e-01]
 [-6.11526126e-02  1.24120370e+00 -1.17492908e+00]
 [ 1.07945155e-01 -5.90717203e-01  4.88079036e-01]
 [ 1.52006738e-01 -3.88091661e-01  2.41475158e-01]
 [-1.29220189e-02 -8.56754362e-01  8.75275448e-01]
 [-9.36914262e-02  2.57160715e+00 -2.47296390e+00]
 [-6.99625499e-01  5.20654857e+00 -4.50350934e+00]
 [-3.03605862e-01  9.55082540e-01 -6.46802147e-01]
 [ 3.83415132e-01 -2.41324503e+00  2.03490013e+00]
 [ 5.11563462e-02  1.65770717e-01 -2.10719561e-01]
 [-2.09507277e-01  9.58803679e-02  1.18307894e-01]
 [ 2.20729450e-01 -1.22142426e+00  1.00742594e+00]
 [-3.33502102e-01  4.25710610e-01 -8.74060514e-02]
 [ 3.42850533e-01 -3.45731025e+00  3.12039498e+00]
 [-4.46978740e-01  9.87723325e-01 -5.35679424e-01]
 [ 8.97815456e-01 -2.17747380e+00  1.28336495e+00]
 [ 2.53244946e-01 -1.93007561e-02 -2.29307441e-01]
 [ 2.04124487e-02  5.17657513e-01 -5.33270264e-01]
 [ 7.59811386e-01 -3.72917311e+00  2.97545163e+00]]
