[[-1.85785657e+07  2.58160386e+06  1.59969619e+07]
 [ 6.12584353e+06 -1.51381015e+07  9.01225797e+06]
 [ 9.91303557e+06  1.08534137e+07 -2.07664493e+07]
 [-6.49740484e+06  5.49292635e+06  1.00447850e+06]
 [ 2.29401886e+06 -8.65875009e+06  6.36473124e+06]
 [-8.15356647e+06 -6.89673969e+06  1.50503062e+07]
 [-9.23100248e+06  1.85716313e+07 -9.34062877e+06]
 [ 4.44216774e+06 -3.44386902e+07  2.99965225e+07]
 [-9.43656352e+06 -2.52674143e+07  3.47039778e+07]
 [ 1.41198273e+06 -1.15021439e+07  1.00901612e+07]
 [-5.18682055e+05 -1.72438398e+07  1.77625218e+07]
 [ 4.32990171e+06 -4.98333369e+07  4.55034352e+07]
 [-5.79956144e+04  7.04397384e+05 -6.46401760e+05]
 [ 1.70125804e+07 -1.74897274e+07  4.77146989e+05]
 [ 2.55732845e+04  1.70735207e+07 -1.70990940e+07]
 [ 5.89355399e+06 -1.46376076e+07  8.74405362e+06]
 [-1.28595522e+07  3.96245876e+07 -2.67650354e+07]
 [-1.02712935e+06 -1.61527481e+06  2.64240416e+06]
 [-8.75504734e+05  4.11836474e+07 -4.03081426e+07]
 [-3.03395198e+06  1.84597979e+07 -1.54258459e+07]
 [-5.57215484e+06  1.59241132e+07 -1.03519583e+07]
 [ 1.46828798e+07 -1.48954695e+07  2.12589693e+05]
 [-5.90789935e+06 -8.23623396e+06  1.41441333e+07]
 [-1.15688661e+06 -2.97047690e+07  3.08616556e+07]
 [ 1.23810525e+07 -1.56619755e+07  3.28092299e+06]
 [-5.63575391e+06  5.56919491e+06  6.65590051e+04]
 [ 2.38181279e+05  7.20680222e+06 -7.44498348e+06]
 [ 3.12156236e+06 -5.54028720e+07  5.22813097e+07]
 [-4.80567840e+06 -1.28601937e+07  1.76658721e+07]
 [ 2.13102323e+06  2.53577406e+06 -4.66679728e+06]
 [ 1.49387349e+06  3.72693194e+07 -3.87631929e+07]
 [-5.56280994e+04 -5.96482285e+06  6.02045096e+06]
 [-3.52415655e+06 -1.34467045e+06  4.86882702e+06]
 [-1.85947173e+06 -5.21716640e+06  7.07663813e+06]
 [-1.99495053e+06 -1.77844183e+06  3.77339237e+06]
 [-7.76691655e+06  2.30158750e+07 -1.52489584e+07]
 [ 8.53998762e+06  2.24755860e+07 -3.10155736e+07]
 [-9.90964275e+06 -1.12539400e+07  2.11635828e+07]
 [ 5.20247143e+06 -9.94870689e+06  4.74623547e+06]
 [-1.03815354e+07 -1.82733582e+07  2.86548937e+07]
 [ 6.19605185e+06  1.42423195e+07 -2.04383713e+07]
 [ 6.36338341e+05  2.51928198e+07 -2.58291582e+07]
 [ 2.33025380e+05 -2.37383420e+07  2.35053167e+07]
 [-1.14210759e+06 -3.45517202e+06  4.59727961e+06]
 [ 1.98570807e+06 -4.32145148e+06  2.33574341e+06]
 [ 6.88552370e+06  3.65956275e+07 -4.34811512e+07]
 [-6.27613166e+06  1.02509852e+07 -3.97485353e+06]
 [-6.51586766e+06  6.95889122e+06 -4.43023550e+05]
 [-1.34033541e+06 -1.96722954e+07  2.10126308e+07]
 [ 5.52820672e+06 -2.51086288e+07  1.95804221e+07]
 [-1.86857012e+06 -2.81210721e+07  2.99896422e+07]
 [ 3.45683157e+06 -1.56209687e+07  1.21641371e+07]
 [ 5.29519177e+06 -2.09872291e+07  1.56920374e+07]
 [-2.26804274e+05  1.16099236e+07 -1.13831194e+07]
 [-9.84358976e+05 -1.12400898e+07  1.22244487e+07]
 [-2.37190636e+05 -5.78090616e+06  6.01809680e+06]
 [ 1.48782588e+06 -2.42839790e+07  2.27961531e+07]
 [-7.30846357e+06  1.86777541e+07 -1.13692905e+07]
 [-2.28192245e+05  4.29019359e+06 -4.06200133e+06]
 [ 1.38557105e+06  7.45425459e+06 -8.83982563e+06]
 [-1.61683291e+06 -9.18525683e+06  1.08020897e+07]
 [ 4.74647409e+06  1.01963204e+07 -1.49427945e+07]
 [-1.81750046e+06 -4.00883223e+06  5.82633271e+06]
 [ 5.91967467e+06  1.19479917e+07 -1.78676663e+07]
 [ 4.95294110e+06  6.08924771e+06 -1.10421888e+07]
 [ 9.94012691e+05  1.39354789e+07 -1.49294916e+07]
 [-9.13143343e+06 -2.55837980e+06  1.16898132e+07]
 [ 2.85270276e+06 -2.84016243e+07  2.55489216e+07]
 [-4.60518192e+06  3.49080735e+07 -3.03028915e+07]
 [-1.78631656e+06  1.61165677e+07 -1.43302512e+07]
 [ 6.61083452e+06  1.89868115e+07 -2.55976460e+07]
 [-5.98657367e+06  2.06561484e+07 -1.46695748e+07]
 [-3.91622731e+06 -1.15062501e+07  1.54224774e+07]
 [ 4.34032994e+06  6.61880234e+06 -1.09591323e+07]
 [-8.43007467e+06  2.13353869e+07 -1.29053122e+07]
 [-2.98388546e+05 -5.05004787e+07  5.07988672e+07]
 [ 1.02546203e+07 -5.09949425e+07  4.07403223e+07]
 [-3.02237700e+06 -2.84750888e+06  5.86988589e+06]
 [-1.10116092e+06 -1.64559882e+07  1.75571491e+07]
 [ 1.04586647e+07 -1.60547118e+07  5.59604705e+06]
 [-4.52012261e+06 -1.99265179e+07  2.44466405e+07]
 [-1.35315035e+06  1.56987718e+07 -1.43456215e+07]
 [ 1.93404496e+07 -1.06687223e+07 -8.67172728e+06]
 [-1.06801587e+07  7.31034659e+06  3.36981211e+06]
 [-6.37091373e+06 -1.56956655e+07  2.20665792e+07]
 [-7.24649401e+06  2.16411460e+07 -1.43946520e+07]
 [-6.54202433e+06  6.73519589e+06 -1.93171546e+05]
 [ 1.23346546e+07  2.07189470e+07 -3.30536016e+07]
 [ 2.87744132e+06 -1.89489310e+07  1.60714897e+07]
 [ 3.99722524e+06  5.19012727e+05 -4.51623796e+06]
 [-1.66988669e+06 -3.35128536e+07  3.51827403e+07]
 [ 3.50136093e+06  3.03279678e+06 -6.53415769e+06]
 [ 1.31627048e+06 -6.67339038e+06  5.35711992e+06]
 [-6.71248760e+06 -7.83530281e+06  1.45477904e+07]
 [ 2.77834807e+06  1.77847271e+07 -2.05630752e+07]
 [-8.69883362e+05 -5.58782275e+06  6.45770613e+06]
 [-1.94143971e+06  7.45739946e+06 -5.51595974e+06]
 [ 9.52249027e+06  1.36339181e+07 -2.31564083e+07]
 [ 7.22471298e+06 -2.09136688e+07  1.36889558e+07]
 [-3.08794775e+06  9.09576724e+06 -6.00781948e+06]
 [-6.91000897e+06  7.86633299e+06 -9.56324007e+05]
 [ 1.18041602e+06  7.01226620e+06 -8.19268220e+06]
 [-7.96745553e+06  2.68763191e+07 -1.89088635e+07]
 [-3.44105807e+06 -2.56595165e+07  2.91005746e+07]
 [-4.47910205e+06  1.80300569e+07 -1.35509549e+07]
 [ 1.27502396e+06  3.55296021e+06 -4.82798416e+06]
 [-1.99011619e+06  1.36388747e+07 -1.16487585e+07]
 [-1.04482283e+07  6.06007618e+06  4.38815215e+06]
 [-1.03782101e+07  2.50578751e+07 -1.46796650e+07]
 [-1.11906841e+07 -8.89754054e+06  2.00882246e+07]
 [ 7.60849376e+05 -3.97678105e+07  3.90069611e+07]
 [-2.83987867e+04 -1.41258018e+07  1.41542006e+07]
 [ 4.49271067e+06 -2.61231987e+07  2.16304880e+07]
 [-5.24998069e+06  3.92494722e+07 -3.39994916e+07]
 [ 9.24698532e+05 -7.96740744e+06  7.04270892e+06]
 [-2.02547729e+06  1.67056255e+06  3.54914743e+05]
 [ 7.77011739e+06  3.18048700e+07 -3.95749874e+07]
 [-5.39047358e+05 -9.23529160e+06  9.77433897e+06]
 [-3.73330678e+06 -4.28970320e+06  8.02300999e+06]
 [ 7.28971920e+06 -1.52980755e+07  8.00835625e+06]
 [ 6.74258726e+05  5.76472151e+06 -6.43898023e+06]
 [ 5.95615943e+06 -4.07931233e+07  3.48369639e+07]
 [ 1.21402631e+05 -9.15773226e+06  9.03632964e+06]
 [ 2.90553242e+06 -3.08087115e+07  2.79031791e+07]
 [ 4.08547167e+04  4.80335601e+06 -4.84421072e+06]
 [-2.94203946e+06 -1.25979034e+07  1.55399428e+07]
 [-3.60466234e+06 -2.05168482e+07  2.41215105e+07]
 [-9.59115965e+06  1.54046490e+07 -5.81348932e+06]
 [-9.51099983e+06  2.63612304e+07 -1.68502306e+07]
 [-1.15819016e+06  7.58552753e+07 -7.46970851e+07]
 [-2.43227586e+06  5.36762999e+06 -2.93535411e+06]
 [-2.38439639e+06 -1.23243727e+07  1.47087691e+07]
 [ 2.19644189e+06 -4.18893983e+06  1.99249794e+06]
 [ 7.42553449e+06 -8.43952738e+07  7.69697393e+07]
 [-1.97922618e+06  1.95989718e+07 -1.76197456e+07]
 [ 3.65511833e+06 -1.43240751e+07  1.06689568e+07]
 [ 8.57026296e+06 -2.98699687e+07  2.12997058e+07]
 [-8.92196331e+06  2.12685630e+07 -1.23465996e+07]
 [ 1.19202361e+06  1.25439834e+07 -1.37360070e+07]
 [ 5.24760098e+06 -2.11126977e+06 -3.13633121e+06]
 [-4.19274336e+06  4.23055178e+07 -3.81127745e+07]
 [ 4.03599465e+05 -6.86541869e+06  6.46181923e+06]
 [ 5.94997832e+06  2.06656507e+07 -2.66156290e+07]
 [-8.92827973e+06 -2.35979761e+07  3.25262558e+07]
 [-3.41326676e+06  4.59767040e+07 -4.25634373e+07]
 [ 7.28773608e+06 -2.78167013e+06 -4.50606595e+06]
 [-1.26048674e+05  5.19635695e+06 -5.07030827e+06]
 [ 7.82476770e+06 -4.62268879e+07  3.84021202e+07]
 [ 8.45222636e+06  2.06312664e+07 -2.90834928e+07]
 [-4.25729493e+06 -3.91500826e+07  4.34073775e+07]
 [-1.11648313e+07  2.12003356e+07 -1.00355043e+07]
 [ 1.23329389e+07  7.28758901e+06 -1.96205279e+07]
 [-4.11809532e+06  2.04580664e+07 -1.63399711e+07]
 [-4.96983690e+06  3.45154997e+07 -2.95456628e+07]
 [ 2.50942481e+06 -6.57412442e+05 -1.85201235e+06]
 [ 2.19039859e+07  1.28966780e+07 -3.48006639e+07]
 [-6.29385160e+06  4.01537759e+06  2.27847402e+06]
 [-5.70881451e+06  4.41936687e+07 -3.84848542e+07]
 [ 4.12260922e+06 -2.21051470e+07  1.79825378e+07]
 [ 1.01724957e+05  6.67625530e+06 -6.77798026e+06]
 [ 1.21778217e+07  1.67849063e+07 -2.89627281e+07]
 [ 4.30148162e+06  2.53562935e+07 -2.96577751e+07]
 [-2.41565226e+06  1.98856324e+07 -1.74699802e+07]
 [ 5.00822039e+06 -6.36636556e+06  1.35814518e+06]
 [ 3.07494028e+06 -4.60989215e+07  4.30239813e+07]
 [ 4.20748819e+06 -1.46434168e+07  1.04359286e+07]
 [ 9.42189346e+06 -4.19558814e+07  3.25339879e+07]
 [-6.12790771e+06  6.84264020e+06 -7.14732493e+05]
 [ 2.41423048e+06 -8.56159085e+06  6.14736037e+06]
 [ 2.32342362e+07 -7.79039416e+07  5.46697054e+07]
 [ 2.77629236e+06  1.49340920e+05 -2.92563328e+06]
 [ 7.44890334e+06  1.50694363e+07 -2.25183397e+07]
 [ 3.87521031e+06  2.37726637e+06 -6.25247667e+06]
 [ 2.44057207e+06  3.32157888e+06 -5.76215094e+06]
 [-4.11133397e+06  2.49802694e+06  1.61330705e+06]
 [-7.33336770e+06  3.60593908e+07 -2.87260231e+07]
 [-4.79737049e+06 -2.17169250e+07  2.65142955e+07]
 [ 8.50394171e+05 -3.42386525e+07  3.33882583e+07]
 [-4.85300871e+06  2.44297824e+06  2.41003047e+06]
 [-1.21106313e+07 -9.52112579e+06  2.16317571e+07]
 [-1.16783157e+06  1.78790536e+06 -6.20073774e+05]
 [ 1.14866770e+04 -7.97625166e+06  7.96476500e+06]
 [ 2.80857382e+06 -2.43229677e+07  2.15143939e+07]
 [ 1.71552801e+06 -7.01652476e+06  5.30099677e+06]
 [ 5.37133303e+06 -2.12077198e+07  1.58363868e+07]
 [ 7.53171967e+06  1.62964530e+07 -2.38281727e+07]
 [-6.68243348e+05  8.05620125e+07 -7.98937691e+07]
 [ 4.93709371e+06 -5.24096412e+06  3.03870420e+05]
 [-2.87326000e+06  4.44617819e+06 -1.57291817e+06]
 [-7.12702255e+05  5.60603526e+06 -4.89333300e+06]
 [ 6.89701927e+06 -5.91361225e+07  5.22391032e+07]
 [-1.09706282e+07  1.13703708e+07 -3.99742532e+05]
 [-1.12095250e+07  2.43628069e+07 -1.31532819e+07]
 [-4.73351830e+06  2.40009213e+07 -1.92674030e+07]
 [ 4.25911824e+06  2.06919857e+07 -2.49511039e+07]
 [ 8.78675147e+06 -3.71280176e+07  2.83412661e+07]
 [ 1.56804902e+07 -4.65168723e+07  3.08363822e+07]
 [ 1.27195225e+06  5.12575731e+07 -5.25295253e+07]]
