[[ 1.12668870e+00 -1.26688717e-01]
 [ 1.01444258e-01  8.98555680e-01]
 [ 5.85485130e-01  4.14514883e-01]
 [ 9.83911232e-01  1.60887582e-02]
 [ 6.01321965e-01  3.98678091e-01]
 [ 7.45536259e-01  2.54463743e-01]
 [ 9.78288327e-01  2.17117398e-02]
 [ 6.42776682e-01  3.57223325e-01]
 [ 5.28367877e-01  4.71632133e-01]
 [ 5.75286249e-01  4.24713688e-01]
 [ 1.42373721e-02  9.85762665e-01]
 [ 2.61252672e-01  7.38747367e-01]
 [ 9.43011938e-01  5.69881261e-02]
 [ 1.35956597e+00 -3.59565858e-01]
 [ 6.18400053e-01  3.81599864e-01]
 [ 2.60331742e-01  7.39668198e-01]
 [ 2.37227990e-01  7.62771960e-01]
 [ 9.26325847e-01  7.36741131e-02]
 [ 9.19637711e-01  8.03622904e-02]
 [ 6.54328445e-01  3.45671567e-01]
 [ 6.16739837e-01  3.83260279e-01]
 [ 4.82667192e-01  5.17332799e-01]
 [ 9.13254393e-01  8.67456664e-02]
 [ 5.25908427e-01  4.74091590e-01]
 [ 2.45607733e-01  7.54392320e-01]
 [-2.62965912e-01  1.26296579e+00]
 [ 8.78475299e-01  1.21524673e-01]
 [ 7.01955147e-01  2.98044921e-01]
 [-1.41827940e-01  1.14182797e+00]
 [ 2.30045953e-01  7.69954092e-01]
 [ 7.85415283e-01  2.14584696e-01]
 [ 1.01434164e-01  8.98565898e-01]
 [ 5.85858376e-01  4.14141481e-01]
 [ 2.47288825e-01  7.52711193e-01]
 [ 4.33626551e-01  5.66373446e-01]
 [ 9.36299012e-03  9.90637060e-01]
 [ 1.02558419e+00 -2.55843713e-02]
 [ 5.94495960e-01  4.05504096e-01]
 [ 4.97964508e-01  5.02035483e-01]
 [ 1.55947994e-01  8.44051880e-01]
 [ 5.56934422e-01  4.43065559e-01]
 [ 3.47013568e-01  6.52986435e-01]
 [ 7.62621516e-01  2.37378456e-01]
 [ 5.24942228e-01  4.75057911e-01]
 [ 9.14200196e-01  8.57998286e-02]
 [ 1.08959680e+00 -8.95968800e-02]
 [ 5.67574219e-01  4.32425790e-01]
 [ 5.80926819e-01  4.19073171e-01]
 [ 2.90674366e-01  7.09325682e-01]
 [ 3.72118136e-02  9.62788267e-01]
 [ 9.53501586e-01  4.64983616e-02]
 [ 6.13171723e-01  3.86828267e-01]
 [ 1.03558775e+00 -3.55875884e-02]
 [ 1.01990253e+00 -1.99024360e-02]
 [-2.48914639e-01  1.24891474e+00]
 [-1.34782124e-01  1.13478230e+00]
 [-2.40992723e-01  1.24099275e+00]
 [-7.87093164e-02  1.07870922e+00]
 [ 5.36849893e-01  4.63150151e-01]
 [ 4.99163667e-01  5.00836283e-01]
 [ 6.19295993e-01  3.80704024e-01]
 [ 4.95162479e-01  5.04837621e-01]
 [ 7.00425225e-01  2.99574776e-01]
 [ 8.92021318e-01  1.07978710e-01]
 [ 5.50398810e-01  4.49601220e-01]
 [-1.49462827e-01  1.14946286e+00]
 [ 1.08579688e+00 -8.57969078e-02]
 [ 7.67833332e-01  2.32166641e-01]
 [ 7.14292541e-01  2.85707423e-01]
 [ 2.84545200e-01  7.15454974e-01]
 [ 2.02308336e-01  7.97691594e-01]
 [-6.10724528e-02  1.06107237e+00]
 [-9.62785290e-02  1.09627856e+00]
 [ 1.00816767e+00 -8.16771966e-03]
 [ 1.45451711e-01  8.54548254e-01]
 [ 2.72448553e-01  7.27551482e-01]
 [ 2.24520411e-01  7.75479637e-01]
 [-1.68200889e-01  1.16820065e+00]
 [ 2.70931124e-01  7.29068874e-01]
 [ 3.79547402e-02  9.62045282e-01]
 [ 8.21783884e-01  1.78216061e-01]
 [-2.02189721e-01  1.20218957e+00]
 [ 7.79772923e-02  9.22022667e-01]
 [-3.58009877e-01  1.35801003e+00]
 [ 4.96277385e-01  5.03722602e-01]
 [-2.31518388e-02  1.02315190e+00]
 [ 1.17914709e+00 -1.79147017e-01]
 [ 4.13848116e-01  5.86151895e-01]
 [ 7.93813938e-01  2.06185920e-01]
 [ 3.74605111e-01  6.25394689e-01]
 [ 7.70038680e-01  2.29961399e-01]
 [ 7.28895617e-01  2.71104450e-01]
 [-5.66877405e-02  1.05668762e+00]
 [-1.07179849e-01  1.10717983e+00]
 [ 5.49809105e-01  4.50190874e-01]
 [-3.12422864e-02  1.03124235e+00]
 [ 4.25878784e-01  5.74121228e-01]
 [ 5.04730059e-01  4.95269971e-01]
 [ 4.17534591e-01  5.82465382e-01]
 [ 6.00724621e-01  3.99275388e-01]
 [ 2.28242816e-01  7.71757210e-01]
 [ 9.19109118e-01  8.08909806e-02]
 [ 5.97925598e-01  4.02074375e-01]
 [ 9.38575925e-01  6.14240522e-02]
 [ 6.04309637e-01  3.95690393e-01]
 [ 7.83405389e-01  2.16594611e-01]
 [ 6.30346968e-01  3.69653020e-01]
 [ 4.66205935e-01  5.33793981e-01]
 [ 5.93476636e-01  4.06523361e-01]
 [ 6.49112557e-01  3.50887413e-01]
 [ 8.39841910e-01  1.60158095e-01]
 [ 1.09490640e+00 -9.49065492e-02]
 [ 5.50142461e-01  4.49857492e-01]
 [-5.86985710e-02  1.05869862e+00]
 [-2.47680943e-02  1.02476815e+00]
 [ 3.39857244e-01  6.60142731e-01]
 [ 6.96382667e-01  3.03617330e-01]
 [ 4.13097375e-01  5.86902620e-01]
 [ 2.36061246e-01  7.63938782e-01]
 [ 4.92580436e-01  5.07419543e-01]
 [ 8.53979038e-01  1.46021069e-01]
 [ 6.75580316e-01  3.24419697e-01]
 [ 7.36110780e-01  2.63889237e-01]
 [ 5.61937079e-01  4.38062918e-01]
 [ 1.97244055e-02  9.80275564e-01]
 [ 3.63312560e-01  6.36687505e-01]
 [-1.89351204e-01  1.18935124e+00]
 [ 6.93127178e-01  3.06872761e-01]
 [ 2.23915842e-01  7.76084043e-01]
 [ 6.95676224e-02  9.30432368e-01]
 [ 5.61701255e-01  4.38298705e-01]
 [ 6.71248456e-01  3.28751521e-01]
 [ 4.82558837e-01  5.17441194e-01]
 [ 6.73775724e-01  3.26224372e-01]
 [ 9.55410774e-01  4.45891068e-02]
 [ 7.13599000e-01  2.86401019e-01]
 [ 4.64617545e-01  5.35382446e-01]
 [ 8.97323502e-01  1.02676418e-01]
 [ 7.46857015e-01  2.53142888e-01]
 [ 6.91541326e-01  3.08458656e-01]
 [-7.71238686e-02  1.07712391e+00]
 [ 5.78002511e-01  4.21997482e-01]
 [ 1.39359080e-01  8.60641083e-01]
 [ 3.65151224e-01  6.34848849e-01]
 [ 2.39918161e-01  7.60081934e-01]
 [ 2.09613079e-01  7.90386961e-01]
 [ 4.31532408e-01  5.68467550e-01]
 [ 8.48911322e-01  1.51088759e-01]
 [-2.40714346e-01  1.24071430e+00]
 [ 7.80679175e-03  9.92193176e-01]
 [ 2.33553958e-02  9.76644582e-01]
 [ 7.26985141e-02  9.27301460e-01]
 [ 8.89478409e-01  1.10521580e-01]
 [ 7.42413062e-01  2.57586867e-01]
 [ 9.59549348e-01  4.04506322e-02]
 [ 7.28752012e-01  2.71248020e-01]
 [ 1.02267293e+00 -2.26729036e-02]
 [ 3.33955826e-01  6.66044176e-01]
 [ 8.39394560e-01  1.60605436e-01]
 [ 5.01121576e-01  4.98878469e-01]
 [ 7.29933621e-01  2.70066319e-01]
 [ 7.73013982e-01  2.26986096e-01]
 [ 6.92905681e-01  3.07094286e-01]
 [-5.08518600e-01  1.50851868e+00]
 [ 2.11991223e-01  7.88008811e-01]
 [ 5.32731521e-01  4.67268521e-01]
 [ 1.84071888e-01  8.15927974e-01]
 [ 7.05158006e-01  2.94841962e-01]
 [ 3.47014126e-01  6.52985839e-01]
 [ 7.76394343e-01  2.23605720e-01]
 [ 8.23515623e-01  1.76484338e-01]
 [ 1.04608235e+00 -4.60823667e-02]
 [ 5.49708561e-01  4.50291443e-01]
 [ 2.41105006e-01  7.58894883e-01]
 [ 7.69736349e-01  2.30263664e-01]
 [ 7.56359831e-01  2.43640153e-01]
 [ 4.47385927e-01  5.52614148e-01]
 [ 1.38848631e-01  8.61151424e-01]
 [ 6.96138566e-01  3.03861452e-01]
 [ 8.33040060e-01  1.66959941e-01]
 [-6.97546376e-03  1.00697542e+00]
 [ 6.07936694e-01  3.92063391e-01]
 [ 5.06853796e-01  4.93146264e-01]
 [ 8.02566668e-01  1.97433293e-01]
 [ 4.43048568e-01  5.56951405e-01]
 [-3.56690922e-01  1.35669099e+00]
 [ 6.56697525e-01  3.43302460e-01]
 [ 9.35605601e-01  6.43943416e-02]
 [-2.50897989e-01  1.25089804e+00]
 [ 2.10188360e-01  7.89811643e-01]
 [ 7.74215109e-01  2.25784759e-01]
 [ 5.69765507e-01  4.30234448e-01]
 [ 6.43260424e-01  3.56739596e-01]
 [ 7.34575256e-01  2.65424744e-01]
 [ 4.74243910e-01  5.25756118e-01]
 [ 5.07427943e-01  4.92572054e-01]
 [ 7.46874109e-01  2.53125872e-01]
 [ 5.07548254e-01  4.92451739e-01]
 [ 7.33631059e-01  2.66368808e-01]
 [ 6.65273953e-01  3.34726020e-01]
 [-1.52286392e-01  1.15228631e+00]
 [ 8.37008143e-01  1.62991890e-01]
 [ 7.99961536e-01  2.00038497e-01]
 [ 3.77671818e-01  6.22328072e-01]
 [ 6.31667036e-01  3.68332893e-01]
 [ 4.94125392e-01  5.05874748e-01]
 [ 8.75645144e-01  1.24354876e-01]
 [ 3.15555202e-01  6.84444871e-01]
 [ 1.98888182e-01  8.01111870e-01]
 [ 3.29052293e-01  6.70947628e-01]
 [ 4.74265357e-01  5.25734631e-01]
 [ 5.72107061e-01  4.27892878e-01]
 [ 7.13218856e-01  2.86781066e-01]
 [ 5.37896101e-01  4.62103884e-01]
 [ 7.29301316e-01  2.70698667e-01]
 [ 8.20578706e-01  1.79421326e-01]
 [ 2.57235659e-01  7.42764466e-01]
 [-2.65388046e-02  1.02653876e+00]
 [ 6.36213136e-01  3.63786828e-01]
 [ 4.99668460e-01  5.00331515e-01]
 [ 5.79125722e-01  4.20874284e-01]
 [ 8.62630863e-01  1.37369105e-01]
 [ 1.24863338e+00 -2.48633418e-01]
 [ 4.64530178e-01  5.35469849e-01]
 [ 4.67371557e-01  5.32628461e-01]
 [ 5.60672619e-01  4.39327346e-01]
 [ 6.78171033e-01  3.21828978e-01]
 [ 3.94041028e-01  6.05959004e-01]
 [ 9.25460028e-01  7.45399899e-02]
 [ 6.19387368e-01  3.80612606e-01]
 [ 3.00989492e-01  6.99010406e-01]
 [ 7.45280328e-01  2.54719659e-01]
 [ 1.15065456e-01  8.84934558e-01]
 [ 1.76929117e-01  8.23070750e-01]
 [ 5.53429862e-01  4.46570134e-01]
 [ 1.10859850e+00 -1.08598519e-01]
 [ 8.60932696e-01  1.39067302e-01]
 [ 2.45422368e-01  7.54577530e-01]
 [-5.22191515e-02  1.05221913e+00]
 [ 8.11560296e-01  1.88439725e-01]
 [-3.31561379e-01  1.33156132e+00]
 [ 5.01329841e-01  4.98670210e-01]
 [-3.57027073e-02  1.03570269e+00]
 [ 3.23122718e-01  6.76877298e-01]
 [ 9.44571513e-01  5.54285315e-02]
 [ 7.12393219e-01  2.87606763e-01]
 [ 5.26392361e-01  4.73607771e-01]
 [ 3.86243507e-01  6.13756573e-01]
 [ 8.96653144e-01  1.03346786e-01]
 [ 2.92260403e-01  7.07739619e-01]
 [ 5.99728752e-01  4.00271173e-01]
 [ 8.00324696e-02  9.19967505e-01]
 [ 3.11022026e-01  6.88977963e-01]
 [ 1.41125665e-01  8.58874176e-01]
 [-1.25415141e-01  1.12541529e+00]
 [ 1.38261969e-01  8.61738037e-01]
 [ 3.04364535e-01  6.95635409e-01]
 [ 3.18029096e-01  6.81970868e-01]
 [ 4.18233372e-01  5.81766640e-01]
 [ 2.85589578e-01  7.14410379e-01]
 [ 2.47867374e-03  9.97521260e-01]
 [ 4.41896514e-01  5.58103570e-01]
 [ 5.12832472e-01  4.87167603e-01]
 [ 6.39165222e-01  3.60834685e-01]
 [ 3.66076988e-01  6.33923090e-01]
 [-5.47296665e-01  1.54729667e+00]
 [ 5.79773204e-01  4.20226807e-01]
 [ 1.00167480e-01  8.99832646e-01]
 [-1.41580057e-01  1.14158001e+00]
 [ 8.43767265e-01  1.56232677e-01]
 [ 9.99597711e-01  4.02339827e-04]
 [ 6.32668665e-01  3.67331327e-01]
 [ 7.42383906e-01  2.57616149e-01]
 [ 4.91558761e-01  5.08441228e-01]
 [ 4.20647673e-01  5.79352425e-01]
 [ 6.30806702e-01  3.69193278e-01]
 [ 4.83462064e-01  5.16537913e-01]
 [ 6.42113773e-01  3.57886170e-01]
 [ 1.04156586e+00 -4.15658463e-02]
 [ 2.73006442e-03  9.97270041e-01]
 [-1.09293698e-02  1.01092947e+00]
 [ 6.59517733e-01  3.40482284e-01]
 [ 9.17498109e-01  8.25018326e-02]
 [ 8.29353265e-02  9.17064680e-01]
 [ 9.55198843e-01  4.48011005e-02]
 [ 3.01941557e-01  6.98058604e-01]
 [ 6.91764157e-01  3.08235868e-01]
 [ 1.83186344e-01  8.16813540e-01]
 [ 7.52134916e-01  2.47865020e-01]
 [-1.27067151e-01  1.12706707e+00]
 [ 9.75824010e-01  2.41759478e-02]
 [ 6.52062168e-01  3.47937795e-01]
 [ 8.58780864e-01  1.41219171e-01]
 [ 4.78385280e-01  5.21614671e-01]
 [ 7.90382365e-01  2.09617704e-01]
 [-3.10739932e-01  1.31074018e+00]
 [ 2.85212605e-01  7.14787465e-01]
 [ 7.15920275e-01  2.84079716e-01]
 [ 7.53015855e-01  2.46984112e-01]
 [ 8.38844979e-01  1.61155071e-01]
 [ 9.86899638e-01  1.31003641e-02]
 [ 5.99889813e-01  4.00110075e-01]
 [ 4.70560055e-01  5.29440004e-01]
 [ 9.14443677e-01  8.55560783e-02]
 [-1.16630146e-01  1.11663021e+00]
 [ 5.05206307e-01  4.94793675e-01]
 [ 4.74258171e-01  5.25741816e-01]
 [ 1.29478053e+00 -2.94780608e-01]
 [ 6.90763398e-01  3.09236563e-01]
 [ 5.98394060e-01  4.01605881e-01]
 [ 4.06848389e-01  5.93151597e-01]
 [ 6.67213977e-01  3.32786063e-01]
 [ 3.39677609e-01  6.60322550e-01]
 [-8.60889433e-03  1.00860899e+00]
 [ 8.84640465e-01  1.15359539e-01]
 [ 8.16455294e-01  1.83544733e-01]
 [ 5.54461693e-01  4.45538372e-01]
 [ 1.61325817e-01  8.38674110e-01]
 [ 6.17934362e-01  3.82065726e-01]
 [ 2.84172974e-01  7.15826936e-01]
 [ 7.22923290e-01  2.77076752e-01]
 [ 7.48765554e-01  2.51234412e-01]
 [ 8.90642032e-01  1.09357915e-01]
 [ 6.45121406e-01  3.54878639e-01]
 [ 2.72439258e-01  7.27560735e-01]
 [ 7.78984794e-01  2.21015231e-01]
 [-1.04590781e-01  1.10459081e+00]
 [ 9.96657635e-01  3.34243628e-03]
 [ 6.89071348e-01  3.10928650e-01]
 [ 4.83848333e-01  5.16151640e-01]
 [ 1.17567962e-01  8.82432028e-01]
 [ 6.84423433e-01  3.15576568e-01]
 [ 6.58022583e-01  3.41977550e-01]
 [-9.35587611e-03  1.00935597e+00]
 [ 7.25919273e-01  2.74080782e-01]
 [ 2.23763422e-01  7.76236492e-01]
 [ 4.96025395e-01  5.03974630e-01]
 [ 7.09499574e-01  2.90500418e-01]
 [ 7.93026186e-01  2.06973825e-01]
 [ 5.33418305e-01  4.66581689e-01]
 [ 9.11349739e-01  8.86502298e-02]
 [-1.54364642e-01  1.15436465e+00]
 [ 1.01308903e+00 -1.30890630e-02]
 [ 7.31561812e-01  2.68438332e-01]
 [-6.06109267e-02  1.06061104e+00]
 [ 2.11268304e-01  7.88731636e-01]
 [ 5.99116685e-01  4.00883316e-01]
 [ 2.94008711e-01  7.05991307e-01]
 [-8.85133499e-02  1.08851340e+00]
 [ 5.88921928e-01  4.11078080e-01]
 [ 7.60720986e-01  2.39279012e-01]
 [ 8.95489273e-01  1.04510787e-01]
 [ 7.85547027e-02  9.21445229e-01]
 [ 5.16024968e-01  4.83975010e-01]
 [ 6.29604657e-01  3.70395347e-01]
 [ 8.49100118e-01  1.50899780e-01]
 [ 1.09759033e+00 -9.75903926e-02]
 [ 5.22090732e-01  4.77909260e-01]
 [ 7.67691114e-01  2.32308880e-01]
 [ 7.49496560e-01  2.50503478e-01]
 [-8.34932177e-02  1.08349312e+00]
 [ 9.86468544e-02  9.01353087e-01]
 [ 5.15164716e-01  4.84835232e-01]
 [ 5.86657553e-01  4.13342451e-01]
 [ 8.35466037e-01  1.64533963e-01]
 [ 8.98124660e-01  1.01875392e-01]
 [ 6.71545793e-01  3.28454220e-01]
 [ 5.52988353e-01  4.47011632e-01]
 [ 9.81508427e-01  1.84916519e-02]
 [ 8.63770659e-01  1.36229371e-01]
 [-2.24896289e-02  1.02248969e+00]
 [ 3.04707387e-01  6.95292607e-01]
 [ 6.10248763e-01  3.89751235e-01]
 [-1.38006035e-01  1.13800599e+00]
 [-3.72328432e-01  1.37232846e+00]
 [ 1.02750834e+00 -2.75083259e-02]
 [ 4.42084872e-01  5.57915136e-01]
 [ 5.52112992e-01  4.47887066e-01]
 [ 7.68324287e-01  2.31675661e-01]
 [ 2.07379114e-01  7.92621021e-01]
 [ 1.12495488e+00 -1.24954914e-01]
 [ 7.94907615e-01  2.05092392e-01]
 [ 8.59047092e-02  9.14095437e-01]
 [ 2.75501746e-01  7.24498289e-01]
 [ 3.54024117e-01  6.45975961e-01]
 [ 6.64379097e-01  3.35620925e-01]
 [-2.91969984e-01  1.29196990e+00]
 [ 6.94220721e-01  3.05779370e-01]
 [ 2.03907975e-01  7.96092163e-01]
 [ 5.86578164e-01  4.13421832e-01]
 [ 6.94077768e-01  3.05922271e-01]
 [ 4.81212882e-02  9.51878597e-01]
 [ 1.06752562e+00 -6.75256764e-02]
 [ 3.53774241e-01  6.46225811e-01]
 [ 8.23543499e-01  1.76456498e-01]
 [ 5.97072839e-01  4.02927199e-01]
 [ 8.88876056e-01  1.11123878e-01]
 [-8.56734156e-02  1.08567350e+00]
 [ 6.60139535e-01  3.39860475e-01]
 [ 6.50123135e-01  3.49876872e-01]
 [ 9.70740606e-02  9.02925950e-01]
 [ 2.14426124e-02  9.78557574e-01]
 [ 1.04680917e+00 -4.68092259e-02]
 [ 1.66177201e-02  9.83382253e-01]
 [-2.85155882e-02  1.02851555e+00]
 [-6.83446007e-02  1.06834456e+00]
 [ 7.45744780e-01  2.54255253e-01]
 [ 7.86661583e-01  2.13338446e-01]
 [ 1.15189093e+00 -1.51890858e-01]
 [ 5.25702921e-01  4.74297075e-01]
 [-7.34518538e-01  1.73451868e+00]
 [ 6.86282554e-01  3.13717416e-01]
 [ 5.75623479e-01  4.24376507e-01]
 [ 1.91118251e-02  9.80887974e-01]
 [ 4.29276081e-01  5.70723885e-01]
 [ 6.78675005e-01  3.21325053e-01]
 [ 9.84349020e-01  1.56509557e-02]
 [ 2.22118142e-01  7.77881924e-01]
 [ 8.77812495e-01  1.22187481e-01]
 [ 9.62448886e-01  3.75512090e-02]
 [ 6.64861479e-01  3.35138536e-01]
 [ 9.39409887e-01  6.05901723e-02]
 [ 3.90080809e-01  6.09919160e-01]
 [ 1.55101472e-01  8.44898538e-01]
 [ 8.43383524e-01  1.56616461e-01]
 [-4.60605563e-02  1.04606059e+00]
 [ 4.47173718e-01  5.52826304e-01]
 [ 6.97680513e-01  3.02319473e-01]
 [ 8.49889544e-01  1.50110517e-01]
 [ 4.97406470e-01  5.02593518e-01]
 [ 5.26572385e-02  9.47342743e-01]
 [ 2.91964183e-02  9.70803572e-01]
 [ 6.78328596e-01  3.21671508e-01]
 [ 3.16750657e-01  6.83249294e-01]
 [ 1.72245596e-01  8.27754423e-01]
 [ 9.20244939e-01  7.97550696e-02]
 [ 7.64104040e-01  2.35895951e-01]
 [ 8.61419988e-01  1.38580002e-01]
 [ 5.38254346e-01  4.61745641e-01]
 [ 7.11720793e-01  2.88279181e-01]
 [ 1.16611150e+00 -1.66111464e-01]
 [ 1.32319649e-01  8.67680345e-01]
 [ 9.67638958e-01  3.23610262e-02]
 [ 2.50884656e-01  7.49115470e-01]
 [ 6.02695315e-01  3.97304610e-01]
 [ 8.93075230e-01  1.06924747e-01]
 [-9.91176943e-02  1.09911766e+00]
 [ 5.26048894e-01  4.73951078e-01]
 [ 3.66958915e-01  6.33040977e-01]
 [ 4.05208998e-01  5.94791112e-01]
 [ 8.58804820e-02  9.14119658e-01]
 [ 6.04399040e-01  3.95600852e-01]
 [ 8.02597589e-01  1.97402478e-01]
 [ 4.09932611e-01  5.90067427e-01]
 [ 7.98575295e-01  2.01424738e-01]
 [ 5.44144737e-01  4.55855250e-01]
 [ 4.28843792e-01  5.71156219e-01]
 [ 5.76897792e-01  4.23102218e-01]
 [ 6.30615546e-01  3.69384493e-01]
 [-1.10828896e-01  1.11082873e+00]
 [ 1.70826361e-01  8.29173497e-01]
 [ 5.89032040e-01  4.10967941e-01]
 [ 2.95151611e-01  7.04848355e-01]
 [ 6.98325472e-01  3.01674420e-01]
 [ 5.94495775e-01  4.05504254e-01]
 [ 9.21234715e-02  9.07876469e-01]
 [ 5.80117551e-01  4.19882481e-01]
 [ 1.90700597e-01  8.09299373e-01]
 [-7.42117601e-02  1.07421172e+00]
 [-6.10233674e-02  1.06102357e+00]
 [ 1.10053334e+00 -1.00533304e-01]
 [ 1.03463757e+00 -3.46376404e-02]
 [ 4.89931413e-01  5.10068529e-01]
 [ 7.36708415e-01  2.63291611e-01]
 [ 5.11889791e-01  4.88110212e-01]
 [ 5.34043798e-01  4.65956216e-01]
 [ 3.33857511e-01  6.66142413e-01]
 [-1.25198653e-01  1.12519857e+00]
 [ 6.29377321e-01  3.70622694e-01]
 [ 4.24805432e-01  5.75194538e-01]
 [ 3.54527073e-02  9.64547340e-01]
 [ 2.79754096e-02  9.72024639e-01]
 [ 3.60261416e-01  6.39738669e-01]
 [ 3.68054727e-01  6.31945232e-01]
 [ 5.77379027e-01  4.22620921e-01]
 [ 1.74325942e-01  8.25674035e-01]
 [-1.61360606e-01  1.16136044e+00]
 [ 1.65034421e-01  8.34965611e-01]
 [ 6.19088202e-01  3.80911812e-01]
 [ 8.31102741e-01  1.68897264e-01]
 [ 4.40104317e-01  5.59895636e-01]
 [-3.13172068e-03  1.00313182e+00]
 [ 1.93354882e-01  8.06645231e-01]
 [-1.00923901e-01  1.10092406e+00]
 [ 5.55708711e-01  4.44291253e-01]
 [ 4.64369308e-01  5.35630694e-01]
 [ 4.15320923e-01  5.84679043e-01]
 [-2.01821375e-02  1.02018205e+00]
 [ 5.57534961e-01  4.42464951e-01]
 [ 9.11153793e-01  8.88462089e-02]
 [ 1.24990267e-01  8.75009719e-01]
 [ 6.71822993e-01  3.28176985e-01]
 [ 4.58301559e-01  5.41698436e-01]
 [ 2.67191091e-01  7.32808941e-01]
 [ 5.43129575e-01  4.56870477e-01]
 [ 2.76697021e-01  7.23302913e-01]
 [ 6.25667300e-01  3.74332631e-01]
 [ 6.67632509e-01  3.32367575e-01]
 [ 6.53031654e-01  3.46968311e-01]
 [ 1.16290950e-01  8.83708970e-01]
 [ 2.45539600e-01  7.54460409e-01]
 [ 4.51966611e-01  5.48033411e-01]
 [ 5.23691106e-01  4.76308848e-01]
 [ 6.87891618e-01  3.12108359e-01]
 [ 5.46910544e-01  4.53089579e-01]
 [ 3.10079169e-01  6.89920814e-01]
