[[ 1.09246643e+00 -9.24150118e-02]
 [ 4.97858995e-01  5.02158390e-01]
 [ 7.28207372e-01  2.71828137e-01]
 [ 5.94039585e-01  4.05943140e-01]
 [-8.40396269e-02  1.08397098e+00]
 [ 7.01324558e-02  9.29993372e-01]
 [ 5.36191254e-01  4.63801471e-01]
 [ 7.40502976e-01  2.59475219e-01]
 [-4.60128039e-03  1.00461881e+00]
 [ 2.08769535e-01  7.91197219e-01]
 [ 4.94176510e-01  5.05865808e-01]
 [-1.72159297e-01  1.17214230e+00]
 [ 5.72452691e-01  4.27583107e-01]
 [ 4.96637612e-01  5.03311726e-01]
 [ 1.17220817e+00 -1.72184285e-01]
 [-7.14496466e-03  1.00715090e+00]
 [-1.33226574e-01  1.13329605e+00]
 [ 7.03318171e-01  2.96689691e-01]
 [ 8.88235402e-01  1.11762831e-01]
 [-4.62506618e-02  1.04622353e+00]
 [ 3.83180754e-01  6.16812464e-01]
 [ 1.31204934e-01  8.68775502e-01]
 [ 6.54147798e-01  3.45820524e-01]
 [ 7.70726442e-01  2.29299349e-01]
 [ 4.07527948e-01  5.92493420e-01]
 [-2.96036829e-01  1.29597793e+00]
 [ 4.71788437e-01  5.28154843e-01]
 [ 5.83283231e-01  4.16677624e-01]
 [ 3.28718666e-01  6.71318402e-01]
 [ 7.72647982e-01  2.27355952e-01]
 [ 1.44813750e-01  8.55118713e-01]
 [ 6.47582153e-01  3.52479416e-01]
 [ 1.11482101e+00 -1.14769943e-01]
 [-2.88480769e-01  1.28843292e+00]
 [ 1.24245948e-01  8.75758965e-01]
 [ 6.40058400e-01  3.59916386e-01]
 [ 2.17550996e-01  7.82473358e-01]
 [ 8.30688406e-03  9.91721076e-01]
 [ 1.60026544e-01  8.39940127e-01]
 [ 4.82869418e-01  5.17092954e-01]
 [ 1.11110312e+00 -1.11144432e-01]
 [ 9.23057289e-01  7.69699245e-02]
 [ 3.96480200e-01  6.03518949e-01]
 [ 5.43684344e-01  4.56329038e-01]
 [ 2.69593363e-02  9.72977638e-01]
 [ 7.75072952e-01  2.24932414e-01]
 [ 9.40049863e-01  5.99018297e-02]
 [ 5.48234958e-01  4.51706640e-01]
 [ 4.87037396e-01  5.12973342e-01]
 [ 4.39859943e-01  5.60131882e-01]
 [ 5.63965790e-01  4.36021985e-01]
 [ 4.63319909e-02  9.53742386e-01]
 [ 1.68382124e-01  8.31582712e-01]
 [ 9.69834050e-02  9.03092006e-01]
 [ 6.73140918e-01  3.26830607e-01]
 [-1.61988841e-01  1.16202612e+00]
 [ 6.35423952e-01  3.64567977e-01]
 [ 9.46521023e-01  5.34606479e-02]
 [ 2.09848117e-01  7.90153945e-01]
 [ 6.47530479e-01  3.52490594e-01]
 [ 4.93257969e-01  5.06849380e-01]
 [ 7.44620103e-01  2.55379675e-01]
 [ 2.48195132e-01  7.51685281e-01]
 [ 1.22395955e-01  8.77630699e-01]
 [-2.37485575e-01  1.23756529e+00]
 [ 5.75410419e-01  4.24604065e-01]
 [-8.18388872e-02  1.08192654e+00]
 [ 3.48768731e-01  6.51245919e-01]
 [ 6.76558284e-01  3.23443420e-01]
 [ 1.11333648e-01  8.88612220e-01]
 [ 6.34577819e-01  3.65380236e-01]
 [-1.02053751e-01  1.10199479e+00]
 [-4.24999551e-02  1.04255681e+00]
 [-1.26471178e-01  1.12647230e+00]
 [ 2.01259245e-01  7.98805011e-01]
 [-3.95749381e-02  1.03960797e+00]
 [ 6.61844576e-01  3.38104888e-01]
 [ 8.68914495e-01  1.31074798e-01]
 [ 7.11693916e-01  2.88354954e-01]
 [-1.78477631e-01  1.17841679e+00]
 [ 1.15898243e-01  8.84058316e-01]
 [ 5.89498718e-01  4.10470159e-01]
 [ 1.29077741e-01  8.70923241e-01]
 [ 3.34460486e-01  6.65578034e-01]
 [ 4.91425984e-01  5.08591411e-01]
 [ 2.97938622e-01  7.02059362e-01]
 [ 6.43433271e-02  9.35659455e-01]
 [ 7.01851188e-01  2.98181025e-01]
 [ 8.15724001e-01  1.84296693e-01]
 [ 1.03524093e+00 -3.52072424e-02]
 [ 7.82561405e-01  2.17389343e-01]
 [ 7.87197251e-01  2.12848137e-01]
 [ 5.47581138e-01  4.52417067e-01]
 [ 5.18671498e-01  4.81315218e-01]
 [ 5.74724983e-01  4.25270507e-01]
 [ 6.31229827e-01  3.68726866e-01]
 [ 1.13593569e-01  8.86492357e-01]
 [ 7.76696838e-01  2.23265818e-01]
 [ 5.40778335e-01  4.59253963e-01]
 [ 7.45849874e-01  2.54065158e-01]
 [ 3.71292119e-01  6.28712794e-01]
 [ 6.28270492e-01  3.71738531e-01]
 [ 9.77258853e-01  2.27378249e-02]
 [ 3.80658567e-01  6.19355182e-01]
 [ 4.52921049e-01  5.47096298e-01]
 [ 3.78922155e-01  6.21018332e-01]
 [ 2.08261011e-01  7.91861280e-01]
 [ 1.81654625e-01  8.18433000e-01]
 [ 8.83266931e-01  1.16751889e-01]
 [ 6.87245511e-01  3.12731082e-01]
 [ 2.34960908e-01  7.65025945e-01]
 [-6.00659419e-02  1.06016998e+00]
 [ 4.49049729e-01  5.50928361e-01]
 [ 7.82428246e-01  2.17540010e-01]
 [ 6.58889904e-01  3.41117706e-01]
 [ 6.44104616e-01  3.56007790e-01]
 [ 5.87484978e-02  9.41316750e-01]
 [ 2.19381207e-02  9.78009533e-01]
 [ 5.95897316e-01  4.04113436e-01]
 [ 1.48440668e-01  8.51554600e-01]
 [-4.02114334e-02  1.04019586e+00]
 [-6.94895543e-02  1.06954394e+00]
 [ 6.80899843e-01  3.19092989e-01]
 [ 1.20958998e-01  8.79003255e-01]
 [ 6.32060043e-01  3.67898643e-01]
 [ 4.51164051e-01  5.48879180e-01]
 [ 1.60163969e-01  8.39805480e-01]
 [ 2.24725047e-01  7.75256526e-01]
 [ 1.71349474e-01  8.28655826e-01]
 [ 8.89856766e-01  1.10121553e-01]
 [ 2.57677720e-01  7.42317799e-01]
 [ 6.19241148e-01  3.80700281e-01]
 [ 1.64590028e-01  8.35363068e-01]
 [ 8.69949892e-01  1.30083647e-01]
 [ 5.33795595e-01  4.66180637e-01]
 [-3.90918669e-02  1.03906828e+00]
 [ 1.75316809e-01  8.24643328e-01]
 [-3.26530776e-01  1.32656065e+00]
 [ 2.28234040e-01  7.71813857e-01]
 [ 4.62919978e-01  5.37099957e-01]
 [ 4.49538680e-01  5.50426570e-01]
 [ 7.05503055e-01  2.94485484e-01]
 [ 1.70529731e-02  9.82997240e-01]
 [ 4.73460622e-01  5.26529495e-01]
 [ 7.05676074e-01  2.94322103e-01]
 [ 5.72832931e-01  4.27166575e-01]
 [ 5.68463905e-01  4.31517201e-01]
 [ 8.17816767e-01  1.82189238e-01]
 [-6.86874476e-02  1.06867399e+00]
 [ 1.16081768e-01  8.83925338e-01]
 [ 7.82210039e-01  2.17771801e-01]
 [ 5.12092886e-01  4.87953165e-01]
 [ 4.13520949e-01  5.86410821e-01]
 [ 7.02886151e-01  2.97129368e-01]
 [ 2.13453885e-01  7.86580724e-01]
 [ 5.14331652e-01  4.85697573e-01]
 [ 7.30914822e-01  2.69114500e-01]
 [ 1.49410201e-01  8.50610447e-01]
 [ 4.04023451e-01  5.95909496e-01]
 [ 3.93184991e-01  6.06804236e-01]
 [ 7.03155951e-01  2.96881188e-01]
 [ 1.99022145e-02  9.80091385e-01]
 [ 4.44028932e-01  5.55882565e-01]
 [ 4.50928687e-01  5.49026355e-01]
 [ 3.54757918e-01  6.45239969e-01]
 [ 1.04281863e+00 -4.27952803e-02]
 [ 9.47613136e-01  5.23786802e-02]
 [ 6.33680021e-01  3.66287787e-01]
 [ 6.25039373e-01  3.74848561e-01]
 [ 7.26090909e-01  2.73914252e-01]
 [ 8.53604597e-01  1.46345761e-01]
 [ 4.72168070e-01  5.27813288e-01]
 [ 5.34507253e-01  4.65491658e-01]
 [ 5.89618624e-01  4.10353786e-01]
 [ 8.14470138e-01  1.85527136e-01]
 [ 4.63455355e-01  5.36569659e-01]
 [ 6.91055641e-01  3.08935925e-01]
 [ 2.87266755e-02  9.71302296e-01]
 [ 4.03471451e-01  5.96542436e-01]
 [ 5.34472409e-01  4.65537203e-01]
 [ 4.22109602e-01  5.77869680e-01]
 [ 6.75800884e-01  3.24191087e-01]
 [-3.08443120e-02  1.03084550e+00]
 [-7.44173956e-02  1.07433271e+00]
 [ 9.33899985e-01  6.60869930e-02]
 [ 7.43999042e-01  2.55952265e-01]
 [ 7.16004971e-01  2.84004190e-01]
 [ 3.44884662e-01  6.55088339e-01]
 [ 1.09137271e+00 -9.13373806e-02]
 [ 3.03482384e-02  9.69653986e-01]
 [ 3.95445773e-01  6.04551754e-01]
 [ 3.37075117e-01  6.62897786e-01]
 [ 5.11506843e-01  4.88563811e-01]
 [ 7.42838488e-01  2.57182105e-01]
 [ 5.29198503e-01  4.70864699e-01]
 [ 1.01487023e-01  8.98505441e-01]
 [-2.07339390e-01  1.20738741e+00]
 [ 4.49051279e-01  5.50944672e-01]
 [ 2.47160015e-01  7.52903322e-01]
 [ 2.72872211e-02  9.72689550e-01]
 [-3.82368043e-01  1.38239398e+00]
 [ 8.38248138e-01  1.61760461e-01]
 [ 8.17896766e-01  1.82126950e-01]
 [ 5.30776480e-01  4.69305285e-01]
 [ 4.86295674e-01  5.13698236e-01]
 [ 4.05279761e-01  5.94689683e-01]
 [ 4.02344874e-01  5.97650174e-01]
 [-1.30015967e-01  1.13001639e+00]
 [ 8.59760517e-01  1.40192816e-01]
 [ 3.50312780e-02  9.65012270e-01]
 [ 8.79011408e-01  1.20967008e-01]
 [ 7.38375728e-01  2.61624797e-01]
 [ 1.10886710e+00 -1.08806892e-01]
 [ 3.35650664e-01  6.64254645e-01]
 [ 5.77718700e-01  4.22322098e-01]
 [ 3.07151236e-01  6.92845171e-01]
 [ 6.07715508e-01  3.92324485e-01]
 [ 1.04540875e+00 -4.53391907e-02]
 [ 5.61703796e-01  4.38270318e-01]
 [ 7.59507751e-01  2.40480822e-01]
 [ 1.02088319e-03  9.99031585e-01]
 [ 2.00006926e-01  7.99994122e-01]
 [ 3.50410737e-01  6.49526780e-01]
 [ 8.42717757e-01  1.57307167e-01]
 [ 3.72892210e-01  6.27081558e-01]
 [ 5.09791641e-01  4.90261801e-01]
 [ 3.34955320e-01  6.65053971e-01]
 [ 6.83422602e-01  3.16505359e-01]
 [ 1.66708668e-01  8.33264561e-01]
 [ 6.76204257e-01  3.23794103e-01]
 [ 8.82137388e-01  1.17864909e-01]
 [ 9.26587017e-01  7.34293264e-02]
 [ 8.75656676e-01  1.24333844e-01]
 [ 7.81529740e-01  2.18487932e-01]
 [ 5.43722971e-01  4.56251398e-01]
 [ 2.17041428e-01  7.82969271e-01]
 [-1.16687518e-01  1.11664534e+00]
 [ 9.40010617e-01  6.00221374e-02]
 [ 7.41479820e-01  2.58543602e-01]
 [ 5.21569742e-01  4.78448676e-01]
 [ 4.86960122e-01  5.12944056e-01]
 [ 9.94620736e-01  5.42638603e-03]
 [ 5.35518714e-01  4.64527807e-01]
 [ 6.53179958e-01  3.46815540e-01]
 [-1.04938988e-01  1.10498830e+00]
 [ 5.48609940e-01  4.51394084e-01]
 [ 4.32752301e-01  5.67117894e-01]
 [ 2.07417588e-01  7.92559712e-01]
 [ 7.34830059e-02  9.26445161e-01]
 [ 1.24375406e+00 -2.43765534e-01]
 [ 7.62167806e-01  2.37814789e-01]
 [ 2.18590180e-01  7.81419331e-01]
 [-2.25852797e-01  1.22587199e+00]
 [ 4.85700607e-02  9.51400742e-01]
 [ 6.62052871e-01  3.37933481e-01]
 [ 3.74545714e-01  6.25482914e-01]
 [ 2.34662467e-01  7.65297779e-01]
 [ 5.97950727e-01  4.02058536e-01]
 [ 3.37350092e-01  6.62664664e-01]
 [ 9.04306105e-01  9.56550934e-02]
 [ 1.05352740e+00 -5.35190672e-02]
 [ 3.97379555e-01  6.02645561e-01]
 [ 1.86098194e-01  8.13879075e-01]
 [ 1.07647547e+00 -7.64603483e-02]
 [ 8.62181877e-01  1.37786015e-01]
 [ 9.34587155e-02  9.06483052e-01]
 [-1.12098675e-01  1.11213238e+00]
 [-3.51418745e-01  1.35147510e+00]
 [ 4.96697395e-01  5.03307451e-01]
 [ 7.41282590e-01  2.58717289e-01]
 [ 2.69974994e-01  7.30007762e-01]
 [ 4.37090773e-01  5.62914431e-01]
 [ 7.29024417e-01  2.70960218e-01]
 [ 5.93956189e-01  4.06041135e-01]
 [ 5.86015790e-01  4.13993676e-01]
 [ 6.35345057e-01  3.64680125e-01]
 [ 6.28005339e-01  3.72040685e-01]
 [ 3.99940022e-01  6.00071882e-01]
 [-1.46415284e-01  1.14645756e+00]
 [ 7.88366238e-01  2.11638492e-01]
 [ 8.68091526e-01  1.31887102e-01]
 [-7.30955813e-02  1.07305610e+00]
 [ 5.41423231e-01  4.58553424e-01]
 [ 4.91475294e-01  5.08565714e-01]
 [ 8.75571034e-01  1.24416067e-01]
 [ 1.00653834e+00 -6.59296958e-03]
 [-1.81804888e-01  1.18179799e+00]
 [ 7.41733069e-01  2.58167978e-01]
 [ 8.24903365e-01  1.75068655e-01]
 [ 3.89615236e-01  6.10429880e-01]
 [ 5.67873270e-01  4.32125205e-01]
 [ 5.96126515e-01  4.03854966e-01]
 [ 6.85942972e-01  3.14080698e-01]
 [ 7.66967199e-01  2.33087934e-01]
 [ 5.86479272e-01  4.13500783e-01]
 [ 7.86298984e-01  2.13677719e-01]
 [ 1.09511372e-01  8.90572359e-01]
 [ 6.65258155e-01  3.34740134e-01]
 [ 5.65587479e-01  4.34392623e-01]
 [ 6.05519614e-02  9.39437098e-01]
 [ 1.64430460e-01  8.35531821e-01]
 [ 5.79966872e-01  4.20047669e-01]
 [ 9.23324554e-01  7.66893824e-02]
 [-1.77377846e-03  1.00175991e+00]
 [ 6.08350847e-01  3.91613672e-01]
 [ 7.63950758e-01  2.36088552e-01]
 [ 5.23268910e-01  4.76758551e-01]
 [-1.49724324e-02  1.01498729e+00]
 [ 5.06082325e-01  4.93904325e-01]
 [ 2.61774251e-01  7.38155050e-01]
 [ 4.80545491e-01  5.19415046e-01]
 [ 7.15463663e-01  2.84460180e-01]
 [ 6.66499850e-01  3.33534180e-01]
 [ 2.87950454e-01  7.12010914e-01]
 [ 2.21801774e-01  7.78131906e-01]
 [ 5.79908173e-01  4.20084454e-01]
 [ 9.22140227e-01  7.78791845e-02]
 [ 7.72091945e-01  2.27913377e-01]
 [ 5.42998544e-01  4.57001026e-01]
 [ 6.52564586e-01  3.47428499e-01]
 [-3.42653742e-02  1.03432039e+00]
 [-5.54358247e-02  1.05542494e+00]
 [ 4.00285684e-01  5.99698137e-01]
 [ 6.64224100e-01  3.35727797e-01]
 [ 1.87259981e-01  8.12664160e-01]
 [ 5.47608227e-01  4.52411747e-01]
 [ 4.72157719e-01  5.27828206e-01]
 [ 1.81259860e-02  9.81837037e-01]
 [ 1.00921595e+00 -9.18650875e-03]
 [ 1.08653599e-01  8.91334988e-01]
 [ 1.17437890e+00 -1.74463623e-01]
 [-2.43277508e-01  1.24335381e+00]
 [ 9.72063913e-01  2.79505593e-02]
 [ 3.81557953e-01  6.18459383e-01]
 [ 6.89735044e-01  3.10288801e-01]
 [ 3.47001885e-01  6.52913007e-01]
 [ 2.49626198e-01  7.50379890e-01]
 [ 7.74092937e-01  2.25883212e-01]
 [ 8.83233515e-01  1.16885269e-01]
 [ 1.53242319e-01  8.46804919e-01]
 [ 6.69465238e-01  3.30532863e-01]
 [ 1.34983868e-01  8.65047075e-01]
 [ 6.72172350e-01  3.27802325e-01]
 [-2.58775741e-01  1.25873036e+00]
 [ 4.90278361e-01  5.09768012e-01]
 [ 4.60829410e-01  5.39069620e-01]
 [ 7.73602397e-01  2.26379905e-01]
 [ 6.73605923e-01  3.26420504e-01]
 [ 4.87142587e-01  5.12906858e-01]
 [ 9.01710237e-01  9.82985766e-02]
 [ 2.52017194e-01  7.47992438e-01]
 [-1.26195987e-01  1.12617443e+00]
 [ 5.50492457e-01  4.49513595e-01]
 [ 9.39329067e-01  6.06564578e-02]
 [ 5.43809656e-01  4.56155617e-01]
 [-3.58593019e-01  1.35858912e+00]
 [ 8.00203794e-01  1.99783725e-01]
 [ 6.32810481e-01  3.67201301e-01]
 [ 5.32018852e-01  4.68044107e-01]
 [ 8.53599575e-01  1.46383050e-01]
 [ 2.72742769e-01  7.27283305e-01]
 [ 7.43769600e-01  2.56156151e-01]
 [ 2.18014509e-01  7.81949832e-01]
 [ 3.78494926e-01  6.21537873e-01]
 [ 8.45059334e-01  1.54900281e-01]
 [ 5.16175170e-02  9.48400409e-01]
 [ 6.89857210e-01  3.10147681e-01]
 [ 5.31140548e-01  4.68841284e-01]
 [ 2.15185006e-01  7.84789075e-01]
 [ 4.98178741e-01  5.01747976e-01]
 [ 1.01556093e+00 -1.55608884e-02]
 [ 1.00080116e+00 -7.66962331e-04]
 [ 1.18169710e+00 -1.81694046e-01]
 [ 4.96832041e-01  5.03203149e-01]
 [ 6.55847139e-01  3.44158310e-01]
 [ 8.03354386e-01  1.96600767e-01]
 [ 7.36763536e-01  2.63243665e-01]
 [ 5.64218248e-01  4.35784969e-01]
 [ 6.61767552e-01  3.38219451e-01]
 [ 1.91871789e-01  8.08106931e-01]
 [ 4.97100007e-01  5.02872797e-01]
 [ 2.92617823e-01  7.07384427e-01]
 [ 2.13709634e-01  7.86260175e-01]
 [ 1.15762414e+00 -1.57598791e-01]
 [ 7.30006957e-01  2.70035210e-01]
 [ 3.06048870e-02  9.69418362e-01]
 [ 5.31171810e-01  4.68824207e-01]
 [ 5.07615921e-01  4.92343978e-01]
 [ 7.00374252e-01  2.99626380e-01]
 [ 3.04276651e-01  6.95733896e-01]
 [ 1.08725543e+00 -8.73193581e-02]
 [ 1.92729824e-01  8.07338170e-01]
 [ 9.31336818e-01  6.86347313e-02]
 [ 3.23858798e-01  6.76145157e-01]
 [ 6.19114792e-01  3.80881981e-01]
 [ 6.65862698e-01  3.34153393e-01]
 [ 6.81005577e-01  3.18913616e-01]
 [ 5.44465748e-01  4.55558786e-01]
 [-8.51819218e-03  1.00855903e+00]
 [ 6.08053296e-01  3.91940322e-01]
 [ 7.34023248e-01  2.65975397e-01]
 [ 3.83937436e-01  6.16067287e-01]
 [ 6.81826082e-01  3.18098523e-01]
 [ 8.95501838e-01  1.04476013e-01]
 [ 4.24296825e-02  9.57574965e-01]
 [ 3.56538438e-01  6.43481433e-01]
 [ 3.49112612e-01  6.50881333e-01]
 [ 6.16743678e-01  3.83218366e-01]
 [ 4.65432102e-01  5.34559696e-01]
 [ 6.69267192e-01  3.30706785e-01]
 [ 2.82002830e-01  7.17962692e-01]
 [ 7.29625352e-01  2.70393616e-01]
 [-2.88929721e-02  1.02897887e+00]
 [-3.81273984e-02  1.03817308e+00]
 [ 1.91072379e-01  8.08942337e-01]
 [ 3.92531091e-01  6.07466775e-01]
 [ 2.62999315e-01  7.37021250e-01]
 [ 1.36919587e-01  8.63102551e-01]
 [ 4.08700760e-01  5.91289754e-01]
 [-4.97731000e-02  1.04982818e+00]
 [ 4.10069480e-01  5.89897270e-01]
 [ 4.02168800e-01  5.97816368e-01]
 [ 8.65894274e-01  1.34026403e-01]
 [ 4.32045376e-01  5.68004319e-01]
 [ 3.51096720e-01  6.48904710e-01]
 [-2.58656709e-01  1.25855575e+00]
 [ 1.79640073e-01  8.20427855e-01]
 [ 4.43754943e-01  5.56184785e-01]
 [ 6.15561504e-02  9.38429364e-01]
 [ 1.37495872e+00 -3.74926331e-01]
 [ 5.18574060e-01  4.81439701e-01]
 [ 8.35771518e-01  1.64211973e-01]
 [ 1.03427118e+00 -3.43200710e-02]
