[[-7.10530693e-02  1.07110666e+00]
 [ 6.58016620e-01  3.41998779e-01]
 [ 7.27348664e-01  2.72642029e-01]
 [ 5.90180492e-01  4.09834752e-01]
 [ 5.54579657e-01  4.45458128e-01]
 [ 2.85271872e-02  9.71467674e-01]
 [ 5.86867233e-01  4.13132640e-01]
 [ 3.43067421e-02  9.65589744e-01]
 [ 6.40092765e-01  3.59872951e-01]
 [ 9.04058440e-01  9.59883336e-02]
 [ 6.57789591e-01  3.42196735e-01]
 [ 4.17991529e-01  5.81981523e-01]
 [ 9.68961325e-01  3.09599799e-02]
 [ 3.87248678e-01  6.12763199e-01]
 [-6.34297513e-01  1.63429501e+00]
 [ 6.56887908e-01  3.43097975e-01]
 [ 6.19459794e-01  3.80506730e-01]
 [ 7.74606558e-01  2.25391647e-01]
 [ 7.59585291e-01  2.40392742e-01]
 [ 4.96127686e-01  5.03919418e-01]
 [ 1.58587583e-01  8.41370981e-01]
 [ 2.47807640e-01  7.52236660e-01]
 [ 7.80298976e-01  2.19676540e-01]
 [ 7.38282488e-01  2.61750102e-01]
 [ 7.15764176e-01  2.84262176e-01]
 [ 9.22960882e-01  7.70659560e-02]
 [-3.52753392e-01  1.35285694e+00]
 [ 6.72114077e-01  3.27884007e-01]
 [ 1.27426905e+00 -2.74233675e-01]
 [ 5.75170863e-01  4.24790744e-01]
 [ 2.85263118e-01  7.14688140e-01]
 [ 5.09517356e-01  4.90494027e-01]
 [ 4.98243149e-01  5.01766873e-01]
 [ 4.31298387e-01  5.68654439e-01]
 [ 7.64614206e-01  2.35350491e-01]
 [ 4.44912114e-01  5.55061368e-01]
 [ 6.14927953e-01  3.85070518e-01]
 [ 6.76252428e-01  3.23775399e-01]
 [ 7.60496376e-01  2.39506594e-01]
 [ 4.95595648e-01  5.04475671e-01]
 [ 4.75971236e-01  5.24024106e-01]
 [ 4.87556871e-01  5.12354300e-01]
 [ 5.20944727e-01  4.79070865e-01]
 [ 8.78344601e-01  1.21680241e-01]
 [ 2.80986718e-01  7.18981550e-01]
 [ 6.53443717e-01  3.46538704e-01]
 [ 4.97546722e-01  5.02459706e-01]
 [ 6.72288596e-01  3.27739842e-01]
 [ 3.01813026e-01  6.98250496e-01]
 [ 6.57538968e-01  3.42447957e-01]
 [ 8.24108014e-01  1.75888702e-01]
 [ 7.67497589e-01  2.32512223e-01]
 [ 7.93211159e-01  2.06797945e-01]
 [ 8.17448813e-02  9.18291607e-01]
 [ 1.05736552e-01  8.94180384e-01]
 [-4.59809751e-02  1.04596576e+00]
 [ 4.73718310e-01  5.26278720e-01]
 [ 5.96439199e-01  4.03564173e-01]
 [ 1.65102080e-01  8.34880204e-01]
 [ 4.54405581e-01  5.45573754e-01]
 [ 8.12935663e-01  1.87045061e-01]
 [ 2.70109357e-01  7.29897686e-01]
 [-1.01174909e-01  1.10107269e+00]
 [-6.37932964e-02  1.06376600e+00]
 [ 6.57827004e-01  3.42178221e-01]
 [ 2.71022412e-01  7.29096543e-01]
 [ 7.76646420e-01  2.23420714e-01]
 [-4.23977991e-01  1.42398824e+00]
 [ 3.14736243e-01  6.85228575e-01]
 [ 1.85928185e-02  9.81406279e-01]
 [ 2.28454779e-01  7.71563794e-01]
 [ 9.12400399e-01  8.75741263e-02]
 [ 7.39473360e-01  2.60522112e-01]
 [-1.05148034e-01  1.10518694e+00]
 [ 4.96453791e-01  5.03500946e-01]
 [ 8.29345171e-01  1.70674444e-01]
 [ 2.68120027e-01  7.31885070e-01]
 [ 4.77403826e-01  5.22576163e-01]
 [ 7.30853308e-01  2.69134652e-01]
 [ 3.76894483e-01  6.23039959e-01]
 [-2.69380363e-02  1.02688898e+00]
 [ 7.20026028e-01  2.80001371e-01]
 [ 1.63470879e-01  8.36555474e-01]
 [ 2.09971207e-01  7.89989843e-01]
 [ 2.31604218e-02  9.76891432e-01]
 [ 1.54708248e-02  9.84484991e-01]
 [ 7.04335449e-01  2.95686037e-01]
 [ 6.62726426e-01  3.37247323e-01]
 [ 6.00277573e-01  3.99741643e-01]
 [ 4.80421498e-01  5.19579159e-01]
 [ 6.24713146e-01  3.75308939e-01]
 [ 1.37495020e-01  8.62511951e-01]
 [ 3.87062943e-01  6.12944903e-01]
 [ 9.70799631e-02  9.02875840e-01]
 [ 1.22758375e-01  8.77333637e-01]
 [ 5.69259511e-02  9.43049499e-01]
 [ 2.30097009e-01  7.69854414e-01]
 [ 8.45261912e-01  1.54823984e-01]
 [ 5.34748261e-01  4.65286559e-01]
 [ 6.11744697e-01  3.88246704e-01]
 [ 9.22057531e-01  7.79191418e-02]
 [ 5.27362186e-01  4.72637123e-01]
 [ 9.63976314e-01  3.60388217e-02]
 [ 5.41767434e-01  4.58234609e-01]
 [ 7.31774930e-01  2.68207565e-01]
 [ 8.35973446e-01  1.64003690e-01]
 [-2.88201712e-01  1.28819961e+00]
 [ 8.71234628e-01  1.28810307e-01]
 [ 7.88357866e-01  2.11634823e-01]
 [ 5.22339608e-01  4.77609419e-01]
 [ 2.37459967e-01  7.62508453e-01]
 [ 4.60842914e-01  5.39187377e-01]
 [-4.23065941e-02  1.04225778e+00]
 [ 6.30086605e-01  3.69866454e-01]
 [ 4.63517247e-01  5.36497408e-01]
 [ 5.25016166e-01  4.74986167e-01]
 [ 1.78525262e-01  8.21480404e-01]
 [ 4.69565567e-02  9.53000267e-01]
 [ 7.77872588e-01  2.22165368e-01]
 [ 5.68545337e-01  4.31443834e-01]
 [ 3.06227714e-01  6.93807458e-01]
 [ 2.23708814e-01  7.76305572e-01]
 [ 7.83763501e-01  2.16224710e-01]
 [ 4.64948299e-01  5.35076174e-01]
 [ 5.27378309e-02  9.47264947e-01]
 [ 6.55600102e-01  3.44458630e-01]
 [ 6.12229160e-01  3.87760466e-01]
 [ 5.89558894e-01  4.10415071e-01]
 [ 8.34835102e-01  1.65210402e-01]
 [ 9.52493260e-01  4.75140497e-02]
 [ 7.70223976e-01  2.29779982e-01]
 [ 1.75454257e-02  9.82439406e-01]
 [ 6.31651265e-01  3.68367522e-01]
 [ 9.36744238e-01  6.32095176e-02]
 [ 3.52245000e-01  6.47749435e-01]
 [ 1.77470590e-01  8.22576019e-01]
 [-3.45227731e-01  1.34527534e+00]
 [ 5.32636824e-01  4.67360385e-01]
 [ 7.40637674e-01  2.59370984e-01]
 [ 6.17851354e-01  3.82140248e-01]
 [ 1.12776059e+00 -1.27740046e-01]
 [ 7.15283118e-01  2.84717201e-01]
 [ 3.24351362e-01  6.75709093e-01]
 [ 9.45529674e-01  5.44831902e-02]
 [-6.31288657e-02  1.06308657e+00]
 [ 3.75593313e-01  6.24397361e-01]
 [ 9.28280570e-01  7.17068154e-02]
 [ 4.81612034e-01  5.18388653e-01]
 [-6.13727917e-02  1.06143755e+00]
 [ 1.02727544e-01  8.97238261e-01]
 [ 1.89683076e-01  8.10412515e-01]
 [ 5.05150975e-01  4.94832598e-01]
 [ 5.89902872e-01  4.10083175e-01]
 [ 1.02253866e+00 -2.25414187e-02]
 [ 6.80821324e-01  3.19133241e-01]
 [ 1.75570122e-01  8.24386882e-01]
 [-1.23817817e-01  1.12376422e+00]
 [ 6.24673839e-01  3.75316265e-01]
 [ 3.63871748e-01  6.36144950e-01]
 [ 5.70508003e-01  4.29497691e-01]
 [ 1.39937946e-01  8.60109192e-01]
 [ 6.92434021e-01  3.07597107e-01]
 [ 7.26968366e-01  2.73028519e-01]
 [ 3.96537496e-01  6.03473858e-01]
 [ 3.18457031e-01  6.81482509e-01]
 [ 4.43996472e-01  5.56001020e-01]
 [-7.50271681e-01  1.75029171e+00]
 [-5.39916515e-02  1.05399487e+00]
 [ 3.87055688e-01  6.12920042e-01]
 [ 1.02859583e-01  8.97127273e-01]
 [ 6.23805708e-01  3.76188195e-01]
 [ 8.21931328e-01  1.78073791e-01]
 [ 7.63960934e-01  2.36049459e-01]
 [ 6.59924582e-01  3.40085592e-01]
 [ 8.45879221e-02  9.15417199e-01]
 [-5.52412948e-01  1.55247125e+00]
 [-3.52054688e-01  1.35196937e+00]
 [ 1.69414009e-01  8.30551327e-01]
 [ 2.80125852e-01  7.19924297e-01]
 [-9.69489146e-02  1.09699288e+00]
 [ 7.68610321e-01  2.31416455e-01]
 [ 6.25870256e-01  3.74170894e-01]
 [ 7.33821498e-01  2.66131406e-01]
 [ 6.17045483e-01  3.82978323e-01]
 [ 9.52024255e-01  4.79663540e-02]
 [ 8.27630172e-01  1.72366670e-01]
 [ 9.20539123e-01  7.94253702e-02]
 [ 8.05373282e-01  1.94635061e-01]
 [ 2.16032547e-01  7.84010019e-01]
 [ 7.32116891e-01  2.67871309e-01]
 [ 6.21417385e-01  3.78586988e-01]
 [ 7.00178137e-01  2.99829745e-01]
 [ 3.20146934e-03  9.96707578e-01]
 [ 4.56031007e-01  5.43945976e-01]
 [ 5.00978950e-02  9.49891545e-01]
 [ 3.75756091e-01  6.24228244e-01]
 [-3.32500576e-01  1.33244644e+00]
 [ 6.69706944e-01  3.30295459e-01]
 [ 5.40357079e-01  4.59623923e-01]
 [ 1.96318220e-01  8.03694023e-01]
 [ 6.19210121e-01  3.80814648e-01]
 [ 8.99101195e-01  1.00911504e-01]
 [ 4.72315558e-01  5.27713099e-01]
 [-7.78952161e-02  1.07787245e+00]
 [ 4.19914285e-01  5.80141818e-01]
 [ 6.05521770e-01  3.94485382e-01]
 [ 7.27412360e-01  2.72594884e-01]
 [ 8.69241591e-01  1.30796268e-01]
 [ 7.75482770e-01  2.24479155e-01]
 [-1.45150916e-01  1.14512319e+00]
 [ 7.33953537e-01  2.66064090e-01]
 [ 1.41026302e-01  8.58964985e-01]
 [ 6.60627926e-01  3.39363457e-01]
 [-2.24804338e-01  1.22482301e+00]
 [ 7.46579025e-01  2.53369821e-01]
 [ 4.86040807e-01  5.13958348e-01]
 [ 4.71001567e-01  5.28978631e-01]
 [ 1.92082436e-01  8.07928719e-01]
 [ 5.07876088e-01  4.92092449e-01]
 [ 2.20600714e-02  9.77937607e-01]
 [ 6.97742511e-01  3.02282420e-01]
 [ 5.68596216e-01  4.31409407e-01]
 [-1.03165510e-02  1.01032917e+00]
 [ 5.96068255e-01  4.03990416e-01]
 [ 9.46141981e-01  5.38502958e-02]
 [ 5.82664914e-01  4.17312031e-01]
 [ 8.22952172e-01  1.77137085e-01]
 [ 4.68803326e-01  5.31218338e-01]
 [ 2.80950312e-01  7.19139677e-01]
 [ 5.25528845e-01  4.74458891e-01]
 [-1.67812823e-01  1.16789290e+00]
 [ 3.71135387e-01  6.28903747e-01]
 [ 6.95969618e-01  3.04024059e-01]
 [ 7.34522859e-01  2.65416932e-01]
 [ 7.35930560e-01  2.64098389e-01]
 [ 9.06251897e-01  9.37902893e-02]
 [ 8.31777876e-01  1.68238606e-01]
 [ 6.52148832e-01  3.47853388e-01]
 [ 8.89661553e-01  1.10315264e-01]
 [ 1.03070670e+00 -3.06972541e-02]
 [ 6.16337343e-01  3.83682713e-01]
 [ 9.04308641e-01  9.56470856e-02]
 [ 5.30062276e-01  4.70020101e-01]
 [ 3.07533757e-02  9.69339440e-01]
 [ 4.61136401e-01  5.38826614e-01]
 [ 1.26851302e-01  8.73161136e-01]
 [ 3.14502360e-01  6.85516114e-01]
 [ 5.15504662e-02  9.48462995e-01]
 [ 2.79161274e-01  7.20827852e-01]
 [ 3.24376831e-01  6.75546605e-01]
 [ 3.00498241e-01  6.99503931e-01]
 [ 1.13352099e+00 -1.33407777e-01]
 [ 5.06168538e-01  4.93815762e-01]
 [ 7.92056473e-01  2.07969654e-01]
 [ 9.98556188e-01  1.43653462e-03]
 [ 1.68425956e-01  8.31624686e-01]
 [ 7.37136520e-01  2.62830098e-01]
 [-5.03866234e-02  1.05049199e+00]
 [ 7.77101446e-02  9.22290962e-01]
 [-2.83847856e-01  1.28382723e+00]
 [ 4.60140392e-01  5.39807431e-01]
 [ 6.95209817e-01  3.04698569e-01]
 [ 5.52117293e-01  4.47889527e-01]
 [ 4.43900671e-01  5.56078350e-01]
 [-6.47790189e-02  1.06473698e+00]
 [ 1.09578707e-01  8.90507396e-01]
 [-1.55749171e-01  1.15574688e+00]
 [ 1.69657024e-01  8.30328025e-01]
 [ 5.03778529e-01  4.96256839e-01]
 [ 4.07542776e-01  5.92436785e-01]
 [ 6.61858609e-02  9.33822876e-01]
 [ 1.81243597e-02  9.81902780e-01]
 [ 4.82853080e-01  5.17128317e-01]
 [ 3.91532375e-01  6.08440999e-01]
 [ 3.71609411e-01  6.28386651e-01]
 [ 6.40061879e-01  3.59918541e-01]
 [-8.81894656e-02  1.08820651e+00]
 [ 7.80240223e-01  2.19733294e-01]
 [ 1.81906546e-01  8.18122450e-01]
 [ 5.75082953e-01  4.24872987e-01]
 [ 7.98408124e-01  2.01509674e-01]
 [ 6.02423643e-01  3.97562065e-01]
 [ 4.01342106e-01  5.98665433e-01]
 [ 4.57858219e-01  5.42106248e-01]
 [ 7.08405760e-01  2.91617187e-01]
 [ 5.79646685e-01  4.20329177e-01]
 [ 6.00067131e-01  3.99928933e-01]
 [ 7.05290572e-01  2.94668865e-01]
 [ 8.27654154e-01  1.72321189e-01]
 [ 8.57969878e-01  1.42036970e-01]
 [ 5.62917159e-01  4.37070076e-01]
 [ 1.43317031e-01  8.56670377e-01]
 [ 2.18839121e-01  7.81170866e-01]
 [-1.75212867e-01  1.17515738e+00]
 [-2.65464712e-01  1.26548774e+00]
 [ 4.85139008e-01  5.14982387e-01]
 [ 7.37569800e-01  2.62453539e-01]
 [ 7.67158231e-01  2.32825973e-01]
 [ 7.09921392e-01  2.90094895e-01]
 [ 4.28553299e-01  5.71388468e-01]
 [ 4.97932812e-01  5.02069213e-01]
 [ 7.24903599e-01  2.75091045e-01]
 [ 6.33626488e-01  3.66379393e-01]
 [ 8.23362527e-01  1.76661303e-01]
 [ 4.06323963e-01  5.93657717e-01]
 [-6.91173551e-02  1.06908127e+00]
 [ 1.29084629e-01  8.70943833e-01]
 [ 7.33334461e-01  2.66648279e-01]
 [ 8.38480930e-01  1.61499395e-01]
 [ 6.53637944e-01  3.46365914e-01]
 [ 9.11076918e-01  8.89292834e-02]
 [-8.33350440e-02  1.08334329e+00]
 [ 1.40189891e-01  8.59808700e-01]
 [ 7.00745030e-01  2.99279667e-01]
 [ 2.59285882e-01  7.40703356e-01]
 [ 8.12461428e-02  9.18778642e-01]
 [ 8.02421840e-01  1.97585792e-01]
 [ 7.67126888e-01  2.32855918e-01]
 [-5.32813933e-02  1.05326886e+00]
 [ 8.84659657e-02  9.11487439e-01]
 [ 6.57385650e-01  3.42596685e-01]
 [ 3.87543770e-02  9.61152568e-01]
 [ 9.20589501e-02  9.07944148e-01]
 [ 1.78645594e-01  8.21368855e-01]
 [ 5.75618981e-01  4.24379433e-01]
 [ 5.87187694e-01  4.12784549e-01]
 [ 6.17551524e-01  3.82476178e-01]
 [-4.00193294e-01  1.40015958e+00]
 [ 5.82448473e-01  4.17466834e-01]
 [ 4.26851559e-01  5.73139955e-01]
 [ 3.72544785e-01  6.27440581e-01]
 [ 8.95504080e-01  1.04517325e-01]
 [ 5.52609316e-01  4.47362705e-01]
 [ 5.86492406e-01  4.13537388e-01]
 [ 5.83604597e-01  4.16417825e-01]
 [ 6.84013485e-01  3.16006326e-01]
 [ 2.25720328e-02  9.77387937e-01]
 [-5.12429883e-01  1.51248679e+00]
 [ 8.30560116e-01  1.69520787e-01]
 [ 9.08894010e-01  9.11098089e-02]
 [ 8.51273387e-01  1.48686482e-01]
 [ 4.64699795e-01  5.35300265e-01]
 [ 5.42955243e-01  4.56982788e-01]
 [-1.03010498e-01  1.10298784e+00]
 [ 4.35523128e-01  5.64460810e-01]
 [ 2.53086753e-02  9.74686193e-01]
 [-1.42180339e-01  1.14221256e+00]
 [ 7.11437134e-01  2.88559188e-01]
 [ 2.25443851e-01  7.74536221e-01]
 [ 1.68167678e-01  8.31856216e-01]
 [ 5.90447035e-01  4.09594577e-01]
 [ 4.77643093e-01  5.22455554e-01]
 [ 1.87830242e-01  8.12213440e-01]
 [ 3.55252123e-01  6.44693612e-01]
 [ 3.61799914e-01  6.38225339e-01]
 [-5.27104604e-02  1.05263484e+00]
 [ 6.27877829e-02  9.37222174e-01]
 [ 5.71875388e-01  4.28100822e-01]
 [ 6.10869432e-01  3.89148329e-01]
 [-9.16722143e-02  1.09175766e+00]
 [ 8.59906481e-01  1.40106989e-01]
 [ 7.40596741e-01  2.59392507e-01]
 [ 5.42856374e-01  4.57144242e-01]
 [ 2.92388282e-01  7.07597660e-01]
 [ 8.68116510e-01  1.31916492e-01]
 [ 5.47908477e-01  4.52187608e-01]
 [ 2.67626971e-01  7.32348893e-01]
 [ 9.89139833e-01  1.07750301e-02]
 [ 5.27736812e-01  4.72269350e-01]
 [-1.23880331e-01  1.12387796e+00]
 [ 5.66067003e-01  4.33924092e-01]
 [ 3.95471415e-01  6.04536428e-01]
 [ 7.34469311e-01  2.65618551e-01]
 [ 1.96683701e-01  8.03279365e-01]
 [ 4.25711189e-01  5.74278178e-01]
 [ 7.97753922e-01  2.02267027e-01]
 [-4.44423511e-01  1.44443685e+00]
 [-2.30475592e-01  1.23042030e+00]
 [-1.25250433e-02  1.01246017e+00]
 [ 6.43119644e-01  3.56867453e-01]
 [ 7.08670022e-01  2.91314295e-01]
 [ 1.64329903e-01  8.35658588e-01]
 [ 5.93971658e-02  9.40611525e-01]
 [ 5.75974033e-02  9.42399421e-01]
