[[-8.80130772e-02  1.08799750e+00]
 [ 5.79882806e-01  4.20135725e-01]
 [ 6.64197566e-01  3.35786211e-01]
 [ 5.65676783e-01  4.34331898e-01]
 [ 5.68712203e-01  4.31262202e-01]
 [ 6.08055925e-01  3.91925999e-01]
 [ 1.09866169e+00 -9.87664959e-02]
 [ 7.27351490e-01  2.72663546e-01]
 [ 1.94367990e-01  8.05651820e-01]
 [ 6.56430630e-01  3.43569165e-01]
 [ 5.32687097e-01  4.67265511e-01]
 [ 6.01245592e-01  3.98745884e-01]
 [ 7.17423438e-01  2.82538183e-01]
 [ 2.38714877e-02  9.76096580e-01]
 [ 2.38802514e-01  7.61197690e-01]
 [-9.20084521e-02  1.09187247e+00]
 [-1.08209505e-01  1.10818725e+00]
 [ 1.01811749e+00 -1.81354189e-02]
 [ 8.82614293e-02  9.11740597e-01]
 [ 1.53816210e-01  8.46211638e-01]
 [ 1.44175062e-01  8.55805012e-01]
 [ 5.13230524e-01  4.86754542e-01]
 [ 4.49455313e-01  5.50516254e-01]
 [ 4.09428204e-01  5.90543077e-01]
 [ 9.86812856e-01  1.31090524e-02]
 [ 2.70391757e-01  7.29594465e-01]
 [-3.88086561e-02  1.03889609e+00]
 [ 8.04903614e-01  1.95072180e-01]
 [ 6.75979078e-02  9.32268827e-01]
 [ 5.82735253e-01  4.17278438e-01]
 [-7.64114670e-02  1.07637201e+00]
 [-1.36033966e-01  1.13617675e+00]
 [ 3.44807132e-02  9.65511536e-01]
 [ 5.56212641e-01  4.43805794e-01]
 [ 5.45929974e-01  4.54016864e-01]
 [ 8.10275625e-01  1.89719241e-01]
 [ 7.77585188e-01  2.22418935e-01]
 [ 7.99483823e-01  2.00545148e-01]
 [ 6.40058023e-01  3.59962824e-01]
 [-2.32135986e-01  1.23210990e+00]
 [ 8.52743669e-01  1.47247243e-01]
 [-6.98876942e-02  1.06993823e+00]
 [ 1.15054488e-01  8.84976092e-01]
 [ 5.20077685e-01  4.79848960e-01]
 [ 3.45340826e-01  6.54646350e-01]
 [ 9.58686537e-01  4.12877237e-02]
 [ 2.42739057e-01  7.57235095e-01]
 [ 5.03691004e-01  4.96290373e-01]
 [ 6.80415409e-01  3.19583802e-01]
 [ 3.72004878e-01  6.27994392e-01]
 [ 9.60247603e-01  3.97943297e-02]
 [ 2.72720994e-01  7.27269154e-01]
 [ 6.21286012e-01  3.78697231e-01]
 [ 6.73070950e-01  3.26826110e-01]
 [ 2.27068536e-01  7.72952356e-01]
 [ 4.09320658e-01  5.90697588e-01]
 [-2.40809570e-02  1.02400482e+00]
 [-1.96144592e-01  1.19613206e+00]
 [ 7.55540002e-01  2.44453653e-01]
 [-1.34399408e-01  1.13441494e+00]
 [ 8.09414680e-01  1.90608169e-01]
 [ 1.65263188e-01  8.34570227e-01]
 [ 5.94879354e-01  4.05095331e-01]
 [-6.29714742e-02  1.06295765e+00]
 [ 7.92027020e-01  2.07981664e-01]
 [ 3.78564936e-01  6.21441027e-01]
 [ 7.87879018e-01  2.12092068e-01]
 [ 9.31968957e-01  6.80128949e-02]
 [ 4.08140686e-01  5.91864865e-01]
 [ 1.23738873e-01  8.76144378e-01]
 [ 1.07163101e+00 -7.15425145e-02]
 [ 8.66306468e-01  1.33727018e-01]
 [-1.50921366e-01  1.15089980e+00]
 [ 1.07910321e-01  8.92073425e-01]
 [ 5.11910715e-01  4.88091797e-01]
 [ 2.11780814e-01  7.88235713e-01]
 [ 2.72711738e-02  9.72631746e-01]
 [ 8.81514073e-02  9.11915575e-01]
 [ 6.57785661e-01  3.42206603e-01]
 [ 6.85425277e-01  3.14586685e-01]
 [ 7.30458011e-01  2.69541602e-01]
 [ 9.78831668e-01  2.11391132e-02]
 [ 4.09253508e-01  5.90749566e-01]
 [ 8.50915215e-01  1.49090709e-01]
 [ 4.68492839e-01  5.31523208e-01]
 [ 8.71415327e-01  1.28576078e-01]
 [ 5.64324154e-01  4.35642314e-01]
 [ 2.22897205e-01  7.77013317e-01]
 [ 2.86793153e-01  7.13197357e-01]
 [ 2.60689406e-01  7.39331048e-01]
 [ 5.36910542e-01  4.63122605e-01]
 [ 6.39933969e-01  3.60063928e-01]
 [ 3.20859938e-01  6.79133698e-01]
 [ 8.10808536e-03  9.91886772e-01]
 [ 3.10363786e-01  6.89645575e-01]
 [ 5.25059773e-01  4.74895220e-01]
 [ 8.88460695e-02  9.11157842e-01]
 [ 2.11863991e-01  7.88136934e-01]
 [ 6.91167750e-01  3.08861458e-01]
 [-1.08718891e-01  1.10882621e+00]
 [ 3.85074940e-02  9.61514358e-01]
 [ 6.89518228e-01  3.10482967e-01]
 [-3.12167857e-02  1.03124627e+00]
 [ 8.70979544e-01  1.29104995e-01]
 [ 6.71264180e-01  3.28734341e-01]
 [-4.84306214e-02  1.04843129e+00]
 [ 4.91225211e-01  5.08755505e-01]
 [ 3.31069246e-01  6.68937414e-01]
 [ 5.65236678e-01  4.34734768e-01]
 [ 9.28368281e-01  7.16270113e-02]
 [ 7.05372058e-02  9.29486188e-01]
 [ 4.29613616e-01  5.70388059e-01]
 [ 1.00075949e-01  8.99960400e-01]
 [ 3.67062084e-01  6.32947463e-01]
 [ 6.50333884e-01  3.49651855e-01]
 [ 9.74939902e-01  2.50409817e-02]
 [ 8.55101520e-01  1.44912158e-01]
 [ 6.79370399e-01  3.20613044e-01]
 [ 6.91104645e-01  3.08911344e-01]
 [ 7.83012425e-01  2.17002280e-01]
 [ 8.98314595e-01  1.01700612e-01]
 [ 4.76369940e-01  5.23693342e-01]
 [-2.74612225e-01  1.27451348e+00]
 [ 1.41875568e-01  8.58115531e-01]
 [ 5.05068421e-01  4.94919757e-01]
 [ 4.51971617e-01  5.48017577e-01]
 [ 9.30186682e-01  6.98302559e-02]
 [ 9.56595437e-01  4.33740479e-02]
 [ 5.12585732e-01  4.87414025e-01]
 [-1.20236831e-01  1.12023711e+00]
 [ 8.77767352e-01  1.22244328e-01]
 [ 8.53165475e-01  1.46831647e-01]
 [ 9.47729667e-02  9.05275993e-01]
 [ 1.15957537e+00 -1.59655368e-01]
 [ 1.14677964e-03  9.98958105e-01]
 [ 2.71648958e-01  7.28274118e-01]
 [ 8.51011772e-02  9.14941093e-01]
 [ 8.59012532e-01  1.40955357e-01]
 [ 5.40791103e-01  4.59203033e-01]
 [ 7.01512250e-01  2.98502186e-01]
 [ 6.63615983e-01  3.36373363e-01]
 [ 8.50934683e-01  1.49028905e-01]
 [ 6.43469398e-02  9.35637697e-01]
 [ 5.59539981e-01  4.40488489e-01]
 [-2.74294774e-01  1.27421131e+00]
 [ 5.87011522e-01  4.12998176e-01]
 [ 5.31162772e-01  4.68839128e-01]
 [ 8.70163120e-01  1.29825241e-01]
 [ 3.62139063e-01  6.37845180e-01]
 [ 4.68064947e-01  5.31996798e-01]
 [ 7.58750265e-01  2.41239258e-01]
 [ 7.65673734e-01  2.34339693e-01]
 [ 8.20898136e-01  1.79102027e-01]
 [-1.79092856e-03  1.00180274e+00]
 [ 4.04771155e-01  5.95280359e-01]
 [ 7.36015690e-01  2.63992051e-01]
 [ 7.53010956e-01  2.46983570e-01]
 [ 7.61548574e-01  2.38444340e-01]
 [ 2.06783356e-01  7.93280935e-01]
 [ 7.79026222e-01  2.21010606e-01]
 [ 4.25917105e-01  5.74100966e-01]
 [ 9.78894740e-01  2.10900215e-02]
 [ 5.31337178e-01  4.68681078e-01]
 [ 3.10260769e-01  6.89746633e-01]
 [ 1.30347130e-01  8.69670300e-01]
 [ 6.83652901e-01  3.16409808e-01]
 [ 6.12848832e-01  3.87246001e-01]
 [ 2.73430408e-01  7.26565343e-01]
 [ 8.40558724e-01  1.59434751e-01]
 [ 2.39295267e-01  7.60725830e-01]
 [ 6.99297275e-01  3.00699773e-01]
 [ 3.00057310e-01  6.99965185e-01]
 [ 5.51091923e-01  4.48885622e-01]
 [ 7.04740794e-01  2.95257796e-01]
 [ 9.61060823e-01  3.89216458e-02]
 [ 7.37791793e-01  2.62174712e-01]
 [ 6.32755105e-01  3.67221503e-01]
 [ 5.12856710e-01  4.87155815e-01]
 [ 7.31818586e-01  2.68182995e-01]
 [ 3.04026621e-01  6.95991552e-01]
 [-2.06964998e-01  1.20697879e+00]
 [ 6.80023816e-01  3.19979374e-01]
 [ 8.98579972e-01  1.01441755e-01]
 [ 5.93840810e-01  4.06124431e-01]
 [ 7.11108205e-02  9.28935603e-01]
 [ 7.61007172e-01  2.38950638e-01]
 [ 7.87738407e-01  2.12294649e-01]
 [ 6.54997264e-01  3.44987694e-01]
 [ 6.29040326e-01  3.70948164e-01]
 [ 8.38567561e-01  1.61430917e-01]
 [ 6.29445156e-02  9.37057443e-01]
 [ 5.91854432e-01  4.08084492e-01]
 [ 6.05482105e-01  3.94546329e-01]
 [ 8.54661331e-01  1.45317537e-01]
 [ 6.69884439e-02  9.33001526e-01]
 [ 7.41607942e-01  2.58392328e-01]
 [ 4.56183610e-01  5.43803588e-01]
 [ 7.33374522e-01  2.66595796e-01]
 [ 4.68434960e-01  5.31567091e-01]
 [ 6.02622492e-01  3.97331854e-01]
 [ 8.28275806e-01  1.71709000e-01]
 [ 1.05368386e+00 -5.36132396e-02]
 [ 7.66454071e-01  2.33558154e-01]
 [-3.80029530e-01  1.37997560e+00]
 [ 7.09807091e-01  2.90184431e-01]
 [ 7.17953438e-01  2.82077466e-01]
 [ 1.92257304e-01  8.07720161e-01]
 [ 7.51820827e-01  2.48173069e-01]
 [ 6.70200754e-01  3.29811425e-01]
 [ 7.91376801e-01  2.08636021e-01]
 [ 2.40582657e-01  7.59402885e-01]
 [ 1.00021566e+00 -2.52399203e-04]
 [ 7.69528337e-01  2.30448500e-01]
 [ 5.52133729e-01  4.47852312e-01]
 [ 6.63665937e-01  3.36321453e-01]
 [ 6.47213019e-01  3.52877581e-01]
 [ 4.30530101e-01  5.69480176e-01]
 [ 2.65113286e-01  7.34903575e-01]
 [ 8.63342978e-01  1.36672499e-01]
 [ 4.41699698e-01  5.58264180e-01]
 [ 2.10255717e-01  7.89673931e-01]
 [-1.30497576e-01  1.13045741e+00]
 [ 5.58975373e-02  9.44246744e-01]
 [-1.78099064e-01  1.17804259e+00]
 [ 9.52181310e-01  4.78825444e-02]
 [ 6.92758556e-01  3.07285033e-01]
 [-2.45227698e-01  1.24515967e+00]
 [ 9.38970205e-01  6.10508472e-02]
 [-9.58625469e-02  1.09583189e+00]
 [ 6.46692093e-01  3.53300752e-01]
 [ 1.50357474e-01  8.49644116e-01]
 [ 7.44918273e-01  2.55087586e-01]
 [ 5.29294163e-01  4.70730944e-01]
 [ 7.39415778e-01  2.60611403e-01]
 [ 4.68374003e-01  5.31605435e-01]
 [ 4.54079401e-01  5.45979926e-01]
 [ 1.89528793e-01  8.10497839e-01]
 [ 6.23036291e-01  3.76946447e-01]
 [-1.32105902e-02  1.01321447e+00]
 [ 5.06064211e-01  4.93903915e-01]
 [ 2.90516272e-01  7.09461955e-01]
 [ 2.91320567e-01  7.08692853e-01]
 [ 8.08076992e-01  1.92065105e-01]
 [ 7.63588348e-01  2.36431237e-01]
 [ 7.27752729e-01  2.72224452e-01]
 [ 1.81393232e-02  9.81876397e-01]
 [ 1.97394059e-01  8.02742921e-01]
 [ 8.08354911e-01  1.91653660e-01]
 [ 7.16613521e-01  2.83370994e-01]
 [ 5.55798077e-01  4.44207110e-01]
 [ 6.25187307e-01  3.74799921e-01]
 [ 5.87580972e-01  4.12423484e-01]
 [ 8.61631802e-01  1.38377074e-01]
 [ 4.66250844e-01  5.33714048e-01]
 [ 6.19515462e-01  3.80466252e-01]
 [ 6.99127743e-01  3.00875507e-01]
 [ 4.60739346e-01  5.39226255e-01]
 [ 2.88389242e-01  7.11638310e-01]
 [ 5.73405031e-01  4.26597368e-01]
 [ 8.97813585e-01  1.02139152e-01]
 [ 4.91731308e-01  5.08267805e-01]
 [ 1.04978823e+00 -4.97925656e-02]
 [ 3.71185201e-02  9.62943164e-01]
 [ 3.03600345e-01  6.96418665e-01]
 [ 2.49001590e-01  7.50992581e-01]
 [ 4.18964512e-01  5.81074964e-01]
 [ 2.57976018e-01  7.42020470e-01]
 [ 5.29509024e-01  4.70487260e-01]
 [ 7.64405006e-01  2.35592574e-01]
 [ 3.56569515e-01  6.43404067e-01]
 [ 8.92753702e-01  1.07261975e-01]
 [ 3.67347790e-01  6.32688194e-01]
 [ 8.52096629e-01  1.47914045e-01]
 [-5.47224641e-01  1.54717963e+00]
 [ 4.89246150e-01  5.10755443e-01]
 [ 3.14934240e-01  6.85113354e-01]
 [ 7.06824697e-02  9.29288143e-01]
 [ 2.79653647e-01  7.20355831e-01]
 [ 7.78191740e-01  2.21827510e-01]
 [ 5.37284671e-01  4.62726732e-01]
 [ 3.10129149e-01  6.89863285e-01]
 [ 7.42682523e-01  2.57331182e-01]
 [ 2.59276521e-01  7.40709284e-01]
 [ 8.98887605e-01  1.01122365e-01]
 [ 3.58499361e-01  6.41494784e-01]
 [ 2.35948177e-01  7.64067404e-01]
 [ 6.63625714e-01  3.36351161e-01]
 [ 9.16287458e-01  8.36764360e-02]
 [ 7.10390413e-01  2.89652930e-01]
 [ 1.04568718e+00 -4.56520976e-02]
 [ 7.21710513e-01  2.78313169e-01]
 [ 8.19567407e-01  1.80422281e-01]
 [-4.50921968e-01  1.45091212e+00]
 [ 4.46247840e-01  5.53768927e-01]
 [ 8.64708526e-01  1.35301952e-01]
 [ 1.86432315e-01  8.13576394e-01]
 [ 9.36481997e-01  6.35495901e-02]
 [ 2.95212855e-01  7.04827387e-01]
 [-3.54336704e-02  1.03542891e+00]
 [ 7.05358705e-01  2.94642634e-01]
 [ 3.93574010e-01  6.06395736e-01]
 [ 2.87491096e-01  7.12552811e-01]
 [ 4.03383222e-01  5.96567774e-01]
 [ 1.79824573e-01  8.20164083e-01]
 [ 9.95231962e-01  4.83802552e-03]
 [-1.05164765e-01  1.10508937e+00]
 [ 7.64500305e-01  2.35529229e-01]
 [ 8.19396204e-01  1.80606537e-01]
 [ 3.17545630e-01  6.82426888e-01]
 [ 2.03714099e-01  7.96308918e-01]
 [ 7.31053820e-01  2.68917922e-01]
 [ 5.11615497e-01  4.88367424e-01]
 [ 9.44245030e-01  5.57674139e-02]
 [ 6.36566096e-01  3.63442555e-01]
 [ 3.20500526e-01  6.79509698e-01]
 [ 7.70505887e-01  2.29457711e-01]
 [ 7.88019087e-01  2.12014021e-01]
 [ 7.61977423e-01  2.38033808e-01]
 [ 7.32733298e-01  2.67328188e-01]
 [ 3.97157124e-01  6.02818774e-01]
 [ 6.16722298e-01  3.83253962e-01]
 [ 5.33226717e-01  4.66755791e-01]
 [ 4.26027071e-01  5.74051742e-01]
 [ 4.26210342e-01  5.73782636e-01]
 [ 4.52136219e-01  5.47879993e-01]
 [ 1.08711570e-01  8.91248089e-01]
 [-1.57581398e-01  1.15760539e+00]
 [ 8.74557217e-01  1.25403575e-01]
 [ 7.14371427e-01  2.85632611e-01]
 [ 2.26678762e-01  7.73379697e-01]
 [ 6.57391070e-01  3.42570282e-01]
 [ 3.67920790e-02  9.63145333e-01]
 [ 6.12109706e-01  3.87898834e-01]
 [ 4.75999286e-01  5.24014813e-01]
 [ 5.21631412e-01  4.78336598e-01]
 [ 6.88782167e-01  3.11197116e-01]
 [ 5.66263648e-01  4.33734575e-01]
 [ 5.64713941e-01  4.35274426e-01]
 [ 6.01958021e-01  3.98060748e-01]
 [ 5.52957063e-01  4.47021919e-01]
 [ 6.13065306e-01  3.86928528e-01]
 [-2.31662123e-01  1.23168971e+00]
 [ 1.04098332e+00 -4.10470374e-02]
 [ 6.95154823e-01  3.04906148e-01]
 [ 8.23918323e-01  1.76048422e-01]
 [ 4.60606611e-01  5.39394225e-01]
 [ 9.66034107e-01  3.40291904e-02]
 [ 3.51246563e-01  6.48844718e-01]
 [ 4.38216677e-01  5.61769142e-01]
 [ 6.80063522e-01  3.19937359e-01]
 [ 7.56693282e-01  2.43253495e-01]
 [ 1.63337190e-01  8.36570321e-01]
 [-4.35023460e-01  1.43503373e+00]
 [ 4.67990768e-01  5.32009894e-01]
 [ 1.63833180e-01  8.36234633e-01]
 [ 3.96249902e-01  6.03759799e-01]
 [ 4.31742354e-01  5.68251896e-01]
 [ 6.50233505e-01  3.49752126e-01]
 [ 8.04339141e-01  1.95653919e-01]
 [ 2.58569404e-01  7.41362406e-01]
 [ 6.04433936e-01  3.95574053e-01]
 [ 7.14667457e-01  2.85309803e-01]
 [ 5.51857886e-01  4.48134725e-01]
 [-1.09374812e-01  1.10936275e+00]
 [ 6.93379273e-01  3.06618935e-01]
 [ 6.87459926e-01  3.12551809e-01]
 [ 8.02555217e-01  1.97435624e-01]
 [ 6.31457726e-01  3.68554009e-01]
 [ 7.24020781e-01  2.75973870e-01]
 [ 8.54009009e-01  1.46040254e-01]
 [ 7.01565968e-01  2.98428027e-01]
 [-3.91853163e-02  1.03922317e+00]
 [ 6.97156712e-01  3.02799756e-01]
 [ 6.66426469e-03  9.93293993e-01]
 [ 6.02862680e-01  3.97158073e-01]
 [ 1.38550823e-01  8.61415012e-01]
 [ 7.63026870e-01  2.37012561e-01]
 [ 3.99210013e-01  6.00785478e-01]
 [ 4.25550882e-01  5.74450186e-01]
 [ 4.37607145e-01  5.62394796e-01]
 [-1.28926829e-01  1.12893628e+00]
 [ 7.45908156e-01  2.54090052e-01]
 [ 8.21156794e-01  1.78860104e-01]
 [ 8.79624127e-01  1.20384077e-01]
 [ 5.37144979e-01  4.62896666e-01]
 [ 9.01957865e-01  9.80946771e-02]
 [ 7.37006266e-01  2.62989519e-01]
 [ 1.38799611e-01  8.61212637e-01]
 [ 5.38555813e-01  4.61428720e-01]
 [ 5.46402312e-01  4.53561752e-01]
 [-1.03758936e-01  1.10370932e+00]
 [ 8.38550570e-01  1.61428121e-01]
 [-2.05596611e-01  1.20571331e+00]
 [ 5.78948148e-02  9.42157287e-01]
 [ 9.23323327e-01  7.66825426e-02]
 [ 6.52752249e-01  3.47266515e-01]
 [ 4.47283398e-01  5.52678029e-01]
 [ 4.32705059e-01  5.67278827e-01]
 [ 5.34526631e-01  4.65515098e-01]
 [-3.63857752e-01  1.36380738e+00]
 [ 4.59812569e-01  5.40195969e-01]
 [-3.58972198e-01  1.35896506e+00]
 [-1.94830641e-02  1.01948427e+00]
 [ 7.17734641e-01  2.82276444e-01]
 [-3.91943016e-02  1.03919627e+00]
 [ 6.85052042e-01  3.14946738e-01]
 [ 4.37293575e-01  5.62703269e-01]
 [ 5.80087769e-01  4.19901683e-01]
 [-8.60920393e-02  1.08610534e+00]
 [ 5.78999892e-01  4.20904737e-01]
 [-2.97535726e-02  1.02982828e+00]
 [ 5.41397086e-01  4.58474769e-01]
 [ 8.81215714e-01  1.18722664e-01]
 [ 5.79691113e-01  4.20312697e-01]
 [ 3.71944215e-01  6.28062038e-01]
 [ 7.40562290e-02  9.26036669e-01]
 [ 5.11406299e-01  4.88583630e-01]
 [ 5.67747237e-01  4.32283600e-01]
 [ 5.79000371e-01  4.21002416e-01]
 [ 6.22122245e-01  3.77860175e-01]
 [ 3.58350897e-01  6.41670823e-01]
 [ 1.71731478e-02  9.82854863e-01]
 [ 1.24368198e-01  8.75688246e-01]
 [ 2.11013995e-01  7.88964079e-01]
 [ 1.66534159e-01  8.33444080e-01]
 [ 9.09077298e-02  9.09046300e-01]
 [ 6.44896795e-01  3.55111157e-01]
 [ 5.69764845e-01  4.30242656e-01]
 [-6.65048065e-02  1.06651011e+00]
 [ 8.80401123e-01  1.19679116e-01]
 [ 6.86726324e-01  3.13297163e-01]
 [ 4.97139807e-01  5.02867195e-01]
 [ 8.31038874e-01  1.68972149e-01]
 [ 2.04336377e-01  7.95642414e-01]
 [ 6.17097595e-01  3.82913354e-01]
 [ 9.38691246e-02  9.06011086e-01]
 [ 7.47681659e-01  2.52365072e-01]
 [-1.29093309e-01  1.12909628e+00]
 [ 6.29974649e-01  3.70017446e-01]
 [ 6.10267657e-01  3.89731690e-01]
 [ 2.53541609e-01  7.46484725e-01]
 [ 8.75368532e-02  9.12482469e-01]
 [-3.60242872e-02  1.03598168e+00]
 [ 3.35393729e-01  6.64642582e-01]
 [ 8.56110609e-01  1.43822189e-01]
 [ 6.95014906e-01  3.04960704e-01]
 [ 3.31065193e-01  6.68918615e-01]
 [ 4.01449735e-02  9.59847130e-01]
 [ 2.26985189e-01  7.73021029e-01]
 [ 2.89697506e-01  7.10233477e-01]
 [ 6.36595103e-01  3.63374582e-01]
 [ 2.81034807e-01  7.18949630e-01]
 [ 5.42611103e-02  9.45735309e-01]
 [ 1.05659067e+00 -5.66251931e-02]
 [ 7.86456081e-01  2.13582321e-01]
 [ 5.02897883e-01  4.97022256e-01]
 [ 1.24283855e+00 -2.42866640e-01]
 [ 5.83330381e-01  4.16671367e-01]
 [ 1.23799778e+00 -2.38051329e-01]
 [ 6.77219306e-01  3.22793609e-01]
