[[-5.14183044e-02  1.05140400e+00]
 [ 2.88058281e-01  7.11935043e-01]
 [ 9.20677185e-02  9.07924652e-01]
 [ 1.06191635e-02  9.89366531e-01]
 [ 3.87457848e-01  6.12541199e-01]
 [ 7.41676331e-01  2.58299828e-01]
 [ 6.26031876e-01  3.73963356e-01]
 [ 4.72467422e-01  5.27523994e-01]
 [ 7.70825386e-01  2.29174614e-01]
 [ 6.61210060e-01  3.38788033e-01]
 [ 8.72931480e-01  1.27064705e-01]
 [ 7.24636078e-01  2.75355339e-01]
 [ 5.31644821e-01  4.68344688e-01]
 [ 9.54691887e-01  4.53023911e-02]
 [ 7.95459747e-03  9.92041588e-01]
 [ 5.99403381e-02  9.40051079e-01]
 [ 6.02187157e-01  3.97811890e-01]
 [ 6.14496231e-01  3.85510445e-01]
 [ 5.19406319e-01  4.80586052e-01]
 [ 3.51159096e-01  6.48823738e-01]
 [ 9.72575188e-01  2.74114609e-02]
 [ 8.78536224e-01  1.21470451e-01]
 [ 9.90086555e-01  9.90772247e-03]
 [ 3.92616272e-01  6.07377052e-01]
 [ 4.95365143e-01  5.04635811e-01]
 [-1.40171051e-02  1.01402187e+00]
 [-8.08382034e-02  1.08083916e+00]
 [ 4.08613205e-01  5.91384888e-01]
 [ 8.16554070e-01  1.83442116e-01]
 [ 1.00072289e+00 -7.33375549e-04]
 [ 9.96512413e-01  3.48949432e-03]
 [ 2.65903473e-02  9.73396301e-01]
 [ 7.22599030e-02  9.27737236e-01]
 [ 7.25536346e-01  2.74461746e-01]
 [ 4.01535034e-01  5.98461151e-01]
 [ 8.03762436e-01  1.96232796e-01]
 [ 3.14634323e-01  6.85352325e-01]
 [ 5.03280640e-01  4.96703148e-01]
 [ 9.35423851e-01  6.45732880e-02]
 [ 7.86052704e-01  2.13943481e-01]
 [ 9.99907494e-01  8.77380371e-05]
 [ 4.56514359e-01  5.43491364e-01]
 [ 6.68120384e-01  3.31860542e-01]
 [ 6.31256104e-01  3.68733406e-01]
 [ 1.01087666e+00 -1.08804703e-02]
 [ 3.05838585e-01  6.94152832e-01]
 [ 7.86209106e-01  2.13766098e-01]
 [ 3.13682556e-01  6.86313629e-01]
 [ 3.47794533e-01  6.52204514e-01]
 [-8.86125565e-02  1.08859348e+00]
 [ 6.59556389e-01  3.40433121e-01]
 [ 2.64797211e-01  7.35195160e-01]
 [-1.65191650e-01  1.16518497e+00]
 [ 4.16342735e-01  5.83655357e-01]
 [ 4.52916145e-01  5.47073364e-01]
 [ 1.03499126e+00 -3.49998474e-02]
 [ 4.86106873e-01  5.13880730e-01]
 [ 1.08826160e+00 -8.82596970e-02]
 [ 2.63520241e-01  7.36477852e-01]
 [-6.25514984e-03  1.00624371e+00]
 [ 4.47401047e-01  5.52609444e-01]
 [ 5.53596497e-01  4.46393013e-01]
 [ 3.58662605e-01  6.41328812e-01]
 [ 7.05333710e-01  2.94662476e-01]
 [ 6.07340813e-01  3.92658234e-01]
 [ 6.70471191e-01  3.29528809e-01]
 [ 8.03565979e-02  9.19647217e-01]
 [ 4.19124603e-01  5.80862999e-01]
 [ 1.07320786e-01  8.92672539e-01]
 [ 7.80356407e-01  2.19636917e-01]
 [ 7.65350342e-01  2.34650612e-01]
 [ 9.06589508e-01  9.33980942e-02]
 [ 8.43722343e-01  1.56270027e-01]
 [ 8.08370590e-01  1.91626549e-01]
 [-2.16220856e-01  1.21622181e+00]
 [ 1.10481358e+00 -1.04818344e-01]
 [ 4.04714584e-01  5.95281601e-01]
 [ 7.54876137e-01  2.45117188e-01]
 [ 1.23909283e+00 -2.39101410e-01]
 [ 1.67213440e-01  8.32770348e-01]
 [ 5.49267769e-01  4.50727463e-01]
 [ 7.26793289e-01  2.73201942e-01]
 [ 2.18241692e-01  7.81748772e-01]
 [ 1.96018219e-02  9.80387688e-01]
 [ 1.05634880e+00 -5.63545227e-02]
 [ 1.64430618e-01  8.35558891e-01]
 [-3.69195938e-02  1.03691196e+00]
 [ 8.31108093e-02  9.16886330e-01]
 [ 6.58582687e-01  3.41410637e-01]
 [ 8.38466644e-01  1.61517143e-01]
 [ 9.32603836e-01  6.73980713e-02]
 [-1.45606041e-01  1.14560223e+00]
 [-1.55226707e-01  1.15521812e+00]
 [ 4.77338791e-01  5.22660255e-01]
 [ 6.73739433e-01  3.26258659e-01]
 [ 4.93937492e-01  5.06053925e-01]
 [ 6.12256050e-01  3.87719154e-01]
 [-2.69555092e-01  1.26955795e+00]
 [-1.82183266e-01  1.18218708e+00]
 [ 6.39244080e-01  3.60748291e-01]
 [ 1.78926468e-01  8.21061134e-01]
 [ 1.45452499e-01  8.54542732e-01]
 [ 5.72181702e-01  4.27808762e-01]
 [ 8.17584991e-02  9.18232918e-01]
 [-1.06773376e-02  1.01066875e+00]
 [ 4.91855621e-01  5.08143425e-01]
 [ 2.31650352e-01  7.68346786e-01]
 [-2.36497879e-01  1.23649216e+00]
 [ 6.32732391e-01  3.67269516e-01]
 [ 1.91727638e-01  8.08270454e-01]
 [-4.94852066e-02  1.04948425e+00]
 [-1.36536598e-01  1.13652039e+00]
 [ 6.57833099e-01  3.42165947e-01]
 [ 6.34640694e-01  3.65345001e-01]
 [ 9.92243767e-01  7.74860382e-03]
 [-2.75297165e-02  1.02752018e+00]
 [ 9.86681938e-01  1.33085251e-02]
 [ 1.43016815e-01  8.56970787e-01]
 [ 1.88331604e-01  8.11660767e-01]
 [ 6.09456062e-01  3.90546799e-01]
 [-1.27456665e-01  1.12744808e+00]
 [ 2.87149429e-01  7.12841988e-01]
 [ 2.73576736e-01  7.26412773e-01]
 [ 6.68201447e-01  3.31789017e-01]
 [ 3.09632301e-01  6.90356255e-01]
 [ 4.82074738e-01  5.17931938e-01]
 [ 4.58860397e-01  5.41132927e-01]
 [ 8.85430336e-01  1.14562988e-01]
 [ 9.26399231e-01  7.35883713e-02]
 [ 1.13550663e+00 -1.35512352e-01]
 [ 9.95477676e-01  4.51755524e-03]
 [ 1.08651257e+00 -8.65211487e-02]
 [ 6.85961723e-01  3.14027786e-01]
 [ 1.04474163e+00 -4.47521210e-02]
 [-1.55199051e-01  1.15520000e+00]
 [ 8.82192612e-01  1.17797852e-01]
 [ 7.58793831e-01  2.41203308e-01]
 [ 7.39610672e-01  2.60384560e-01]
 [-1.37502670e-01  1.13750172e+00]
 [-2.99406052e-02  1.02994442e+00]
 [-2.91919708e-03  1.00292301e+00]
 [-7.77349472e-02  1.07772636e+00]
 [ 4.41686630e-01  5.58311462e-01]
 [ 6.92948341e-01  3.07054520e-01]
 [ 4.58853722e-01  5.41142464e-01]
 [ 6.17609978e-01  3.82394791e-01]
 [-2.59189606e-02  1.02591801e+00]
 [ 5.08891106e-01  4.91106033e-01]
 [ 6.84926033e-01  3.15067291e-01]
 [ 2.80294418e-01  7.19695091e-01]
 [ 1.53855324e-01  8.46151352e-01]
 [ 1.93685532e-01  8.06314468e-01]
 [ 3.99714470e-01  6.00287437e-01]
 [ 9.10529137e-01  8.94680023e-02]
 [ 2.91432381e-01  7.08547592e-01]
 [ 1.19601250e+00 -1.96014404e-01]
 [ 4.11903381e-01  5.88101387e-01]
 [ 4.69872475e-01  5.30126572e-01]
 [ 5.84575653e-01  4.15426254e-01]
 [ 1.09964180e+00 -9.96456146e-02]
 [ 7.00817108e-02  9.29908752e-01]
 [ 1.02865982e+00 -2.86722183e-02]
 [ 8.67668152e-01  1.32325172e-01]
 [-1.75733566e-02  1.01757336e+00]
 [ 3.28334808e-01  6.71658516e-01]
 [-4.89789009e-01  1.48977566e+00]
 [ 2.68758774e-01  7.31239319e-01]
 [ 9.67667580e-01  3.23276520e-02]
 [ 1.12186527e+00 -1.21866226e-01]
 [ 4.92056847e-01  5.07940292e-01]
 [ 8.56760025e-01  1.43226624e-01]
 [ 4.49315071e-01  5.50683975e-01]
 [ 4.18583870e-01  5.81417084e-01]
 [ 5.87398529e-01  4.12603378e-01]
 [-3.61728668e-02  1.03616810e+00]
 [ 3.96854401e-01  6.03147507e-01]
 [-7.90777206e-02  1.07906818e+00]
 [-7.89890289e-02  1.07898235e+00]
 [-1.97267532e-02  1.01971340e+00]
 [-7.39879608e-02  1.07398701e+00]
 [ 7.04521179e-01  2.95475006e-01]
 [ 4.64375496e-01  5.35613060e-01]
 [ 3.13172340e-01  6.86824799e-01]
 [-3.23572159e-02  1.03234768e+00]
 [ 1.30734444e-01  8.69257927e-01]
 [ 2.11455345e-01  7.88551331e-01]
 [ 1.00193977e+00 -1.94454193e-03]
 [ 5.28480530e-01  4.71508026e-01]
 [ 1.71280861e-01  8.28713417e-01]
 [ 4.57879066e-01  5.42106628e-01]
 [ 8.09658051e-01  1.90338135e-01]
 [ 8.54661942e-01  1.45342827e-01]
 [ 2.12764740e-03  9.97859001e-01]
 [ 3.95536423e-01  6.04475021e-01]
 [ 1.07001591e+00 -7.00254440e-02]
 [ 9.52544212e-01  4.74519730e-02]
 [ 1.75021172e-01  8.24973106e-01]
 [ 3.75651360e-01  6.24351501e-01]
 [ 8.61422539e-01  1.38581276e-01]
 [ 7.06080437e-01  2.93910027e-01]
 [ 7.08196640e-01  2.91797638e-01]
 [-8.44793320e-02  1.08446980e+00]
 [ 9.90435600e-01  9.56249237e-03]
 [ 7.70740509e-02  9.22920227e-01]
 [-2.51073837e-02  1.02509880e+00]
 [ 7.45813370e-01  2.54181862e-01]
 [ 7.36575127e-01  2.63423920e-01]
 [ 7.25181580e-01  2.74815559e-01]
 [ 3.42280388e-01  6.57709122e-01]
 [ 9.25737381e-01  7.42521286e-02]
 [ 9.05438423e-01  9.45529938e-02]
 [-3.31411362e-02  1.03313446e+00]
 [ 7.32463837e-01  2.67527580e-01]
 [ 6.95012093e-01  3.04983139e-01]
 [-1.32274628e-03  1.00131893e+00]
 [-1.92127228e-01  1.19211960e+00]
 [-8.48073959e-02  1.08480072e+00]
 [ 8.98399353e-01  1.01595879e-01]
 [ 2.75188446e-01  7.24806786e-01]
 [ 9.89322662e-02  9.01057243e-01]
 [ 2.35099792e-02  9.76482391e-01]
 [ 8.01327705e-01  1.98669434e-01]
 [ 5.61468124e-01  4.38516617e-01]
 [-2.75821686e-02  1.02757549e+00]
 [ 1.70390129e-01  8.29605103e-01]
 [ 7.60455132e-01  2.39548683e-01]
 [-1.65341377e-01  1.16533756e+00]
 [-3.01677704e-01  1.30167103e+00]
 [ 2.23186493e-01  7.76804924e-01]
 [-1.20600700e-01  1.12059307e+00]
 [ 6.31130219e-01  3.68857384e-01]
 [ 6.75574303e-01  3.24419022e-01]
 [ 9.21449661e-02  9.07851219e-01]
 [-1.40157700e-01  1.14015675e+00]
 [ 7.37216949e-01  2.62788773e-01]
 [ 6.83563232e-01  3.16421509e-01]
 [-1.57115936e-01  1.15710258e+00]
 [ 3.82538795e-01  6.17457390e-01]
 [ 5.42895317e-01  4.57105637e-01]
 [-5.92336655e-02  1.05922699e+00]
 [ 9.75103378e-01  2.48823166e-02]
 [ 8.16119194e-01  1.83869362e-01]
 [-3.61442566e-04  1.00035954e+00]
 [ 2.55417824e-01  7.44583130e-01]
 [-7.30991364e-02  1.07309532e+00]
 [ 7.95436859e-01  2.04561234e-01]
 [ 6.24585152e-01  3.75413895e-01]
 [ 3.88015747e-01  6.11968994e-01]
 [ 5.27420044e-02  9.47262764e-01]
 [-6.83650970e-02  1.06835461e+00]
 [-8.62741470e-02  1.08626652e+00]
 [ 5.48637390e-01  4.51342583e-01]
 [ 5.91418266e-01  4.08575058e-01]
 [ 6.78625107e-02  9.32124138e-01]
 [ 4.62427139e-01  5.37583351e-01]
 [ 1.36960030e-01  8.63032341e-01]
 [ 6.36747360e-01  3.63249779e-01]
 [ 6.16949081e-01  3.83046150e-01]
 [-1.81674957e-03  1.00181866e+00]
 [-1.84562683e-01  1.18456459e+00]
 [-5.18293381e-02  1.05181503e+00]
 [ 1.47445679e-01  8.52550507e-01]
 [ 6.37332916e-01  3.62668991e-01]
 [ 6.79159164e-01  3.20832253e-01]
 [ 1.15268707e-01  8.84716988e-01]
 [ 5.88841438e-01  4.11161423e-01]
 [ 2.49653816e-01  7.50329018e-01]
 [ 5.25188446e-03  9.94741440e-01]
 [ 1.11344337e-01  8.88650894e-01]
 [ 3.79180908e-02  9.62084770e-01]
 [ 5.85649490e-01  4.14344788e-01]
 [ 9.83243942e-01  1.67455673e-02]
 [ 1.92867279e-01  8.07114601e-01]
 [-6.27422333e-03  1.00627613e+00]
 [ 4.13171768e-01  5.86823463e-01]
 [ 9.08318520e-01  9.16767120e-02]
 [-1.99644089e-01  1.19964314e+00]
 [ 6.02868080e-01  3.97124290e-01]
 [ 2.58382797e-01  7.41608620e-01]
 [ 5.46642303e-01  4.53342438e-01]
 [ 8.12921524e-01  1.87076569e-01]
 [ 7.90105820e-01  2.09894180e-01]
 [ 9.55362320e-01  4.46262360e-02]
 [ 7.88940430e-01  2.11048126e-01]
 [ 7.36653328e-01  2.63326645e-01]
 [ 3.49166870e-01  6.50833130e-01]
 [ 4.62837219e-02  9.53717232e-01]
 [ 7.53713608e-01  2.46281624e-01]
 [ 9.41721916e-01  5.82714081e-02]
 [ 5.98333359e-01  4.01667595e-01]
 [ 8.66530418e-01  1.33473396e-01]
 [ 8.19705009e-01  1.80291176e-01]
 [ 6.61531448e-01  3.38459015e-01]
 [ 8.08506966e-01  1.91489220e-01]
 [ 7.20022202e-01  2.79968262e-01]
 [ 1.85371399e-01  8.14630508e-01]
 [ 9.52768326e-02  9.04718399e-01]
 [ 3.04082870e-01  6.95913315e-01]
 [ 6.81631088e-01  3.18361282e-01]
 [ 1.92023277e-01  8.07973862e-01]
 [ 7.55125046e-01  2.44868279e-01]
 [ 5.33188820e-01  4.66803551e-01]
 [ 4.15823936e-01  5.84180832e-01]
 [ 6.89512253e-01  3.10492516e-01]
 [ 4.70768929e-01  5.29219627e-01]
 [ 9.58786011e-02  9.04124260e-01]
 [ 2.02131271e-02  9.79778290e-01]
 [ 1.12818909e+00 -1.28191948e-01]
 [-1.76181793e-02  1.01761913e+00]
 [ 6.67410851e-01  3.32583427e-01]
 [ 5.79490662e-01  4.20510292e-01]
 [ 1.22297764e+00 -2.22976685e-01]
 [ 1.46100044e-01  8.53890419e-01]
 [ 9.70098495e-01  2.98957825e-02]
 [-3.31792831e-02  1.03317738e+00]
 [ 5.61964989e-01  4.38024521e-01]
 [ 7.94095039e-01  2.05895424e-01]
 [ 8.01121712e-01  1.98880196e-01]
 [ 6.45359993e-01  3.54639053e-01]
 [ 2.72460938e-01  7.27541924e-01]
 [-1.78718567e-03  1.00178814e+00]
 [ 2.39866257e-01  7.60125160e-01]
 [ 6.97492599e-01  3.02514076e-01]
 [ 1.10213280e-01  8.89780998e-01]
 [ 4.87823486e-02  9.51214790e-01]
 [-1.94044113e-02  1.01940727e+00]
 [ 6.69584274e-01  3.30412865e-01]
 [ 6.02181435e-01  3.97804260e-01]
 [ 3.35891724e-01  6.64108276e-01]
 [-5.04970551e-02  1.05049133e+00]
 [ 1.05184364e+00 -5.18493652e-02]
 [ 4.41608429e-02  9.55837250e-01]
 [ 7.39177704e-01  2.60816574e-01]
 [-1.29352570e-01  1.12934303e+00]
 [ 7.03253746e-01  2.96751976e-01]
 [ 7.15232849e-01  2.84761429e-01]
 [ 8.59730721e-01  1.40266418e-01]
 [-4.05893326e-02  1.04058361e+00]
 [ 6.09662056e-01  3.90333176e-01]
 [ 1.04443932e+00 -4.44402695e-02]
 [ 5.14421463e-02  9.48553085e-01]
 [ 1.00660992e+00 -6.61849976e-03]
 [ 7.92526245e-01  2.07468987e-01]
 [ 3.07814598e-01  6.92167282e-01]
 [ 7.73024559e-01  2.26970673e-01]
 [ 1.96213722e-01  8.03771973e-01]
 [ 4.68416214e-02  9.53151703e-01]
 [ 8.40599060e-01  1.59408569e-01]
 [ 6.95744514e-01  3.04247856e-01]
 [ 9.33647156e-01  6.63471222e-02]
 [-2.12001801e-01  1.21198940e+00]
 [ 4.64062691e-01  5.35937309e-01]
 [ 5.48128128e-01  4.51868057e-01]
 [ 2.72603989e-01  7.27392197e-01]
 [ 1.02138329e+00 -2.13956833e-02]
 [ 3.51935387e-01  6.48063660e-01]
 [ 4.58265305e-01  5.41728020e-01]
 [ 1.01267242e+00 -1.26733780e-02]
 [ 5.79353333e-01  4.20642853e-01]
 [ 1.05360413e+00 -5.36022186e-02]
 [ 4.55496788e-01  5.44498444e-01]
 [ 1.03436852e+00 -3.43704224e-02]
 [ 7.05183983e-01  2.94812202e-01]
 [ 5.78263283e-01  4.21741486e-01]
 [ 6.99349403e-01  3.00650597e-01]
 [ 1.00000381e-01  8.99988174e-01]
 [ 6.63039207e-01  3.36950302e-01]
 [ 1.07918549e+00 -7.91835785e-02]
 [ 1.06738281e+00 -6.73828125e-02]
 [ 7.67421722e-03  9.92325783e-01]
 [ 6.89793587e-01  3.10199738e-01]
 [ 7.22897530e-01  2.77091980e-01]
 [-1.14717484e-02  1.01146412e+00]
 [ 2.21366882e-02  9.77869987e-01]
 [ 6.81858063e-02  9.31811333e-01]
 [-1.29689217e-01  1.12968445e+00]
 [ 9.42346573e-01  5.76496124e-02]
 [ 1.62886620e-01  8.37099075e-01]
 [ 4.52133179e-01  5.47857285e-01]
 [ 9.13744926e-01  8.62607956e-02]
 [ 9.04085159e-01  9.59091187e-02]
 [ 8.02082062e-01  1.97907448e-01]
 [ 2.03948021e-01  7.96047211e-01]
 [-1.21556282e-01  1.12154388e+00]
 [ 6.93804741e-01  3.06192398e-01]
 [ 5.26198387e-01  4.73793983e-01]
 [ 9.17392731e-01  8.26025009e-02]
 [-1.97706223e-02  1.01976204e+00]
 [ 6.01150513e-01  3.98840904e-01]
 [ 3.95452499e-01  6.04556084e-01]
 [ 5.67922592e-01  4.32064056e-01]
 [ 1.82245255e-01  8.17749977e-01]
 [ 3.94506454e-02  9.60543633e-01]
 [ 7.25104332e-01  2.74885178e-01]
 [ 2.12065697e-01  7.87927628e-01]
 [ 1.42518997e-01  8.57470512e-01]
 [ 9.68188286e-01  3.18098068e-02]
 [ 2.91119576e-01  7.08880424e-01]
 [ 1.15427589e+00 -1.54285431e-01]
 [ 7.26234436e-01  2.73765564e-01]
 [ 1.04234695e-01  8.95755768e-01]
 [ 9.63253021e-01  3.67355347e-02]
 [ 5.88459015e-01  4.11538124e-01]
 [ 5.63428879e-01  4.36573029e-01]
 [ 8.31981659e-01  1.68009758e-01]
 [ 4.32170868e-01  5.67837715e-01]
 [ 1.43034935e-01  8.56966972e-01]
 [ 3.70559692e-02  9.62942123e-01]
 [ 9.36596870e-01  6.34031296e-02]
 [ 1.01012230e-01  8.98983002e-01]
 [ 1.82517052e-01  8.17478180e-01]
 [ 5.33795357e-01  4.66202736e-01]
 [ 3.36761475e-02  9.66312408e-01]
 [ 7.93678284e-01  2.06319809e-01]
 [ 3.42370033e-01  6.57627106e-01]
 [-4.04911041e-02  1.04049492e+00]
 [ 8.30663681e-01  1.69329643e-01]
 [ 5.47970772e-01  4.52010155e-01]
 [ 1.44624710e-02  9.85545158e-01]
 [ 6.71791077e-01  3.28215599e-01]
 [ 5.72631836e-01  4.27353859e-01]
 [ 2.71892548e-03  9.97277260e-01]
 [ 4.71661568e-01  5.28327942e-01]
 [ 1.57070160e-02  9.84289169e-01]
 [ 7.68165588e-02  9.23186302e-01]
 [ 9.01284218e-01  9.87091064e-02]
 [ 2.34052658e-01  7.65933037e-01]
 [ 7.57092476e-01  2.42900848e-01]
 [ 5.44883728e-01  4.55118179e-01]
 [-5.58948517e-02  1.05587864e+00]
 [ 6.28608704e-01  3.71390343e-01]
 [ 1.20982170e-01  8.79016876e-01]
 [ 3.60495567e-01  6.39496803e-01]
 [ 7.35950470e-03  9.92626190e-01]
 [ 2.09856033e-01  7.90129662e-01]
 [ 2.54402161e-01  7.45594025e-01]
 [ 4.42208290e-01  5.57785988e-01]
 [-3.62167358e-02  1.03620911e+00]
 [ 9.07604218e-01  9.23700333e-02]
 [ 9.46907043e-01  5.30881882e-02]
 [ 4.72545624e-01  5.27452469e-01]
 [ 3.19237709e-01  6.80763245e-01]
 [ 1.00075245e+00 -7.61032104e-04]
 [ 3.10715675e-01  6.89274788e-01]
 [ 1.04390240e+00 -4.39090729e-02]
 [ 7.58938789e-01  2.41058350e-01]
 [ 9.07060623e-01  9.29336548e-02]
 [ 2.05898285e-03  9.97929573e-01]
 [ 3.29325676e-01  6.70664787e-01]
 [ 1.14769650e+00 -1.47699356e-01]
 [ 7.64636040e-01  2.35358238e-01]
 [-2.67362595e-02  1.02673149e+00]
 [ 5.52021980e-01  4.47967529e-01]
 [ 4.93857384e-01  5.06141663e-01]
 [ 6.61303520e-01  3.38695526e-01]
 [ 8.28001022e-01  1.71994209e-01]
 [ 1.03342056e+00 -3.34167480e-02]
 [ 8.58263016e-01  1.41734123e-01]
 [-1.64916039e-01  1.16490650e+00]
 [ 9.78407860e-01  2.15778351e-02]
 [ 3.62510681e-02  9.63750839e-01]
 [ 1.07600307e+00 -7.60002136e-02]
 [ 5.67072868e-01  4.32918549e-01]
 [ 7.53886223e-01  2.46104240e-01]
 [ 8.68997574e-01  1.30997658e-01]
 [ 1.03564930e+00 -3.56550217e-02]
 [ 7.96085358e-01  2.03910828e-01]
 [ 4.38690186e-03  9.95608330e-01]
 [ 1.28326607e+00 -2.83273697e-01]
 [ 8.18758011e-01  1.81245804e-01]
 [ 7.24170685e-01  2.75820732e-01]
 [ 7.67380714e-01  2.32611656e-01]
 [ 7.02265739e-01  2.97733307e-01]
 [ 1.99184418e-02  9.80072975e-01]
 [ 8.19247246e-01  1.80745125e-01]
 [ 9.09481049e-02  9.09051895e-01]
 [ 1.03865623e-01  8.96128654e-01]
 [ 1.09156895e+00 -9.15699005e-02]
 [ 6.50435448e-01  3.49566460e-01]
 [ 7.35785484e-01  2.64210701e-01]
 [ 5.64203262e-01  4.35792923e-01]
 [ 2.05688477e-01  7.94311523e-01]
 [ 2.49015808e-01  7.50988007e-01]
 [-8.61787796e-02  1.08617115e+00]
 [ 4.94880676e-01  5.05100250e-01]
 [ 2.11398125e-01  7.88599014e-01]
 [ 8.67943764e-01  1.32041931e-01]
 [ 9.48927879e-01  5.10606766e-02]
 [ 1.00649834e-01  8.99335861e-01]
 [ 1.61474228e-01  8.38520050e-01]
 [-1.48637772e-01  1.14861965e+00]
 [ 3.57692719e-01  6.42297745e-01]
 [ 4.55388069e-01  5.44597626e-01]
 [-4.35743332e-01  1.43573475e+00]
 [-1.94975853e-01  1.19497108e+00]
 [ 7.13344574e-01  2.86661148e-01]
 [ 3.95774841e-04  9.99600410e-01]
 [-8.43057632e-02  1.08429432e+00]
 [ 1.31645203e-02  9.86829758e-01]
 [ 8.62817764e-02  9.13709641e-01]
 [ 4.88763809e-01  5.11228561e-01]
 [ 9.92198944e-01  7.79151917e-03]
 [ 7.57603645e-01  2.42397308e-01]
 [ 6.74877167e-01  3.25112343e-01]
 [ 5.21445274e-01  4.78546143e-01]
 [ 6.52256012e-01  3.47749710e-01]
 [ 6.49837494e-01  3.50160599e-01]
 [ 5.98270416e-01  4.01726723e-01]
 [ 1.33883095e+00 -3.38836670e-01]
 [ 9.20312881e-01  7.96842575e-02]
 [ 6.71452522e-01  3.28549385e-01]
 [ 2.56538391e-03  9.97418404e-01]
 [ 4.10567284e-01  5.89431763e-01]
 [ 6.03232384e-01  3.96764755e-01]
 [ 9.70878601e-01  2.91204453e-02]
 [-8.90731812e-03  1.00890636e+00]
 [ 4.82304573e-01  5.17692566e-01]
 [ 3.35921288e-01  6.64082527e-01]
 [ 5.23490906e-02  9.47637558e-01]
 [-1.78794861e-02  1.01787567e+00]
 [ 3.82889748e-01  6.17106438e-01]
 [ 2.32587814e-01  7.67400742e-01]
 [ 9.92506027e-01  7.47871399e-03]
 [ 5.88421822e-01  4.11579132e-01]
 [ 7.52782822e-01  2.47217178e-01]
 [ 2.76381493e-01  7.23612785e-01]
 [-7.63273239e-02  1.07632446e+00]
 [ 3.33171844e-01  6.66819572e-01]
 [ 1.13742542e+00 -1.37434006e-01]
 [ 8.93192291e-01  1.06800079e-01]
 [ 3.22195053e-01  6.77803040e-01]
 [ 6.09959602e-01  3.90036583e-01]
 [ 2.31339455e-01  7.68674850e-01]
 [-6.06851578e-02  1.06068516e+00]
 [ 8.04416656e-01  1.95582390e-01]
 [ 8.01083565e-01  1.98905945e-01]
 [ 8.39708328e-01  1.60279274e-01]
 [ 1.37946892e+00 -3.79475594e-01]
 [ 1.06585503e-01  8.93415451e-01]
 [ 1.18989944e-01  8.81008148e-01]
 [ 2.00029373e-01  7.99979210e-01]
 [ 7.30539322e-01  2.69458771e-01]
 [ 3.95972252e-01  6.04027748e-01]
 [ 1.27575874e-01  8.72426033e-01]
 [ 6.61185265e-01  3.38813782e-01]
 [ 1.06452465e+00 -6.45265579e-02]
 [-1.79759979e-01  1.17975616e+00]
 [ 7.99981117e-01  2.00015068e-01]
 [ 1.14882469e-01  8.85112762e-01]
 [ 1.27910519e+00 -2.79109955e-01]
 [ 4.96846199e-01  5.03149986e-01]
 [ 6.76664352e-01  3.23334694e-01]
 [ 6.39976501e-01  3.60020638e-01]
 [ 4.56686974e-01  5.43297768e-01]
 [ 5.45670509e-01  4.54325676e-01]
 [ 4.81513023e-01  5.18475533e-01]
 [ 6.02454185e-01  3.97539139e-01]
 [ 4.49037552e-01  5.50953865e-01]
 [ 1.02080345e+00 -2.08063126e-02]
 [ 5.15857697e-01  4.84129906e-01]
 [-2.04381943e-02  1.02044201e+00]
 [ 6.14603996e-01  3.85394096e-01]
 [-4.00676727e-02  1.04005337e+00]
 [ 5.09588242e-01  4.90402222e-01]
 [ 1.21490002e+00 -2.14900970e-01]
