[[ 1.25793785e+00 -2.57937928e-01]
 [ 3.65367357e-01  6.34632994e-01]
 [ 3.48419804e-01  6.51580443e-01]
 [ 1.68540900e-01  8.31459438e-01]
 [ 4.79582574e-01  5.20417830e-01]
 [ 1.24920805e+00 -2.49208557e-01]
 [-1.31271520e-02  1.01312530e+00]
 [ 6.27242089e-01  3.72757898e-01]
 [-6.96992820e-04  1.00069699e+00]
 [ 9.83954513e-01  1.60450709e-02]
 [ 4.97160826e-01  5.02841029e-01]
 [ 5.45675529e-01  4.54325752e-01]
 [ 9.68757988e-01  3.12410955e-02]
 [ 6.81240186e-01  3.18760236e-01]
 [ 9.89891506e-01  1.01098577e-02]
 [-5.47984811e-03  1.00547979e+00]
 [ 3.18569923e-01  6.81429521e-01]
 [ 9.25155604e-01  7.48461198e-02]
 [ 5.92736864e-01  4.07263479e-01]
 [ 8.62228201e-01  1.37773005e-01]
 [ 5.43628896e-01  4.56371273e-01]
 [ 7.00235535e-01  2.99762851e-01]
 [ 5.90500304e-01  4.09498962e-01]
 [ 6.43849528e-01  3.56151961e-01]
 [-3.37719609e-02  1.03377132e+00]
 [ 9.96172637e-01  3.82886447e-03]
 [ 1.19003871e-01  8.80998427e-01]
 [ 1.00035575e+00 -3.55757054e-04]
 [ 8.36126208e-01  1.63872539e-01]
 [-9.01124322e-02  1.09011329e+00]
 [ 1.02429891e-01  8.97568526e-01]
 [ 1.09315321e-02  9.89068289e-01]
 [ 4.17945555e-01  5.82054621e-01]
 [ 8.04974238e-01  1.95024408e-01]
 [ 4.74305726e-01  5.25694201e-01]
 [ 3.79579564e-01  6.20420488e-01]
 [ 2.69803103e-01  7.30195668e-01]
 [ 7.59944849e-01  2.40053502e-01]
 [ 3.04059157e-01  6.95939934e-01]
 [ 2.88109420e-01  7.11890615e-01]
 [ 8.35526333e-01  1.64473271e-01]
 [ 8.17589885e-01  1.82411418e-01]
 [ 3.19754016e-02  9.68024195e-01]
 [ 1.32883543e-01  8.67113239e-01]
 [ 8.76657267e-01  1.23342855e-01]
 [ 7.22064463e-01  2.77935746e-01]
 [ 1.15838204e+00 -1.58381877e-01]
 [ 5.09579065e-02  9.49042114e-01]
 [ 7.46423855e-01  2.53577974e-01]
 [ 1.53493602e-01  8.46508100e-01]
 [ 2.93453623e-01  7.06546509e-01]
 [-3.57243058e-01  1.35724151e+00]
 [ 3.34204754e-01  6.65795364e-01]
 [ 9.71047515e-01  2.89527515e-02]
 [ 5.98179867e-01  4.01818712e-01]
 [ 5.10385121e-01  4.89614610e-01]
 [ 4.99311859e-01  5.00686101e-01]
 [ 6.44061165e-02  9.35595071e-01]
 [ 6.87008614e-05  9.99931309e-01]
 [ 1.24806334e-01  8.75194900e-01]
 [ 6.25361281e-01  3.74639547e-01]
 [-1.15423632e-01  1.11542294e+00]
 [ 6.10142089e-01  3.89857630e-01]
 [ 7.39992054e-01  2.60008873e-01]
 [-2.82616305e-01  1.28261566e+00]
 [ 1.02858709e+00 -2.85877972e-02]
 [ 4.64434910e-01  5.35565673e-01]
 [ 6.47131628e-01  3.52867645e-01]
 [ 1.18133870e-01  8.81864670e-01]
 [ 9.57866773e-01  4.21335789e-02]
 [ 7.82558863e-01  2.17442498e-01]
 [ 5.99769308e-01  4.00229687e-01]
 [ 6.49633338e-01  3.50365931e-01]
 [ 3.20979290e-01  6.79021952e-01]
 [ 8.27432563e-01  1.72567735e-01]
 [ 8.50618120e-01  1.49382211e-01]
 [ 1.12755934e+00 -1.27560246e-01]
 [ 3.05557439e-01  6.94441941e-01]
 [ 4.12596369e-01  5.87404630e-01]
 [ 1.08443429e+00 -8.44337455e-02]
 [ 2.71787263e-01  7.28211538e-01]
 [ 6.83714804e-02  9.31629818e-01]
 [-1.92221762e-01  1.19222034e+00]
 [ 5.27283026e-01  4.72716985e-01]
 [ 3.24610570e-02  9.67538882e-01]
 [ 9.83268231e-01  1.67318051e-02]
 [-4.50129950e-02  1.04501086e+00]
 [-4.01651085e-01  1.40164923e+00]
 [ 1.20080967e-01  8.79919287e-01]
 [ 9.55428734e-01  4.45715431e-02]
 [-2.11157107e-02  1.02111700e+00]
 [ 1.89563112e-01  8.10439309e-01]
 [ 1.75618399e-02  9.82438324e-01]
 [ 7.41514596e-02  9.25847355e-01]
 [ 9.36066318e-01  6.39329569e-02]
 [ 1.18546547e+00 -1.85464613e-01]
 [ 7.24554707e-01  2.75445223e-01]
 [ 1.02186099e+00 -2.18615139e-02]
 [-8.89389988e-02  1.08894124e+00]
 [ 5.81953271e-01  4.18047011e-01]
 [ 9.77963140e-01  2.20344713e-02]
 [ 6.18026613e-01  3.81972550e-01]
 [ 5.45964683e-01  4.54034919e-01]
 [ 1.03139934e+00 -3.13987339e-02]
 [ 7.32686515e-02  9.26730795e-01]
 [ 2.17250387e-01  7.82750172e-01]
 [ 4.20996877e-01  5.79003473e-01]
 [ 1.57112244e-01  8.42888779e-01]
 [ 6.61504562e-01  3.38495962e-01]
 [ 5.78826313e-01  4.21173878e-01]
 [-1.22607125e-01  1.12260666e+00]
 [ 8.10569643e-01  1.89428980e-01]
 [ 9.78906430e-01  2.10941279e-02]
 [-2.76777253e-01  1.27677786e+00]
 [ 1.38666279e-01  8.61335744e-01]
 [ 2.91629319e-02  9.70836961e-01]
 [ 1.07018071e+00 -7.01796407e-02]
 [ 1.10374056e+00 -1.03741820e-01]
 [ 1.62681183e-01  8.37318456e-01]
 [ 1.05470336e+00 -5.47045368e-02]
 [ 1.09583840e+00 -9.58371451e-02]
 [ 1.04724675e+00 -4.72479431e-02]
 [ 1.07961723e+00 -7.96152243e-02]
 [ 6.52754700e-01  3.47244393e-01]
 [ 5.85405131e-01  4.14591061e-01]
 [ 6.21532393e-03  9.93784582e-01]
 [-3.92565869e-02  1.03925672e+00]
 [ 7.94633783e-01  2.05367057e-01]
 [-5.61204701e-02  1.05611883e+00]
 [ 4.27753710e-01  5.72246248e-01]
 [ 6.57154133e-01  3.42845454e-01]
 [ 2.75125757e-01  7.24872911e-01]
 [ 6.10765663e-01  3.89235685e-01]
 [ 5.97548666e-01  4.02451016e-01]
 [-5.39355596e-02  1.05393478e+00]
 [ 1.17510086e+00 -1.75100784e-01]
 [ 1.95679642e-03  9.98043243e-01]
 [ 1.13558489e+00 -1.35584363e-01]
 [ 2.21863128e-02  9.77813817e-01]
 [-5.28176214e-02  1.05281588e+00]
 [-1.00491034e-01  1.10049093e+00]
 [ 7.72654427e-01  2.27348121e-01]
 [ 9.78593922e-01  2.14053722e-02]
 [ 1.00254694e+00 -2.54637966e-03]
 [-1.09552414e-01  1.10955155e+00]
 [ 8.80913439e-01  1.19087963e-01]
 [ 1.42709557e-01  8.57288745e-01]
 [ 4.63414638e-01  5.36583341e-01]
 [ 7.25945585e-01  2.74055483e-01]
 [ 4.00848770e-01  5.99150624e-01]
 [ 6.06834761e-01  3.93165741e-01]
 [ 6.48825582e-01  3.51174182e-01]
 [ 3.57113031e-01  6.42886310e-01]
 [ 1.06148003e+00 -6.14826604e-02]
 [-6.46010762e-02  1.06460374e+00]
 [ 8.30846435e-01  1.69152914e-01]
 [ 6.07109559e-01  3.92891222e-01]
 [-1.15575090e-01  1.11557481e+00]
 [ 5.12559955e-01  4.87440579e-01]
 [ 8.24921939e-01  1.75079543e-01]
 [ 8.27443661e-01  1.72556221e-01]
 [ 8.17667410e-01  1.82332802e-01]
 [ 1.27155228e+00 -2.71551153e-01]
 [ 3.57026939e-01  6.42973630e-01]
 [ 9.95786498e-01  4.21322640e-03]
 [ 4.58199544e-01  5.41801691e-01]
 [ 7.02344024e-01  2.97655715e-01]
 [ 8.21575905e-01  1.78420011e-01]
 [ 3.88105467e-01  6.11892379e-01]
 [ 6.00691062e-01  3.99309567e-01]
 [ 9.76459563e-01  2.35410661e-02]
 [ 2.76177684e-01  7.23821463e-01]
 [ 1.83953055e-01  8.16046478e-01]
 [ 1.54681635e-01  8.45316893e-01]
 [ 9.83377158e-01  1.66210170e-02]
 [ 9.46727664e-01  5.32730320e-02]
 [ 4.42453146e-01  5.57548073e-01]
 [ 1.27784332e-01  8.72215132e-01]
 [-1.00562264e-01  1.10056355e+00]
 [ 1.17368939e-01  8.82630664e-01]
 [-9.09986925e-02  1.09099716e+00]
 [-2.36654306e-01  1.23665533e+00]
 [ 1.60850211e-02  9.83914961e-01]
 [ 7.76097218e-01  2.23900613e-01]
 [-2.94189253e-02  1.02941871e+00]
 [ 1.24005182e-01  8.75996673e-01]
 [ 6.94080923e-01  3.05919250e-01]
 [ 8.15944588e-01  1.84053917e-01]
 [ 6.72536780e-01  3.27464805e-01]
 [-7.47721648e-02  1.07477118e+00]
 [ 3.51578487e-02  9.64842245e-01]
 [-1.84849712e-01  1.18485118e+00]
 [-5.25696852e-02  1.05256857e+00]
 [-1.41918716e-03  1.00141991e+00]
 [ 7.58692892e-01  2.41306123e-01]
 [ 6.47339370e-01  3.52660805e-01]
 [ 1.98580939e-01  8.01420569e-01]
 [ 8.42511750e-01  1.57488420e-01]
 [ 9.48405643e-01  5.15934260e-02]
 [ 4.99949287e-01  5.00051198e-01]
 [ 7.05097016e-01  2.94903006e-01]
 [ 7.50207716e-01  2.49790358e-01]
 [ 6.11307102e-01  3.88691092e-01]
 [-3.28975524e-03  1.00328837e+00]
 [ 6.22022304e-01  3.77976599e-01]
 [ 7.10895635e-01  2.89105206e-01]
 [ 5.95802569e-01  4.04198847e-01]
 [ 7.18819023e-01  2.81181961e-01]
 [ 1.04989628e+00 -4.98963754e-02]
 [ 1.61450101e-01  8.38551644e-01]
 [ 7.90644164e-01  2.09354698e-01]
 [ 6.35417037e-01  3.64585459e-01]
 [ 1.03686494e+00 -3.68664882e-02]
 [-2.79159271e-03  1.00279159e+00]
 [ 1.25927054e-01  8.74073468e-01]
 [ 1.81087222e-01  8.18909006e-01]
 [ 2.14066560e-01  7.85934044e-01]
 [ 3.94138217e-02  9.60587521e-01]
 [ 8.17956254e-01  1.82042471e-01]
 [ 2.12235625e-01  7.87765293e-01]
 [ 1.87430839e-01  8.12569092e-01]
 [ 3.47939939e-01  6.52058085e-01]
 [ 8.19708185e-01  1.80292261e-01]
 [-2.73772466e-01  1.27377526e+00]
 [-3.01948095e-01  1.30194849e+00]
 [ 8.02315617e-01  1.97683930e-01]
 [-4.20755766e-02  1.04207687e+00]
 [ 5.67756708e-01  4.32243300e-01]
 [ 9.22989994e-01  7.70133840e-02]
 [ 1.45008362e+00 -4.50083976e-01]
 [ 5.59588795e-01  4.40410556e-01]
 [ 6.90937972e-01  3.09061453e-01]
 [ 7.99040050e-01  2.00959497e-01]
 [ 4.15065160e-01  5.84936579e-01]
 [ 2.72976114e-02  9.72702692e-01]
 [ 1.82520740e-01  8.17479316e-01]
 [ 8.22520273e-01  1.77479055e-01]
 [ 7.33961403e-01  2.66038584e-01]
 [ 6.17815110e-01  3.82184602e-01]
 [ 5.76765665e-02  9.42324068e-01]
 [ 9.37773953e-01  6.22245963e-02]
 [-4.73222559e-03  1.00473204e+00]
 [ 6.95084043e-02  9.30491523e-01]
 [ 2.48321520e-02  9.75168124e-01]
 [-4.78656141e-01  1.47865759e+00]
 [-5.66456209e-02  1.05664662e+00]
 [ 1.02483724e+00 -2.48368311e-02]
 [ 7.71910503e-02  9.22809847e-01]
 [ 5.22726553e-01  4.77274094e-01]
 [ 8.86113394e-01  1.13886306e-01]
 [ 7.81174354e-01  2.18826373e-01]
 [ 6.67362134e-01  3.32635903e-01]
 [-1.14058782e-01  1.11405884e+00]
 [ 8.47698094e-01  1.52299792e-01]
 [ 1.40159789e-01  8.59840271e-01]
 [ 9.48089328e-01  5.19132243e-02]
 [ 1.66449033e-01  8.33550773e-01]
 [-1.04304983e-03  1.00104634e+00]
 [ 5.21856333e-01  4.78146987e-01]
 [ 9.42539068e-01  5.74586676e-02]
 [ 6.23068919e-01  3.76930348e-01]
 [ 6.59971023e-01  3.40029488e-01]
 [ 2.58311363e-01  7.41688624e-01]
 [ 3.21802795e-01  6.78198212e-01]
 [ 1.84416594e-02  9.81558195e-01]
 [ 6.34917877e-01  3.65082074e-01]
 [-2.49006174e-02  1.02490101e+00]
 [ 6.20960819e-01  3.79039574e-01]
 [ 1.24582535e-01  8.75418212e-01]
 [ 5.78851809e-01  4.21149306e-01]
 [-9.96238518e-02  1.09962513e+00]
 [ 3.04255298e-01  6.95744799e-01]
 [ 1.37506924e-01  8.62492770e-01]
 [ 9.06128888e-01  9.38694994e-02]
 [ 6.22577360e-01  3.77419924e-01]
 [ 7.65522179e-01  2.34478139e-01]
 [ 7.29317382e-01  2.70681680e-01]
 [ 1.85659834e-01  8.14342811e-01]
 [ 1.09474068e+00 -9.47397324e-02]
 [ 8.51169532e-01  1.48830141e-01]
 [ 9.03898833e-01  9.61020575e-02]
 [ 9.84667642e-01  1.53323884e-02]
 [-1.47224261e-02  1.01472280e+00]
 [ 6.27978516e-01  3.72021480e-01]
 [ 8.42561252e-01  1.57440279e-01]
 [ 9.00493514e-01  9.95076139e-02]
 [ 3.53545359e-01  6.46455034e-01]
 [ 8.72603233e-01  1.27397764e-01]
 [ 5.75462098e-01  4.24537786e-01]
 [ 1.37092079e-01  8.62908864e-01]
 [ 1.00338800e+00 -3.38830290e-03]
 [ 2.34200421e-01  7.65799425e-01]
 [-5.18934810e-01  1.51893446e+00]
 [ 1.07069816e+00 -7.06997217e-02]
 [ 3.96979074e-01  6.03019477e-01]
 [ 9.85192730e-01  1.48068838e-02]
 [ 2.37920234e-01  7.62080455e-01]
 [-6.80612666e-03  1.00680461e+00]
 [ 6.71431644e-01  3.28568895e-01]
 [ 2.77960629e-01  7.22039359e-01]
 [ 6.92224030e-01  3.07776071e-01]
 [ 4.78008467e-03  9.95219737e-01]
 [ 1.01285100e+00 -1.28505748e-02]
 [ 6.31159717e-01  3.68840257e-01]
 [ 1.09778012e-01  8.90219273e-01]
 [ 4.00024498e-01  5.99975270e-01]
 [ 4.41394062e-02  9.55859576e-01]
 [ 5.92902787e-01  4.07096802e-01]
 [ 6.85141994e-01  3.14858299e-01]
 [ 8.98743286e-01  1.01257095e-01]
 [-8.62391055e-02  1.08623768e+00]
 [-1.70655648e-01  1.17065774e+00]
 [ 7.28974236e-01  2.71026182e-01]
 [-1.77903803e-02  1.01778946e+00]
 [ 8.30121229e-01  1.69879719e-01]
 [ 1.14400319e-01  8.85599511e-01]
 [-2.96899107e-02  1.02968871e+00]
 [-7.61142334e-02  1.07611495e+00]
 [ 5.69611441e-01  4.30387215e-01]
 [ 1.72510047e-02  9.82748903e-01]
 [ 8.06557126e-01  1.93441581e-01]
 [-3.31421473e-01  1.33142175e+00]
 [ 9.94127610e-02  9.00585610e-01]
 [ 2.20469111e-01  7.79530650e-01]
 [ 7.70538654e-01  2.29461305e-01]
 [ 1.78652185e-01  8.21346700e-01]
 [ 1.97473605e-02  9.80253084e-01]
 [ 7.39553514e-01  2.60446018e-01]
 [ 8.49350429e-01  1.50649812e-01]
 [ 1.01741287e+00 -1.74143696e-02]
 [ 1.68834938e-02  9.83118903e-01]
 [ 1.30140096e-01  8.69857619e-01]
 [ 3.63051610e-01  6.36946383e-01]
 [ 6.70891984e-01  3.29106745e-01]
 [ 6.06893888e-01  3.93106045e-01]
 [ 7.41146349e-01  2.58855229e-01]
 [-3.38871782e-01  1.33887251e+00]
 [ 5.23579821e-01  4.76418536e-01]
 [ 7.30998259e-01  2.69001662e-01]
 [ 3.37731474e-01  6.62268621e-01]
 [ 2.34555865e-01  7.65445285e-01]
 [ 9.70200881e-01  2.97984311e-02]
 [ 6.91002944e-01  3.08997719e-01]
 [ 8.05665172e-02  9.19434084e-01]
 [-1.19043648e-01  1.11904375e+00]
 [ 3.37135564e-01  6.62863474e-01]
 [ 6.94183469e-01  3.05817579e-01]
 [ 1.01987424e+00 -1.98746237e-02]
 [-4.65281190e-03  1.00465283e+00]
 [ 3.21418548e-01  6.78583556e-01]
 [ 2.33261144e-01  7.66740390e-01]
 [ 5.26385656e-01  4.73614160e-01]
 [ 4.28652079e-01  5.71348828e-01]
 [ 4.54855298e-01  5.45144947e-01]
 [ 8.06323145e-01  1.93676453e-01]
 [ 8.07873353e-01  1.92128121e-01]
 [ 4.38394610e-01  5.61606528e-01]
 [ 7.87953945e-01  2.12045881e-01]
 [ 1.53144623e-01  8.46855576e-01]
 [ 1.17784011e+00 -1.77838572e-01]
 [ 1.13733233e+00 -1.37332966e-01]
 [ 6.88336551e-01  3.11663555e-01]
 [ 8.28868107e-01  1.71131810e-01]
 [ 3.53382475e-01  6.46617950e-01]
 [ 7.74618766e-01  2.25382200e-01]
 [ 1.11279224e+00 -1.12791134e-01]
 [ 4.25080578e-01  5.74920524e-01]
 [ 1.01683612e+00 -1.68367112e-02]
 [ 3.05659331e-01  6.94341458e-01]
 [ 9.12465515e-01  8.75317276e-02]
 [ 8.95546442e-01  1.04452678e-01]
 [ 8.29829471e-01  1.70171187e-01]
 [ 1.27156897e-01  8.72842544e-01]
 [ 4.10557380e-01  5.89443669e-01]
 [ 1.04003555e-01  8.95997236e-01]
 [ 9.44727706e-01  5.52712813e-02]
 [-9.14558660e-02  1.09145604e+00]
 [ 1.30999538e-01  8.68999948e-01]
 [ 3.47052421e-01  6.52947232e-01]
 [-1.67432398e-01  1.16743188e+00]
 [-8.15494335e-02  1.08155059e+00]
 [ 7.50696936e-03  9.92491644e-01]
 [ 1.16285409e+00 -1.62855852e-01]
 [ 5.23502190e-01  4.76498623e-01]
 [ 3.05796007e-01  6.94204931e-01]
 [ 3.47926921e-01  6.52072422e-01]
 [ 3.52034418e-02  9.64796556e-01]
 [ 2.31258189e-01  7.68741358e-01]
 [ 2.88639433e-01  7.11358941e-01]
 [ 5.50043505e-01  4.49956074e-01]
 [ 8.14053348e-01  1.85946314e-01]
 [ 3.83098394e-01  6.16901481e-01]
 [ 1.04965652e+00 -4.96554915e-02]
 [ 7.94789249e-01  2.05212588e-01]
 [ 8.23695102e-01  1.76303517e-01]
 [-1.98586646e-02  1.01985889e+00]
 [ 1.61697225e-01  8.38299371e-01]
 [ 9.05244121e-01  9.47549349e-02]
 [ 7.48188000e-01  2.51812216e-01]
 [-8.38240806e-02  1.08382116e+00]
 [-7.33848087e-02  1.07338492e+00]
 [-2.38331961e-02  1.02383477e+00]
 [ 1.05941991e+00 -5.94206036e-02]
 [ 2.62699316e-02  9.73730200e-01]
 [ 5.45111574e-02  9.45489855e-01]
 [ 8.32987823e-01  1.67014100e-01]
 [ 9.30991658e-01  6.90082773e-02]
 [-1.21612567e-01  1.12161297e+00]
 [ 5.60724878e-03  9.94393096e-01]
 [-1.49239311e-03  1.00149263e+00]
 [ 1.19795142e-02  9.88020381e-01]
 [ 4.94983226e-01  5.05018133e-01]
 [ 6.72496708e-01  3.27504562e-01]
 [ 1.31929438e-02  9.86806847e-01]
 [ 6.89473036e-01  3.10527388e-01]
 [ 2.30953291e-02  9.76904327e-01]
 [ 3.84590654e-01  6.15409517e-01]
 [ 7.98748547e-01  2.01250929e-01]
 [ 1.15712665e-01  8.84286987e-01]
 [ 2.08169965e-01  7.91827910e-01]
 [ 8.44075686e-01  1.55924936e-01]
 [ 7.05226521e-01  2.94773004e-01]
 [ 2.11661373e-01  7.88337780e-01]
 [ 5.21296648e-02  9.47868843e-01]
 [ 4.01092529e-01  5.98907793e-01]
 [ 1.00106181e+00 -1.06317136e-03]
 [ 4.77737045e-01  5.22263368e-01]
 [ 8.94247898e-01  1.05749644e-01]
 [-4.09181091e-02  1.04091731e+00]
 [ 4.06944452e-01  5.93054718e-01]
 [ 7.28660937e-01  2.71339580e-01]
 [ 3.41782351e-01  6.58216884e-01]
 [ 9.25147200e-01  7.48524119e-02]
 [ 5.69363441e-01  4.30637155e-01]
 [ 5.61822296e-01  4.38176257e-01]
 [ 1.23312654e+00 -2.33127539e-01]
 [ 1.07679263e-02  9.89231911e-01]
 [ 7.76593961e-01  2.23406340e-01]
 [ 6.24220631e-01  3.75779955e-01]
 [ 4.16160358e-01  5.83839357e-01]
 [ 1.31475855e-01  8.68525711e-01]
 [ 7.41580536e-02  9.25842371e-01]
 [ 9.33677704e-01  6.63207910e-02]
 [ 2.93532150e-01  7.06467565e-01]
 [-2.98565297e-03  1.00298625e+00]
 [ 9.88795677e-01  1.12045210e-02]
 [ 4.74992145e-01  5.25007960e-01]
 [-2.70616414e-02  1.02706225e+00]
 [ 7.27885453e-01  2.72116102e-01]
 [ 2.76507115e-01  7.23492261e-01]
 [ 4.91190360e-01  5.08810636e-01]
 [-3.48749234e-02  1.03487745e+00]
 [ 1.02258035e+00 -2.25821879e-02]
 [ 7.14081121e-02  9.28589446e-01]
 [ 2.40537746e-01  7.59461742e-01]
 [ 4.61188564e-01  5.38807962e-01]
 [ 7.02398844e-01  2.97600841e-01]
 [ 1.01045022e+00 -1.04526387e-02]
 [ 6.04168754e-01  3.95830867e-01]
 [ 8.72790808e-01  1.27208071e-01]
 [ 1.16924183e+00 -1.69238706e-01]
 [ 9.62785643e-01  3.72132639e-02]
 [-1.15855857e-02  1.01158523e+00]
 [ 2.67035326e-01  7.32963230e-01]
 [ 7.12844528e-02  9.28715334e-01]
 [ 9.92477521e-01  7.52185862e-03]
 [ 8.12599029e-02  9.18738159e-01]
 [ 9.37731507e-01  6.22693714e-02]
 [ 9.91671968e-01  8.32724538e-03]
 [ 4.96585976e-01  5.03413920e-01]
 [-1.09606237e-01  1.10960708e+00]
 [ 1.00012344e+00 -1.23460778e-04]
 [-2.36985803e-02  1.02369842e+00]
 [ 7.49163652e-01  2.50835420e-01]
 [-1.85790210e-02  1.01857918e+00]
 [-1.22819009e-01  1.12281788e+00]
 [ 1.96194024e-01  8.03805649e-01]
 [-1.38683898e-02  1.01386832e+00]
 [ 3.45784082e-02  9.65420474e-01]
 [ 9.14459044e-01  8.55412242e-02]
 [ 8.34719316e-01  1.65280160e-01]
 [ 1.03384143e+00 -3.38415959e-02]
 [ 1.04444161e+00 -4.44411753e-02]
 [ 7.89173263e-01  2.10827261e-01]
 [ 8.73240695e-01  1.26760025e-01]
 [ 7.45105055e-01  2.54894447e-01]
 [ 9.67573437e-01  3.24286739e-02]
 [-1.06637681e-02  1.01066355e+00]
 [ 8.77264497e-01  1.22735819e-01]
 [ 3.93814972e-01  6.06185904e-01]
 [ 3.43711460e-01  6.56288152e-01]
 [-9.61970566e-02  1.09619783e+00]
 [ 9.23219220e-01  7.67817367e-02]
 [ 3.63784828e-01  6.36215855e-01]
 [ 8.74471674e-01  1.25529003e-01]
 [ 3.42771454e-02  9.65722072e-01]
 [-6.71666345e-03  1.00671681e+00]
 [-4.54313630e-02  1.04543122e+00]
 [ 4.88620791e-01  5.11379113e-01]
 [ 2.17703507e-01  7.82297262e-01]
 [ 9.25370465e-01  7.46294863e-02]
 [ 3.00502664e-01  6.99496483e-01]
 [ 9.07458145e-01  9.25407188e-02]
 [ 7.23054733e-01  2.76945185e-01]
 [ 8.84121635e-01  1.15878766e-01]
 [ 9.06314335e-01  9.36859521e-02]
 [-5.27821758e-02  1.05278362e+00]
 [ 1.23196805e+00 -2.31969632e-01]
 [ 1.09165782e+00 -9.16561927e-02]
 [ 1.63430350e-02  9.83657067e-01]
