[[ 6.87809934e-01]
 [ 8.45630593e-01]
 [ 8.37634151e-01]
 [ 8.37634151e-01]
 [ 6.90906131e-01]
 [ 7.08542285e-01]
 [ 6.57157984e-01]
 [ 6.21703499e-01]
 [ 8.67869651e-01]
 [ 1.06732743e+00]
 [ 1.17131594e+00]
 [ 8.25039492e-01]
 [ 4.45545934e-01]
 [ 8.25039492e-01]
 [ 4.45545934e-01]
 [ 8.25039492e-01]
 [ 4.45545934e-01]
 [ 8.77466990e-01]
 [ 4.45545934e-01]
 [ 5.39624355e-01]
 [ 1.08442593e+00]
 [ 4.46143987e-01]
 [ 5.61105504e-01]
 [ 4.31101302e-01]
 [ 8.94479545e-01]
 [ 5.26882724e-01]
 [ 6.30226131e-01]
 [ 6.30265838e-01]
 [ 6.54091876e-01]
 [ 6.57843940e-01]
 [ 6.30226131e-01]
 [ 6.30265838e-01]
 [ 8.38713508e-01]
 [ 6.11142578e-01]
 [ 6.09372763e-01]
 [ 6.83643036e-01]
 [ 7.04133171e-01]
 [ 6.57126193e-01]
 [ 7.15153138e-01]
 [ 9.85151249e-01]
 [ 7.79875646e-01]
 [ 6.15105928e-01]
 [ 5.86532658e-01]
 [ 6.89355467e-01]
 [ 1.24098988e+00]
 [ 5.93797011e-01]
 [ 5.93797011e-01]
 [ 1.20831334e+00]
 [ 3.13373120e-01]
 [ 4.57529057e-01]
 [ 1.20831334e+00]
 [ 6.44984005e-01]
 [ 8.38713508e-01]
 [ 6.44984005e-01]
 [ 5.02559046e-01]
 [ 1.24390921e+00]
 [ 1.20831334e+00]
 [ 6.42259663e-01]
 [ 5.21263149e-01]
 [ 7.42570541e-01]
 [ 8.56353549e-01]
 [ 6.70506819e-01]
 [ 6.51077716e-01]
 [ 5.75769714e-01]
 [ 5.64773233e-01]
 [ 1.05916991e+00]
 [ 7.26457366e-01]
 [ 6.56177005e-01]
 [ 6.54916703e-01]
 [ 4.09351032e-01]
 [ 4.47132928e-01]
 [ 6.90906131e-01]
 [ 7.01108645e-01]
 [ 5.57861943e-01]
 [ 6.90906131e-01]
 [ 8.39657618e-01]
 [ 3.79676189e-01]
 [ 6.91213066e-01]
 [ 6.19817004e-01]
 [ 6.71400012e-01]
 [ 7.09630132e-01]
 [ 6.07983588e-01]
 [ 6.25367653e-01]
 [ 6.44261575e-01]
 [ 9.08330815e-01]
 [ 8.80271599e-01]
 [ 8.84791087e-01]
 [ 7.26514069e-01]
 [ 7.24440041e-01]
 [ 8.80271599e-01]
 [ 7.44018896e-01]
 [ 7.71921180e-01]
 [ 6.40792801e-01]
 [ 7.60414142e-01]
 [ 4.20111131e-01]
 [ 1.95554351e-01]
 [ 6.59570543e-01]
 [ 1.18620045e+00]
 [ 1.46207853e+00]
 [ 6.23902953e-01]
 [ 8.84037935e-01]
 [ 7.16049522e-01]
 [ 5.93282598e-01]
 [ 6.34569911e-01]
 [ 6.07983588e-01]
 [ 4.28764945e-01]
 [ 1.19449327e+00]
 [ 6.08245076e-01]
 [ 1.19141632e+00]
 [ 6.66611033e-01]
 [ 6.45241806e-01]
 [ 7.54892642e-01]
 [ 7.53942220e-01]
 [ 6.26720364e-01]
 [ 1.14306456e+00]
 [ 5.88713798e-01]
 [ 5.98291650e-01]
 [ 7.12488891e-01]
 [ 8.27520848e-01]
 [ 7.74842709e-01]
 [ 7.77277842e-01]
 [ 5.51024042e-01]
 [ 6.81671879e-01]
 [ 1.19590715e+00]
 [ 7.05998360e-01]
 [ 8.47228337e-01]
 [ 6.13328022e-01]
 [ 6.13328022e-01]
 [ 7.59845905e-01]
 [ 8.69309232e-01]
 [ 6.90906131e-01]
 [ 9.70028543e-01]
 [ 6.47354574e-01]
 [ 6.26549514e-01]
 [ 6.19503225e-01]
 [ 6.17381286e-01]
 [ 8.00649734e-01]
 [ 1.15813044e+00]
 [ 6.26296560e-01]
 [ 4.20467989e-01]
 [ 7.02788281e-01]
 [ 5.89513238e-01]
 [ 6.43885932e-01]
 [ 4.82161141e-01]
 [ 7.02836763e-01]
 [ 1.52821829e-01]
 [ 1.52821829e-01]
 [ 6.61392922e-01]
 [ 6.52605896e-01]
 [ 5.70897603e-01]
 [ 5.59544763e-01]
 [ 6.62823055e-01]
 [ 6.54390976e-01]
 [ 7.40918059e-01]
 [ 6.18625542e-01]
 [ 8.38086552e-01]
 [ 6.54390976e-01]
 [ 5.69261541e-01]
 [ 8.56872747e-01]
 [ 7.00516387e-01]
 [ 3.96736136e-01]
 [ 1.29243135e+00]
 [ 7.52124964e-01]
 [ 7.08609542e-01]
 [ 7.06631423e-01]
 [ 8.40960885e-01]
 [ 8.35297970e-01]
 [ 1.09634776e+00]
 [ 6.85294583e-01]
 [ 6.77452792e-01]
 [ 6.85294583e-01]
 [ 7.00516387e-01]
 [ 7.08107998e-01]
 [ 6.32028426e-01]
 [ 8.45613468e-01]
 [ 7.72391403e-01]
 [ 5.99366764e-01]
 [ 5.06887592e-01]
 [ 7.58341200e-01]
 [ 7.72391403e-01]
 [ 7.72391403e-01]
 [ 5.66309355e-01]
 [ 7.27456854e-01]
 [ 8.66912778e-01]
 [ 6.59582548e-01]
 [ 5.49351506e-01]
 [ 8.54738210e-01]
 [ 6.59582548e-01]
 [ 6.15608167e-01]
 [ 6.59582548e-01]
 [ 3.06841601e-01]
 [ 6.94966225e-01]
 [ 6.19355216e-01]
 [ 8.01221016e-01]
 [ 5.96717635e-01]
 [ 7.01129129e-01]
 [ 5.75066780e-01]
 [ 6.29818574e-01]
 [ 8.23356389e-01]
 [ 6.64065663e-01]
 [ 3.60017213e-01]
 [ 6.70877881e-01]
 [ 7.35336393e-01]
 [ 6.34918003e-01]
 [ 4.36119101e-01]
 [ 9.02101748e-01]
 [ 6.16190958e-01]
 [ 8.22279419e-01]
 [ 6.94094149e-01]
 [ 7.71193286e-01]
 [ 8.16467542e-01]
 [ 6.94857596e-01]
 [ 7.66752678e-01]
 [ 8.53542391e-01]
 [ 6.18866590e-01]
 [ 8.45880626e-01]
 [ 5.64554771e-01]
 [ 5.96717635e-01]
 [ 2.68103816e-01]
 [ 6.43653983e-01]
 [ 6.35756255e-01]
 [ 6.85678421e-01]
 [ 6.98630366e-01]
 [ 8.24810979e-01]
 [ 5.76491891e-01]
 [ 5.56635155e-01]
 [ 5.24006192e-01]
 [ 5.93228686e-01]
 [ 7.72729979e-01]
 [ 7.71193286e-01]
 [ 6.18703124e-01]
 [ 4.17508102e-01]
 [ 7.35645592e-01]
 [ 1.88568980e-02]
 [ 4.17508102e-01]
 [ 1.88568980e-02]
 [ 6.74387103e-01]
 [ 1.56233320e+00]
 [ 6.69378586e-01]
 [ 6.77042891e-01]
 [ 6.67476492e-01]
 [ 5.87729010e-01]
 [ 6.83631838e-01]
 [ 4.67641779e-01]
 [ 8.60994291e-01]
 [ 6.19881331e-01]
 [ 8.25587858e-01]
 [ 5.21886030e-01]
 [ 6.83631838e-01]
 [ 2.45617810e-01]
 [ 6.18944130e-01]
 [ 5.77172017e-01]
 [ 6.83631838e-01]
 [ 8.38230892e-01]
 [ 9.23397782e-01]
 [ 8.01966269e-01]
 [ 5.21886030e-01]
 [ 6.69962778e-01]
 [ 8.25587858e-01]
 [ 5.21886030e-01]
 [ 6.19881331e-01]
 [ 1.14040825e-01]
 [ 6.83631838e-01]
 [ 6.18703124e-01]
 [ 8.25214127e-01]
 [ 5.87729010e-01]
 [ 7.24307372e-01]
 [ 1.09967254e+00]
 [ 1.06096728e+00]
 [ 8.45182059e-01]
 [ 4.35921547e-01]
 [ 1.07258452e+00]
 [ 6.51897196e-01]
 [ 6.18703124e-01]
 [ 1.60450511e-01]
 [ 6.51897196e-01]
 [ 5.67486085e-01]
 [ 5.94205460e-01]
 [ 6.27133637e-01]
 [ 5.76459666e-01]
 [ 8.45182059e-01]
 [ 6.36536563e-01]
 [ 8.12951936e-01]
 [ 5.96464381e-01]
 [ 8.19070311e-01]
 [ 4.29416127e-01]
 [ 8.27187016e-01]
 [ 6.34865988e-01]
 [ 5.85683614e-01]
 [ 5.93228686e-01]
 [ 7.74126498e-01]
 [ 6.71162100e-01]
 [ 7.46286010e-01]
 [ 6.15250137e-01]
 [ 7.18367356e-01]
 [ 8.15594444e-01]
 [ 8.12938195e-01]
 [ 7.66892725e-01]
 [ 7.09228874e-01]
 [ 7.93712347e-01]
 [ 7.22527533e-01]
 [-9.13310047e-03]
 [ 5.47215898e-01]
 [ 6.88381641e-01]
 [ 7.65923746e-01]
 [ 5.22104697e-01]
 [ 7.35846003e-01]
 [ 5.18164141e-01]
 [ 7.70566644e-01]
 [ 5.75498178e-01]
 [ 9.85558361e-01]
 [ 1.01638741e+00]
 [ 6.19401679e-01]
 [ 6.70987946e-01]
 [ 6.11687745e-01]
 [ 7.09377818e-01]
 [ 5.65580012e-01]
 [ 8.41183436e-01]
 [ 7.21801661e-01]
 [ 7.53211816e-01]
 [ 7.46532463e-01]
 [ 6.73794168e-01]
 [ 7.37591114e-01]
 [ 7.68436843e-01]
 [ 6.55256927e-01]
 [ 8.08338774e-01]
 [ 6.79839077e-01]
 [ 6.72621764e-01]
 [ 6.70983927e-01]
 [ 8.33035231e-01]
 [ 1.03451263e+00]
 [ 6.78197073e-01]
 [ 5.24696258e-01]
 [ 1.14806607e+00]
 [ 8.45771613e-01]
 [ 6.78197073e-01]
 [ 6.56288577e-01]
 [ 1.16072278e+00]
 [ 6.76609499e-01]
 [ 5.31858820e-01]
 [ 8.78183886e-01]
 [ 2.89911026e-01]
 [ 8.78183886e-01]
 [ 7.78981066e-01]
 [ 8.02657251e-02]
 [ 7.75600769e-01]
 [ 4.74070960e-01]
 [ 6.08891191e-01]
 [ 5.79390877e-01]
 [ 9.34137361e-01]
 [ 7.43412343e-01]
 [ 8.32293258e-01]
 [ 8.34376327e-01]
 [ 1.01132993e+00]
 [ 5.09594910e-01]
 [ 7.25440829e-01]
 [ 4.98142659e-01]
 [ 6.80344610e-01]
 [ 5.26734641e-01]
 [ 5.26734641e-01]
 [ 7.09115550e-01]
 [ 5.17569865e-01]
 [ 6.32548570e-01]
 [ 1.28705323e-01]
 [ 5.20619054e-01]
 [ 5.11656357e-01]
 [ 6.38268702e-01]
 [ 4.98704657e-01]
 [ 3.65877413e-01]
 [ 3.49461612e-01]
 [ 4.54520893e-01]
 [ 7.70817603e-01]
 [ 5.73872411e-01]
 [ 7.17430556e-01]
 [ 4.53753517e-01]
 [ 8.50968087e-01]
 [ 6.48735770e-01]
 [ 7.11172320e-01]
 [ 2.13543424e-01]
 [ 4.82472100e-01]
 [ 8.61416406e-01]
 [ 2.98080901e-01]
 [ 4.60673808e-01]
 [ 5.93414209e-01]
 [ 6.58969680e-01]
 [ 8.30533729e-01]
 [ 6.82904761e-01]
 [ 8.30533729e-01]
 [ 5.69199414e-01]
 [ 3.75813356e-01]
 [ 7.17568471e-01]
 [ 3.89590765e-01]
 [ 6.25795788e-01]
 [ 8.40768015e-01]
 [ 7.42215405e-01]
 [ 1.10395528e+00]
 [ 7.38981117e-01]
 [ 8.80425585e-01]
 [ 7.46532463e-01]
 [ 1.39621345e+00]
 [ 1.23893063e+00]
 [ 7.89101702e-01]
 [ 7.38981117e-01]
 [ 3.50828725e-01]
 [ 6.79814228e-01]
 [ 4.02505849e-01]
 [ 1.69062055e-01]
 [ 5.78038040e-01]
 [ 7.58078007e-01]
 [ 8.33480299e-01]
 [ 6.55015195e-02]
 [ 8.18491749e-01]
 [ 1.32500825e+00]
 [ 7.46893060e-01]
 [ 5.07856339e-01]
 [ 1.06381701e+00]
 [ 5.93474660e-01]
 [ 7.42869463e-01]
 [ 4.85584947e-01]
 [ 1.26427232e+00]
 [ 8.08969564e-01]
 [ 8.03117866e-01]
 [ 7.84660619e-01]
 [ 8.40139326e-01]
 [ 9.56409343e-01]
 [ 4.05465582e-01]
 [ 7.56718040e-01]
 [ 3.65875200e-01]
 [ 1.04397941e+00]
 [ 5.73454270e-01]
 [ 7.88466372e-01]
 [ 7.88320231e-01]
 [ 1.55762303e+00]
 [ 7.44413633e-01]
 [ 6.56984978e-01]
 [ 7.76094713e-01]
 [ 7.62430318e-01]
 [ 4.52767905e-01]
 [ 7.62430318e-01]
 [ 8.26924435e-01]
 [ 6.62432252e-01]
 [ 1.63550594e+00]
 [ 1.67034334e+00]
 [ 7.09861418e-01]
 [ 9.25622051e-01]
 [ 3.61299226e-01]
 [ 3.66956040e-01]
 [ 5.84391575e-01]
 [ 8.83551459e-01]
 [ 5.85947095e-01]
 [ 5.64736101e-01]
 [ 7.99065609e-01]
 [ 6.92997509e-01]
 [ 7.54007717e-01]
 [ 7.31793389e-01]
 [ 5.77692047e-01]
 [ 4.52767905e-01]
 [ 3.88946990e-01]
 [ 7.85359894e-01]
 [ 6.26989645e-01]
 [ 5.23244100e-01]
 [ 7.54741021e-01]
 [ 9.63091079e-01]
 [ 2.90101272e-01]
 [ 8.36207737e-01]
 [ 8.11998045e-01]
 [ 7.43075531e-01]
 [ 7.61983629e-01]
 [ 7.11599148e-01]
 [ 4.64055289e-01]
 [ 5.77237825e-01]
 [ 6.96799530e-01]
 [ 7.15371785e-01]
 [ 4.87667590e-01]
 [ 6.44116279e-01]
 [ 6.43188264e-01]
 [ 9.44636234e-02]
 [ 5.15542913e-01]
 [ 5.02292579e-01]
 [ 8.43602784e-01]
 [ 5.51801545e-01]
 [ 3.81187184e-01]
 [ 5.58961131e-01]
 [ 6.50133187e-01]
 [ 6.98815015e-01]
 [ 9.63994248e-01]
 [ 9.64247008e-01]
 [ 9.63994248e-01]
 [ 5.15542913e-01]
 [ 5.21657893e-01]
 [ 7.69225930e-01]
 [ 8.39342717e-01]
 [ 6.55143482e-01]
 [ 7.76446162e-01]
 [ 9.64247008e-01]
 [ 6.93520014e-01]
 [ 6.77793340e-01]
 [ 6.72949851e-01]
 [ 2.36074053e-01]
 [ 4.79926544e-01]
 [ 6.42022668e-01]
 [ 6.83348048e-01]
 [ 6.94901597e-01]
 [ 6.19066103e-01]
 [ 3.91079631e-01]
 [ 8.00084642e-01]
 [ 2.90230252e-01]
 [ 6.32008200e-01]
 [ 1.07122775e+00]
 [ 8.85182545e-01]
 [ 8.44282608e-01]
 [ 1.10671625e+00]
 [ 7.52896352e-01]
 [ 7.24981487e-01]
 [ 9.80011805e-01]
 [ 7.43202929e-01]
 [ 2.10791898e-01]
 [ 8.48809476e-01]
 [ 6.32929127e-01]
 [ 6.55174475e-01]
 [ 7.78050656e-01]
 [ 1.59143318e+00]
 [ 7.38072043e-01]
 [ 7.78050656e-01]
 [ 8.24806673e-01]
 [ 1.01891996e+00]
 [ 6.78375456e-01]
 [ 2.90230252e-01]
 [ 8.12574343e-01]
 [ 1.05339762e+00]
 [ 6.45835644e-01]
 [ 4.76411558e-01]
 [ 4.69122409e-01]
 [ 7.86391628e-01]
 [ 6.93563552e-01]
 [ 9.49996431e-01]
 [ 5.41970915e-01]
 [ 4.65827769e-01]
 [ 1.19655063e+00]
 [ 6.21233861e-01]
 [ 7.58339850e-01]
 [ 2.06555208e-01]
 [ 8.25587770e-01]
 [ 4.67035047e-01]
 [ 6.16943338e-01]
 [ 6.86624374e-01]
 [ 8.11998045e-01]
 [ 7.21673120e-01]
 [ 7.27937510e-01]
 [ 8.71701400e-01]
 [ 1.58332238e+00]
 [ 1.06515850e+00]
 [ 6.50434007e-01]
 [ 7.84516596e-01]
 [ 8.84840947e-01]
 [ 9.75224669e-01]
 [ 5.21893127e-01]
 [ 6.59453580e-01]
 [ 6.76780888e-01]
 [ 8.97128390e-01]
 [ 5.76677139e-01]
 [ 8.63465538e-01]
 [ 7.21091058e-01]
 [ 5.50148251e-01]
 [ 7.43985147e-01]
 [ 9.28374686e-01]
 [ 8.60174164e-01]
 [ 7.39196195e-01]
 [ 6.27559880e-01]
 [ 8.70381753e-01]
 [ 5.61859652e-01]
 [ 1.22278131e-01]
 [ 6.32847203e-01]
 [ 8.46759719e-01]
 [ 8.93452404e-01]
 [ 1.10077624e+00]
 [ 4.50865184e-01]
 [ 7.35470231e-01]
 [ 7.43140957e-01]
 [ 6.21668903e-01]
 [ 1.50477344e+00]
 [ 7.32739225e-01]
 [ 7.55402203e-01]
 [ 6.96389024e-01]
 [ 7.87252357e-01]
 [ 7.05278688e-01]
 [ 7.80984109e-01]
 [ 9.67915870e-01]
 [ 7.55727822e-01]
 [ 7.05236606e-01]
 [ 8.43321334e-01]
 [ 3.78432691e-01]
 [ 7.15727077e-01]
 [ 8.99133677e-01]
 [ 7.17388623e-01]
 [ 6.94608569e-01]
 [ 8.26854499e-01]
 [ 7.74528046e-01]
 [ 8.30753068e-01]
 [ 7.40751644e-01]
 [ 7.21057160e-01]
 [ 4.39874106e-01]
 [ 1.50477344e+00]
 [ 1.01050469e+00]
 [ 4.28637815e-01]
 [ 7.38456305e-01]
 [ 6.18314639e-01]
 [ 8.01760466e-01]
 [ 7.38456305e-01]
 [ 7.67618059e-01]
 [ 7.60648695e-01]
 [ 1.97460889e-01]
 [ 7.29068633e-01]
 [ 6.33488025e-01]
 [ 7.52979656e-01]
 [ 6.17005968e-01]
 [ 8.81321677e-01]
 [ 7.12405771e-01]
 [ 8.34429319e-01]
 [ 6.32551959e-01]
 [ 7.74763268e-01]
 [ 8.56806744e-01]
 [ 7.06343286e-01]
 [ 6.23078448e-01]
 [ 6.33488025e-01]
 [ 6.44680428e-01]
 [ 8.30041836e-01]
 [ 5.69108123e-01]
 [ 5.95332619e-01]
 [ 7.34228721e-01]
 [ 7.33789532e-01]
 [ 6.30630931e-01]
 [ 7.38456305e-01]
 [ 7.60896809e-01]
 [ 7.60887451e-01]
 [ 6.35488813e-01]
 [ 1.04327703e+00]
 [ 5.92010587e-01]
 [ 1.05521876e-01]
 [ 7.28507212e-01]
 [ 6.55162962e-01]
 [ 7.70113942e-01]
 [ 9.55338581e-01]
 [ 7.42341825e-01]
 [ 6.10216279e-01]
 [ 7.40188368e-01]
 [ 4.62447948e-01]
 [ 6.41795109e-01]
 [ 1.56749761e+00]
 [ 5.30582901e-01]
 [ 5.41828170e-01]
 [ 5.66279070e-01]
 [ 3.40656011e-01]
 [ 3.60771681e-01]
 [ 5.50246369e-01]
 [ 7.63142443e-01]
 [ 7.48859009e-01]
 [ 7.15674263e-01]
 [ 5.67054649e-01]
 [ 9.15953976e-01]
 [ 7.84201716e-01]
 [ 1.20315410e+00]
 [ 8.87582479e-01]
 [ 5.73362871e-01]
 [ 5.89733973e-01]
 [ 5.72133197e-01]
 [ 5.82093662e-01]
 [ 1.20587635e+00]
 [ 7.34302702e-01]
 [ 5.72317717e-01]
 [ 5.83100900e-01]
 [ 6.08322744e-01]
 [ 5.70741747e-01]
 [ 6.22481267e-01]
 [ 5.66829789e-01]
 [ 7.64575335e-01]
 [ 4.76411558e-01]
 [ 1.02205513e+00]
 [ 5.59098195e-01]
 [ 7.93481031e-01]
 [ 4.42743547e-01]
 [ 6.70185478e-01]
 [ 6.43299373e-01]
 [ 2.26036031e-01]
 [ 8.00391836e-01]
 [ 1.46019946e+00]
 [ 5.78463771e-01]
 [ 5.88259017e-01]
 [ 7.43476779e-01]
 [ 5.46723654e-01]
 [ 7.95559712e-01]
 [ 1.68577643e-01]
 [ 6.54517839e-01]
 [ 6.19375384e-01]
 [ 7.86739440e-01]
 [ 6.12284811e-01]
 [ 6.19553123e-01]
 [ 6.55903369e-01]
 [ 6.55903369e-01]
 [ 6.45627898e-01]
 [ 8.14337103e-01]
 [ 9.66036656e-01]
 [ 7.05317407e-01]
 [ 8.94327145e-01]
 [ 7.13790210e-01]
 [ 7.57151546e-01]
 [ 6.56859378e-01]
 [ 7.00820642e-01]
 [ 5.19604619e-01]
 [ 6.99405817e-01]
 [ 5.42075221e-01]
 [ 6.86139080e-01]
 [ 7.47564706e-01]
 [ 6.00955128e-01]
 [ 5.65511848e-01]
 [ 6.05470130e-01]
 [ 7.42620496e-01]
 [ 3.72075054e-01]
 [ 8.50017501e-01]
 [ 7.52803970e-01]
 [ 7.42551865e-01]
 [ 6.56859378e-01]
 [ 7.47564706e-01]
 [ 5.79526162e-01]
 [ 7.49835657e-01]
 [ 7.96995333e-01]
 [ 8.39950103e-01]
 [ 7.90559864e-01]
 [ 6.10408650e-01]
 [ 7.66507999e-01]
 [ 7.43262257e-01]
 [ 6.57588286e-01]
 [ 4.65405937e-01]
 [ 5.49049533e-01]
 [ 4.65901597e-01]
 [ 8.01531167e-01]
 [ 1.14639014e+00]
 [ 7.48569309e-01]
 [ 8.26768493e-01]
 [ 8.03202884e-01]
 [ 8.98868948e-01]
 [ 6.22161856e-01]
 [ 7.87012985e-01]
 [ 7.82542269e-01]
 [ 7.82190812e-01]
 [ 7.72854433e-01]
 [ 5.75698785e-01]
 [ 7.29791182e-01]
 [ 7.39627367e-01]
 [ 7.29791182e-01]
 [ 6.60689901e-01]
 [ 7.12299055e-01]
 [ 7.39094774e-01]
 [ 8.45616344e-01]
 [ 8.21022545e-01]
 [ 8.09982179e-01]
 [ 1.34135513e+00]
 [ 7.44592787e-01]
 [ 8.74867328e-01]
 [ 8.66980922e-01]
 [ 8.62971189e-01]
 [ 7.69420324e-01]
 [ 9.16706677e-01]
 [ 4.08795241e-01]
 [ 5.77616948e-01]
 [ 3.81258057e-01]
 [ 3.75620519e-01]
 [ 4.86743358e-01]
 [ 1.56520012e-01]
 [ 7.42284695e-01]
 [ 6.12766874e-01]
 [ 6.10198928e-01]
 [ 7.62753759e-01]
 [ 6.71841482e-01]
 [ 5.07177235e-01]
 [ 5.02608335e-01]
 [ 5.02608335e-01]
 [ 8.79987891e-01]
 [ 5.71401573e-01]
 [ 7.68756038e-01]
 [ 7.13880726e-01]
 [ 9.43231817e-01]
 [ 7.81277796e-01]
 [ 6.63549441e-01]
 [ 4.67810817e-01]
 [ 1.09402187e+00]
 [ 9.65215491e-02]
 [ 4.48034310e-01]
 [ 7.46281392e-01]
 [ 7.45355256e-01]
 [ 1.07170875e+00]
 [ 6.86290307e-01]
 [ 6.12895484e-01]
 [ 5.58932575e-01]
 [ 7.66343444e-01]
 [ 7.45148987e-01]
 [ 5.20619054e-01]
 [ 5.20408025e-01]
 [ 7.55404079e-01]
 [ 7.20295413e-01]
 [ 6.02270729e-01]
 [ 7.70682360e-01]
 [ 6.10638589e-01]
 [ 3.32092647e-01]
 [ 8.26436921e-01]
 [ 7.56753039e-01]
 [ 6.74035734e-01]
 [ 4.33484472e-01]
 [ 7.69651377e-01]
 [ 5.89047846e-01]
 [ 5.89047846e-01]
 [ 1.18851302e+00]
 [ 7.02832217e-01]
 [ 5.64923861e-01]
 [ 6.96823359e-01]
 [ 8.82415103e-01]
 [ 4.82794749e-01]
 [ 6.83805891e-01]
 [ 5.82558440e-01]
 [ 7.84318557e-01]
 [ 8.33055728e-01]
 [ 7.71178917e-01]
 [ 5.30569751e-01]
 [ 5.89047846e-01]
 [ 1.00001729e+00]
 [ 1.01854304e+00]
 [ 2.07254445e+00]
 [ 6.20351096e-01]
 [ 5.45675536e-01]
 [ 5.15862609e-01]
 [ 6.17840471e-01]
 [ 6.17840471e-01]
 [ 1.02801719e+00]
 [ 5.28704410e-01]
 [ 1.00602126e+00]
 [ 7.86853455e-01]
 [ 4.77630701e-01]
 [ 3.56119237e-01]
 [ 1.00602126e+00]
 [ 6.87964878e-01]
 [ 8.27753963e-01]
 [ 1.24606701e+00]
 [ 8.42102770e-01]
 [ 8.26869570e-01]
 [ 6.04457152e-01]
 [ 9.70308695e-01]
 [ 3.72513347e-01]
 [ 6.00842464e-01]
 [ 6.96518141e-01]
 [ 6.95061779e-01]
 [ 7.14106874e-01]
 [ 7.68064920e-01]
 [ 7.15949375e-01]
 [ 7.15842892e-01]
 [ 7.41956539e-01]
 [ 4.61690079e-01]
 [ 4.62356140e-01]
 [ 4.47277825e-01]
 [ 4.61690079e-01]
 [ 4.62356140e-01]
 [ 5.79433741e-01]
 [ 6.28782502e-01]
 [ 7.46653517e-01]
 [ 6.42052840e-01]
 [ 4.10596908e-01]
 [ 4.10605667e-01]
 [ 4.10596908e-01]
 [ 5.58649209e-01]
 [ 6.59727718e-01]
 [ 5.01914584e-01]
 [ 4.99547865e-01]
 [ 1.49198375e+00]
 [ 5.89352540e-01]
 [ 8.45182059e-01]
 [ 5.77743994e-01]
 [ 5.80614806e-01]
 [ 6.44509437e-01]
 [ 3.23499464e-01]
 [ 6.44509437e-01]
 [ 9.29700396e-01]
 [ 6.52706916e-01]
 [ 8.62820151e-01]
 [ 6.52706916e-01]
 [ 6.14099770e-01]
 [ 1.76990158e+00]
 [ 1.49491167e+00]
 [ 6.63937362e-01]
 [ 6.62628970e-01]
 [ 5.99596703e-01]
 [ 8.46459489e-01]
 [ 1.00001729e+00]
 [ 5.93313817e-01]
 [ 7.81917702e-01]
 [ 4.73256575e-01]
 [ 5.94565749e-01]
 [ 5.10655857e-01]
 [ 1.09668489e+00]
 [ 5.60236878e-01]
 [ 6.55489214e-01]
 [ 8.79336407e-01]
 [ 6.74351008e-01]
 [ 7.38456305e-01]
 [ 5.77427023e-01]
 [ 8.80588837e-01]
 [ 5.13610443e-01]
 [ 5.11106051e-01]
 [ 5.11106051e-01]
 [ 5.11106051e-01]
 [ 6.51381676e-01]
